date,RF,MKT,SMB,HML,UMD
1995-01-03,0.000182,-0.009724202711499765,0.001605118672528179,-0.0015917844789804505,0.0
1995-01-04,0.000182,0.023003754252451936,-0.004302567496671829,0.0063815243691620616,0.0
1995-01-05,0.000182,-0.00916638120258928,-0.004227513608803099,0.004423310625632226,0.0
1995-01-06,0.000182,-0.007825177758502888,0.003721470537081089,0.006374560456338496,0.0
1995-01-09,0.000182,-0.027511625971119225,0.0011651931872533883,0.0058511006772910545,0.0
1995-01-10,0.000182,-0.02841963979887041,0.003651054723247338,0.002737640322929058,0.0
1995-01-11,0.000182,0.006876972542964932,-0.0033972568684776934,0.004080342946416682,0.0
1995-01-12,0.000182,-0.019656470696800432,0.0023722236716288148,0.002309631321601835,0.0
1995-01-13,0.000182,-0.009658378550040037,0.0013203129806149683,-0.0016681937054798257,0.0
1995-01-16,0.000182,-0.01431841461845651,-0.005820660296468291,-0.01972411810760588,0.0
1995-01-17,0.000182,-0.001752966131450373,-0.002355519845938625,0.002205322604269977,0.0
1995-01-18,0.000182,0.01260174934859526,0.0012305177025067806,0.003554953928882165,0.0
1995-01-19,0.000182,-0.041592868769743,-0.0066118735530279055,0.004561877870621289,0.0
1995-01-20,0.000182,-0.00025569140360626186,0.0012799063669836817,-0.0014641331549773984,0.0
1995-01-23,0.000182,-0.02982760422503783,-0.005253645120225005,-0.005710820858744414,0.0
1995-01-24,0.000182,-0.005546820845460765,-0.0022166772509741115,0.0036570022920263123,0.0
1995-01-25,0.000182,0.016003350595666488,0.002905389854797196,0.0021206144326124665,0.0
1995-01-26,0.000182,-0.006812771050358379,-0.003565139323865041,-0.00314527975378992,0.0
1995-01-27,0.000182,0.015444679386738658,-0.0015164290960908797,-0.001141265902668609,0.0
1995-02-06,0.000182,-0.043923790637461435,-0.0021056976364479257,0.01846174753487273,-0.03513772172796514
1995-02-07,0.000182,-0.004985398013527265,-0.0012375291835562772,0.0008967349349123244,-0.007882739150322893
1995-02-08,0.000182,0.001870736770067216,0.00028070555326894153,0.0015407667125632019,-0.0005870582517994993
1995-02-09,0.000182,0.032808154410775225,-0.007192650059086942,-0.007420568675259531,0.019811439348550675
1995-02-10,0.000182,-0.020691070879149787,0.0016556132484149728,0.0073281283328445745,-0.012816227177104955
1995-02-13,0.000182,0.01249578378346694,-0.004126382727768071,-0.007688888816461681,0.010031494183991406
1995-02-14,0.000182,-0.0019273308593955596,-0.0033923511189060864,0.00197941859251044,-0.002849549771142268
1995-02-15,0.000182,-0.008586879245874535,-0.001524293690158422,0.0017099704699974905,-0.003874329538353649
1995-02-16,0.000182,-0.011466685046647829,0.00015273919057915905,0.002761449857695941,-0.0038869236582758093
1995-02-17,0.000182,-0.007804348591682775,6.534961709525611e-05,0.002954729454214766,-0.005885584561226009
1995-02-20,0.000182,0.002452689677848507,-0.0014566989712151794,0.0007437357368140773,0.00276369245618846
1995-02-21,0.000182,0.010633371324536569,-0.0024531180869273132,-0.002960086345635937,0.0031793970984819175
1995-02-22,0.000182,0.11177781703649849,0.011839774009361204,-0.008628484712736584,0.01593040941231516
1995-02-23,0.000182,-0.01322514209233805,-0.003208520799486263,-0.00030980307361594406,0.019947342095510634
1995-02-24,0.000182,-0.05749960265477383,0.0035349478289614655,0.009341689389305241,-0.012285996299679303
1995-02-27,0.000182,0.008128687283785796,0.005355712894718515,0.009286534761063447,0.007452266970022103
1995-02-28,0.000182,-0.021993822992953715,-0.005232908777551264,-0.0009240059949330859,-0.013487476006288746
1995-03-01,0.000182,0.01246695849159818,0.0036954833951251924,0.002150846584567989,0.008864766292241864
1995-03-02,0.000182,0.003828816421578507,0.0037947653280977858,-0.005125865295642407,0.0033086187727133787
1995-03-03,0.000182,0.02983002308848781,0.004401603867110863,-0.005509409594807169,0.013870728800764679
1995-03-06,0.000182,0.06242401174893808,0.01044642827922574,-0.006241428577197672,0.027952489915277656
1995-03-07,0.000182,0.03730506926398203,-0.010951380840706383,-0.014844138778944638,-0.002638426430168206
1995-03-08,0.000182,-0.01420704516656035,-0.0006366269142835668,0.002407372899785376,-0.01980037988034422
1995-03-09,0.000182,-0.024823120299128143,-0.006524150394041677,0.0011993733126229311,0.008055020031536131
1995-03-10,0.000182,-0.033622132387431614,-0.004465125146195938,0.005484137369221931,-0.006201821422762047
1995-03-13,0.000182,-0.0019178641497127336,0.004113555849677838,0.0007713418741205902,0.004087275899898768
1995-03-14,0.000182,0.004403161252034549,-0.0022518700577603226,-0.002597872039485749,0.006300590248145332
1995-03-15,0.000182,-0.02875823918205256,-0.0014428222063500237,0.0020373567209044374,-0.0044055658961611455
1995-03-16,0.000182,0.012743407908412552,0.003844311174899067,-0.001905699400430283,0.0048912817045427825
1995-03-17,0.000182,0.023083269445657972,6.600765159941319e-06,-0.005500721713441847,0.011426106279351478
1995-03-20,0.000182,-0.01636699120789742,0.005598794786764319,-0.007455546060402218,0.0073383482488016405
1995-03-21,0.000182,0.009689820786880963,0.0023463039772324557,-0.003589588499072094,0.001433164376754668
1995-03-22,0.000182,0.03871587901049356,-0.0010422265690401833,-0.005345003668561721,0.00808455947532516
1995-03-23,0.000182,-0.006984494737306446,0.0009916520302769571,-0.0021519062281495915,0.005720152800962608
1995-03-24,0.000182,0.0007816316807069956,0.0010044935747788308,0.0024734295629825764,-0.002822145258723152
1995-03-27,0.000182,0.02494862749953697,0.003415605704954954,-0.00914993051510338,0.01662284257047908
1995-03-28,0.000182,-0.008600634588348699,-0.003787077274679862,-0.0024531839574035152,0.0028959424218109042
1995-03-29,0.000182,0.01490655994368506,0.0054976831389101175,0.003132275932345885,0.006294560286021381
1995-03-30,0.000182,-0.009841018156373949,-0.007079046622538108,-0.010817572818614896,0.004060502417752689
1995-03-31,0.000182,0.023927838158805947,0.0040735672330358685,-0.009969278344536647,0.010830372513620738
1995-04-03,0.000182,0.018104831154153844,-0.000276848967669812,-0.004498594017941837,0.00564003793520418
1995-04-04,0.000182,0.0025581132018763775,0.0017270077197778513,-0.00671059423080006,0.001337898808892346
1995-04-05,0.000182,-0.017743113809638,-0.0027837507455238386,-0.002475891425164689,-0.0008788976068262455
1995-04-06,0.000182,0.008804023656978632,0.000569257755211364,0.0037674589758044386,-0.0008147608069823935
1995-04-07,0.000182,0.013682392694892132,-0.0027332762427557285,0.0086901992482451,-0.011833278468238895
1995-04-10,0.000182,-0.010845654984044328,-0.0013248935072070669,0.0020783294600585367,-0.015077551144314638
1995-04-11,0.000182,-0.03222015165785186,-0.0002632731813712805,-0.005647268609937306,0.014585090079847877
1995-04-12,0.000182,0.010164846587134235,-0.0005094806868266577,-0.006099924428104919,0.011067023341085669
1995-04-13,0.000182,-0.01527604734239807,0.002097453672138908,0.001984200074697351,-0.0025186186473353817
1995-04-14,0.000182,0.00926803015434552,0.0007812543489052661,-0.00430939243854922,0.0024666014929362046
1995-04-17,0.000182,-0.012381642650289517,-0.001322679055301701,0.003964682046829315,-0.003039120172255272
1995-04-18,0.000182,-0.010147607522351554,0.0018861372589121794,0.0004249077112507549,-0.003336297634467744
1995-04-19,0.000182,0.006497063446383677,0.004695245761672461,0.0023429924488439493,0.0017307508928372534
1995-04-20,0.000182,0.01959887553964501,0.0034162096739880354,-0.008534235810270907,0.007370337370118827
1995-04-21,0.000182,-0.013341877675930649,-0.004153660326919032,0.0011650981666737614,-0.0034439892890869555
