date,RF,MKT,R_fin,R_pead
2002-04-01,4.7e-05,0.004141944354471683,,
2002-04-02,4.7e-05,-0.01608175958206015,0.0,0.0
2002-04-03,4.7e-05,0.005193714246861436,0.0,0.0
2002-04-04,4.7e-05,0.02890986711143229,0.0,0.0
2002-04-05,4.7e-05,-0.0028933485954035776,0.0,0.0
2002-04-08,4.7e-05,0.002754831569309113,0.0,0.0
2002-04-09,4.7e-05,0.019405820595215673,0.0,0.0
2002-04-10,4.7e-05,0.006385058586393377,0.0,0.0
2002-04-11,4.7e-05,-0.016978770542851906,0.0,0.0
2002-04-12,4.7e-05,0.005442039366561291,0.0,0.0
2002-04-15,4.7e-05,-0.003666340305895632,0.0,0.0
2002-04-16,4.7e-05,-0.0030561492741157936,0.0,0.0
2002-04-17,4.7e-05,-9.628443938813902e-07,0.0,0.0
2002-04-18,4.7e-05,-0.011211730130308184,0.0,0.0
2002-04-19,4.7e-05,0.003172722154974217,0.0,0.0
2002-04-22,4.7e-05,-0.003811015093756809,0.0,0.0
2002-04-23,4.7e-05,-0.0028821550676580987,0.0,0.0
2002-04-24,4.7e-05,-0.009242411254014373,0.0,0.0
2002-04-25,4.7e-05,0.0031823080163295714,0.0,0.0
2002-04-26,4.7e-05,0.017881933226299385,0.0,0.0
2002-04-29,4.7e-05,0.01975229340751272,0.0,0.0
2002-04-30,4.7e-05,0.00048310452792033054,0.0,0.0
2002-05-08,4.7e-05,-0.008950371433947057,-0.002081428273827013,-0.00039018433613563497
2002-05-09,4.7e-05,0.0009016258744001248,-0.0017937747926589087,-0.0005576566187676657
2002-05-10,4.7e-05,-0.007880559016837707,0.0025630786826655316,-0.003912036777605266
2002-05-13,4.7e-05,-0.008715038435595068,0.0027870923558729888,0.0013106880992124204
2002-05-14,4.7e-05,-0.003909883673758441,-0.0005132138251764395,-0.0006010451807277883
2002-05-15,4.7e-05,-0.010461653634109336,-0.0016880320021050443,-9.699520042094623e-05
2002-05-16,4.7e-05,-0.033534547888177446,0.0011805948173497782,2.007975448004018e-05
2002-05-17,4.7e-05,0.01201594843749776,0.0008206426447787685,-0.0001567639315385172
2002-05-20,4.7e-05,-0.01549651663041185,0.0016787444409601116,-0.0001682716045411925
2002-05-21,4.7e-05,0.03392182575368752,-0.002277635517574317,0.0043929483736872
2002-05-22,4.7e-05,-0.013413805724647232,0.001432870310561385,-0.00037982602525227227
2002-05-23,4.7e-05,0.005370872251096781,0.002691414298913064,-0.0003983161378329214
2002-05-24,4.7e-05,-0.014611848903638758,0.001539386366034734,-0.0006255460164972249
2002-05-27,4.7e-05,0.004169014175001706,0.0012261090299084954,0.003758374962010258
2002-05-28,4.7e-05,0.001491199721578962,-0.0010270400197789353,0.002912266046583012
2002-05-29,4.7e-05,-0.021206157746247123,-0.0003368182969948341,-0.002866189501893157
2002-05-30,4.7e-05,-0.0011063242062808731,0.001118626301071679,-0.0019510851211098634
2002-05-31,4.7e-05,-0.0058533141387634435,0.000237317885690147,-0.0023269500413432564
2002-06-03,4.7e-05,-0.022385191832747675,-0.004575347945480701,-0.003947685918096189
2002-06-04,4.7e-05,0.005459366805675048,-0.0013514918563124478,-0.0011430147600582918
2002-06-05,4.7e-05,-0.022372304338726168,0.0002492238552760373,-0.006222730228069628
2002-06-06,4.7e-05,0.04291449047522855,-0.0010931575202891564,0.005530505234956573
2002-06-07,4.7e-05,0.007703875596935639,-0.0013392119158699423,0.00019265753669706065
2002-06-10,4.7e-05,-0.00804994135137116,0.0010918336723386157,-0.0012926015884270892
2002-06-11,4.7e-05,0.009555311647077902,0.002871804709828396,0.006329515286984666
2002-06-12,4.7e-05,-0.004714805483647777,0.0006019288222307018,-0.0015634785882325253
2002-06-13,4.7e-05,-0.009271189396229618,-0.000601490898224033,-0.000989547239445332
2002-06-14,4.7e-05,-0.011401607568800045,0.0009610202129159973,0.000504718557961914
2002-06-17,4.7e-05,0.0020817510703381448,-0.0005165954715793397,0.0036286836264421973
2002-06-18,4.7e-05,0.021258262413095252,-0.001898657848560692,0.0014995896826932587
2002-06-19,4.7e-05,-0.01037827634728028,0.001209770864370796,-0.0026801033898461446
2002-06-20,4.7e-05,0.006820792942309861,-0.0003102206815694952,-0.001270606068527691
2002-06-21,4.7e-05,0.03535526769921038,-8.29744137124111e-05,0.0032871983483676592
2002-06-24,4.7e-05,0.0935138561402391,0.0004612675231273622,5.482427077074803e-05
2002-06-25,4.7e-05,-0.008962335232902352,0.0011097215431860596,-0.0014936298314824348
2002-06-26,4.7e-05,0.004465771160493626,-0.002648589553088332,-0.0025705416586466745
2002-06-27,4.7e-05,0.0005921926915668507,0.002202343403854834,-0.0008865171258434779
2002-06-28,4.7e-05,-0.000964742345759495,-0.0003917126349708422,-0.0026703164490703424
2002-07-01,4.7e-05,-0.010166979761787376,0.004099192369025617,-0.00012255478232708894
2002-07-02,4.7e-05,0.00957822910054862,0.0007152445841617228,0.004088906228050582
2002-07-03,4.7e-05,0.0014956524395490778,-0.0007195601476214231,0.0018419133601637605
2002-07-04,4.7e-05,-0.008777939698955683,-0.002809891077863169,0.0022611754811212026
2002-07-05,4.7e-05,0.004463419457797935,0.004685069415370391,0.003859591156357034
2002-07-08,4.7e-05,0.007294646314196296,0.00047267754688129493,-0.0008049981201151413
2002-07-09,4.7e-05,-0.0036022920069985753,0.0012988232807538136,-0.0041552485922323745
2002-07-10,4.7e-05,-0.016518379525528593,-0.0011619541448784632,0.0016903816617066525
2002-07-11,4.7e-05,4.3322632715891984e-05,-0.0019380591767990119,-0.001718901622824065
2002-07-12,4.7e-05,0.0012927836801879256,0.0028247442303614423,0.0012241377110135954
2002-07-15,4.7e-05,-0.006312991991808126,-0.0010678981929558296,0.0011520442821696397
2002-07-16,4.7e-05,0.0019444363206337911,0.0008603190794495008,0.00030782029516307485
2002-07-17,4.7e-05,0.0068010918424847855,0.001164131900755927,0.002826765057119318
2002-07-18,4.7e-05,0.0020466635855977966,-0.0005041130689923401,0.0006214876310128847
2002-07-19,4.7e-05,0.004988691952210189,-0.0011831141502602893,0.003789047373589649
2002-07-22,4.7e-05,-0.01590790663488617,0.003239075393494606,-7.822381788119559e-05
2002-07-23,4.7e-05,-0.004311164002924861,-0.0026353896591732595,0.0018894855304023017
2002-07-24,4.7e-05,-0.002011838294762147,0.0036352410121578416,0.002018214561577081
2002-07-25,4.7e-05,-0.004852376391340174,0.0009397953323115327,-0.0013922593231428526
2002-07-26,4.7e-05,-0.003660267893381808,-0.00404763124974955,-0.003929416716431544
2002-07-29,4.7e-05,0.004857419717651856,-6.418795515883424e-05,-0.0008433440764147315
2002-07-30,4.7e-05,0.0017940865879795265,-1.338608277323683e-05,0.0018459153446432897
2002-07-31,4.7e-05,-0.009562493222785353,0.0002684133742945072,-0.0022699554482080164
2002-08-01,4.7e-05,3.812796582636224e-05,0.00017693799278323263,0.0005415502209675238
2002-08-02,4.7e-05,0.003803002599322092,-0.0007224268959359348,-0.0017470638215986156
2002-08-05,4.7e-05,-0.004024527830854496,-0.00208594887470287,0.00024447225108664705
2002-08-06,5.6e-05,0.009926012603927116,-0.0017921774205629237,0.00033950519278336255
2002-08-07,5.6e-05,-0.001808606970754356,-0.0010224285501721497,-0.00039649943091724094
