,SmallGrowth,SmallNeutral,SmallValue,BigGrowth,BigNeutral,BigValue,Winner,Loser
1997-10-31,0.075012997402746,0.0966555465299674,0.0859319791026322,0.1643209895716098,0.117363079500542,0.0604745295042752,0.1348286577133233,0.102478373194415
1997-11-30,-0.0316985578486879,-0.036401385104963,-0.0454933286688868,-0.0383986722376128,-0.0513039737584327,-0.064940326162451,-0.02402130991455731,-0.05628361346520139
1997-12-31,0.1008682292399358,0.0571247712682021,0.0687755314620441,0.0051624489224526,0.0341953506522878,-0.0425736101006047,0.0708003378004678,0.04896416330620457
1998-01-31,0.0514858621498381,0.0327662077997654,0.0531307977459232,0.0019327137364384,0.0230715380511321,0.0125263971387021,0.03697071784535,0.04533453795608122
1998-02-28,-0.0021100641991058,0.0355879733975461,0.026799880051467,-0.0269220410733512,-0.0285660480283949,0.0238087899802224,-0.024763036940095406,0.019869703711390407
1998-03-31,0.0384364916845361,0.0951077160632376,0.0596346209083362,0.0016467839936138,0.0313353449995328,0.0215785425313304,0.0426985279570502,0.03566248541675021
1998-04-30,0.1001872910525856,0.1254463367382052,0.1416192020360462,0.0435661618583582,0.055758025539168,0.0845869376062713,0.11225926681378984,0.10345970281179406
1998-05-31,0.0597191555716265,0.1613011705180929,0.1467560490544976,0.0067204330778638,0.0905781959107749,0.061129609475039,0.07038208129611645,0.12438657500201122
1998-06-30,-0.0307407330458774,-0.072672802307963,-0.0766947418708824,-0.0698254743917876,-0.0626259332300674,-0.0751347234260531,-0.05019681689259481,-0.06862586338330834
1998-07-31,-0.0110700041133899,-0.0033062203871612,0.0296929767053975,-0.0336231226080019,-0.0123151934637638,-0.0136553142123144,-0.003736611123541289,-0.017323416141859505
1998-08-31,-0.1054527950259377,-0.1088709128619317,-0.0811622574258056,-0.1390523453315403,-0.1360395736498391,-0.1284093118818849,-0.08298321482983673,-0.14326916665858924
1998-09-30,0.1368571607414384,0.1581404702448685,0.1210056303385829,0.0444727975974839,0.0767073950604959,0.0951678829979678,0.10150431701219187,0.1002815715104246
1998-10-31,0.0435207702883906,0.0321565036565707,-0.0194684577674436,-0.0185762298147961,-0.0318642158442313,-0.0638494116463362,-0.006943169960838436,-0.010777364317383964
1998-11-30,-0.0045643971871505,-0.0130836168673911,0.0060825247504179,0.0321519690494891,0.0213452488103338,0.0082637367708195,0.0013756796038464358,0.020762539042076922
1998-12-31,-0.1017780706057805,-0.1102943832188886,-0.126004326806947,-0.0699819954267797,-0.1004994412280638,-0.0767088188675813,-0.114006343189757,-0.0729184261858088
1999-01-31,-0.007399939175999,0.0071139944432627,0.0134917902867224,-0.0151176053922184,-0.0183630275420094,-0.0182042366913829,0.0037912577412657633,-0.011672542193311264
1999-02-28,-0.0461355809794723,-0.0331636382683752,-0.0389439437500104,-0.0466418979339343,-0.0448828328096516,-0.0493280670469978,-0.03273599018695961,-0.05319839051993358
1999-03-31,0.0948918445127209,0.1231634503093195,0.1446813643815065,0.0242097883708829,0.084732275576477,0.0943633442688789,0.07741094846546237,0.0973731958304509
1999-04-30,-0.0278083629786509,-0.0574495539389449,-0.019776437128833,-0.0529236982189968,-0.0309220607954417,-0.0046379426611942,-0.04111345945404521,-0.043018969038363775
1999-05-31,0.1214103689470855,0.0696346147347626,0.050874206945594,0.1931919817230076,0.144859648692865,0.0930815831183149,0.126001257321815,0.0831289004391833
1999-06-30,0.3347162408651087,0.3002568120124045,0.3393086404270082,0.3952693232580244,0.2802559581859403,0.3413950677403461,0.3476880736177774,0.3307673826835906
1999-07-31,-0.0702150323816284,-0.0536695618097934,-0.0492970059952089,-0.0727313907080881,-0.0501917068073989,-0.0746528372485092,-0.04979200465638556,-0.05224573005117017
1999-08-31,0.0343593830127102,0.0653602365955947,0.0366581494061679,-0.0317389918987612,0.0215534338557124,0.0225128724166749,0.009580752346268318,0.03887741011752377
1999-09-30,-0.0150692042006879,-0.0299157959504283,-0.0303200842325696,-0.0240605522641261,-0.0467929966545407,-0.0360935126370955,-0.03186742247699226,-0.020974128314103502
1999-10-31,-0.038300152488862,-0.0265922444350767,-0.0447070934978199,-0.0540521087064511,-0.037410612801475,-0.0553356872621785,-0.04542913259637282,-0.03286557956296221
1999-11-30,-0.0282422394779479,-0.0259648016718347,-0.0198657856244026,-0.0440062042300443,-0.042525187374372,-0.0513626817870638,-0.039827909706232845,-0.01754542373497725
1999-12-31,-0.0380893598710251,-0.0591756084128751,-0.0786401387222468,-0.0210741680093259,-0.0721468021865976,-0.0588040135683507,-0.035370307034403026,-0.07493494514803878
2000-01-31,0.2064773857051651,0.1639063066257902,0.1384957716578176,0.1778933092071193,0.1182646633076627,0.1045659125880242,0.22526851227620948,0.08855473879614495
2000-02-29,0.1385898952519313,0.1580603840462797,0.1613322579627572,0.1280261276814123,0.1215999194776646,0.0993898969182032,0.1383528866365118,0.1386996361292161
2000-03-31,0.0742744714798413,0.1149721394053515,0.0757042797087279,0.0109760870750277,0.0437824448809893,0.0776734961934995,0.049754117688006305,0.12408245332412227
2000-04-30,0.0073611107113458,0.0185637798750388,0.0090949711631251,-0.0004744005287662,0.0313633931405721,0.0486414746339003,7.180322643929316e-05,0.02506917627504346
2000-05-31,0.0482762080093401,0.0440876043495466,0.0609672473068494,-0.0029362886697898,0.0385913584581736,0.0256698956102561,0.029869841840685973,0.05102709880068823
2000-06-30,0.0003464649077151,0.0200587792704998,0.060584797391912,-0.0033896342437998,0.0304591438689048,0.0486573022518288,-0.010237053195365386,0.04901595104132572
2000-07-31,0.0421900821738079,0.0500423383658268,0.0731430302084072,0.0107416702515263,0.0480701402390717,0.0714762099543875,0.029526170912237415,0.055890194307901986
2000-08-31,0.0158952724666332,0.0113752231288075,0.0163868518103631,-0.0126144852679492,-0.0067540327206269,-0.0269426243477231,0.009821002006204393,0.004241345188741752
2000-09-30,-0.0185728158078777,-0.0158646935680528,-0.0541840529729936,-0.0479500293566752,-0.0714167494417095,-0.0648038726689894,-0.02638687935354478,-0.056035214066899264
2000-10-31,0.0363196923995279,0.0487841860454127,0.0529154388244983,0.0042542391489945,0.0153825383638235,0.0307496234247817,0.019765663808068323,0.04081639779673396
2000-11-30,0.0683262838448275,0.0704413899275069,0.0586029708842217,0.0503147695489869,0.0669668164199108,0.0543611647332857,0.04904496382628043,0.07127750749429085
2000-12-31,0.0153635619381913,0.0091507692796151,0.0020715602223781,-0.014870209969969,0.0029262229702751,-0.0271208241333411,-0.012153404623645003,0.011611621987367649
2001-01-31,-0.0333039045692686,-0.0062105528817775,0.0020426529874095,-0.0388451435490548,-0.0082718282088384,0.019301717825334,-0.01980108542404757,-0.004551722019529136
2001-02-28,-0.0680990593724146,-0.0595526981015082,-0.053951712175746,-0.0868453581623648,-0.0491696320666896,-0.0404511820914958,-0.054621580832803995,-0.06601803625995883
2001-03-31,0.0779757175513813,0.0911066951420285,0.088003813227675,0.0793227552906603,0.0628359305535879,0.0639662318461071,0.08657757593321547,0.07512424934618966
2001-04-30,0.0351191913285389,0.013340541357607,-0.0136284862361287,-0.0011609836620566,-0.0150637379897692,-0.0258400874657451,0.0007988413082760104,-0.0014953521056305652
2001-05-31,0.0707010385737969,0.0704067322318202,0.0646499151903134,0.0339886731917697,0.0249129113670478,0.0116655137586469,0.0533320107090991,0.03509194895654777
2001-06-30,0.0009797924578089,0.0089195044894299,0.0132609176342171,-0.0175282642020525,-0.0078281253453454,0.0204704822927805,-0.0039006547756006427,0.007846604423717318
2001-07-31,-0.1297256740332264,-0.1301104350335166,-0.1409341128743658,-0.1296620745564352,-0.1247979992617844,-0.1357594679357652,-0.12627669592123303,-0.14057774968429348
2001-08-31,-0.0217075943403884,-0.0261740037242969,-0.037022798989437,-0.0409344550532189,-0.0373136725490823,-0.0427218229003962,-0.0194101878213514,-0.043318744909268014
2001-09-30,-0.0651024091170565,-0.0697580855350357,-0.0673427156796832,-0.055109090475103,-0.0403809585961353,-0.0377963886774238,-0.060977077930173484,-0.03619539056458099
2001-10-31,-0.0734832887961314,-0.0725294669303925,-0.0470683346089065,-0.0509851075168726,-0.040364668311386,-0.0247345075146608,-0.0532647670058185,-0.05709493188599968
2001-11-30,0.0499541682095276,0.0616061141456372,0.0523246838513657,0.0260056064708791,0.0359267115253172,0.0413849735261118,0.03480556678305802,0.0631793452389835
2001-12-31,-0.0800310666945293,-0.0752974329498565,-0.0708985000482886,-0.0716528913284932,-0.0560372659748482,-0.0552359144607847,-0.05821498578483064,-0.07809346422383512
2002-01-31,-0.1330488154915167,-0.1295908985149674,-0.1394988807029602,-0.0861305335660768,-0.1000136675493896,-0.0961074662008516,-0.10018534243060107,-0.1300264272562327
2002-02-28,0.0337756727392724,0.0377049655174537,0.0381983383353099,0.0157700850608992,0.0192636015246658,0.0272884373443262,0.015184160996696727,0.050407664310057276
2002-03-31,0.0935451222462318,0.08997312527945,0.0799177551871526,0.0481311437870897,0.0806668354949899,0.0498285338928188,0.05431416629008279,0.09872138270419017
2002-04-30,0.0465274015976646,0.0643101676016764,0.0704104708628794,0.0299110527910715,0.0375352998184184,0.0523117223442457,0.03618766730600664,0.054187051964164956
2002-05-31,-0.0780581488064371,-0.0918988801619083,-0.085037905662694,-0.0801008267842982,-0.091419140859161,-0.0825000005600576,-0.08309900833930184,-0.07934134813829719
2002-06-30,0.0849391554039578,0.1130525193272882,0.1231814372685335,0.1148302131583245,0.1298329601783243,0.1719001937196653,0.11068535707887306,0.12462367002519126
2002-07-31,-0.0301229076237512,-0.0394005371962101,-0.0371341006962636,-0.0176280238900505,-0.0452918511619068,-0.049385869282716,-0.0236757582106486,-0.042842857017600045
2002-08-31,0.0152229421721985,0.0123906677437442,0.0047068882023497,0.0103108203074191,0.0018186899290209,0.0087858558605948,0.007483151050923009,0.01248241128904004
2002-09-30,-0.0523317189976335,-0.0553436748546473,-0.0629778965223409,-0.0421659423351019,-0.0483992777394259,-0.0569521173268531,-0.04766794705297506,-0.06007799973808625
2002-10-31,-0.0578798618894649,-0.0636423175389132,-0.0561943115350865,-0.0413607950954841,-0.0505580961853076,-0.0428469171980986,-0.04432788293884926,-0.06525256635020438
2002-11-30,-0.0865258478202991,-0.0867827583188898,-0.0836906415162672,-0.055427459385462,-0.0544013323942029,-0.051005499653054,-0.05913473146573256,-0.08308957646514703
2002-12-31,-0.0379896477484623,-0.0524467940003352,-0.0624994092896609,-0.0498132910380192,-0.0407751387764606,-0.0535382011692542,-0.03612173375020322,-0.05768505436062077
2003-01-31,0.0953590863272833,0.0996625954814656,0.0999993445339157,0.0716692978659605,0.0776762595558697,0.1071242072326295,0.07310334490373882,0.11933152605614628
2003-02-28,0.0161499168682579,0.0148825467870057,0.0198242613806496,0.0035428745034506,0.0077624984658875,0.0143444462173887,0.013564160181662288,0.014257463431572637
2003-03-31,-0.036629538149176,-0.0322163473998041,-0.0219930568656187,-0.0026798257158344,-0.0115663445585596,0.0065986925781058,-0.009317658924853811,-0.039280740197300545
2003-04-30,-0.0763268909447669,-0.0531240781479794,-0.0250880486768226,-0.0111923436342071,-0.0014491227286012,0.0371494697902987,-0.009854689001374872,-0.06519472022377215
2003-05-31,0.0266980735221213,0.0307217126863401,0.0452347120914826,0.0320024916219554,0.0493413038251007,0.0463545295733631,0.03938133406202793,0.042338130275322294
2003-06-30,-0.0587046141724886,-0.0694951883858867,-0.0809680800149491,-0.0665543685563212,-0.0697038974224152,-0.0453302982471083,-0.06721126369830877,-0.06831001531129366
2003-07-31,-0.0356873999388861,-0.0421073821330121,-0.0363517339290515,-0.0231901333211044,0.0030290455697155,0.0086600547078947,-0.003137313263507191,-0.04417567276191825
2003-08-31,-0.0158756326727589,-0.0227811789485554,-0.0220980752910893,-0.0276404350120921,-0.0463321695187405,-0.040060334274957,-0.03762189826327744,-0.010203751966601171
2003-09-30,-0.0575367284542452,-0.0464976967613268,-0.0406419436041831,-0.0522382322791581,-0.0445371945610679,-0.0381005774740822,-0.0413744162940316,-0.05049959404377202
2003-10-31,-0.1000129020907331,-0.0820222700442062,-0.0668270213516692,-0.0583656181885219,-0.0159896926840226,0.0377173671161099,-0.017456204419424637,-0.09855378568932927
2003-11-30,-0.0009433365309108,0.0203507658963393,0.0280876729895829,0.00463530791568,0.0245755901894133,0.055235794532255,0.00742643964634504,0.038370083850109316
2003-12-31,-0.0387403939124738,-0.0243616411577518,-0.0145653838781377,0.0179088280679085,0.0559951988382347,0.1234482271948984,0.0465937116514028,-0.047942987798329506
2004-01-31,0.0922124461290525,0.0883388303565133,0.0959063673513416,0.0456338640707532,0.0685037260818783,0.0418010456635524,0.06587717124283787,0.10885491583117157
2004-02-29,0.1011845145547818,0.1005802310822776,0.0933126941774522,0.044546727438675,0.059834096115324,0.0588778154758442,0.0645751240786756,0.12064080206200978
2004-03-31,0.0484129991085113,0.0557527926510175,0.0428512756148191,0.0066186009462669,0.0423056074161589,0.0610439007849761,0.032226050881067,0.053343094793379287
2004-04-30,-0.1150235057758116,-0.0926468446614757,-0.1066879413341206,-0.1354643840625475,-0.0738006962552567,-0.0843946484114964,-0.08243175032307226,-0.12221295686057976
2004-05-31,-0.0035737740961476,-0.0094878262248264,-0.0107697866889996,-0.0260627518334997,-0.0230728466286999,-0.016050261131014,-0.02036575661535356,-0.009866421478768594
2004-06-30,-0.1331552947058806,-0.1330510568777161,-0.1235195560131739,-0.1099552218190412,-0.0783507298805911,-0.111248213343122,-0.11361589655874271,-0.13505848916277963
2004-07-31,-0.0406818924653668,-0.0344400393361581,-0.0307821450377508,-0.0005264953029443,-0.0015394492001739,-0.0008489154997335,0.02589052410365844,-0.03454061761118754
2004-08-31,-0.059224066428713,-0.0397440822540774,-0.0392589448305792,-0.0476556249184774,-0.0192381554863479,-0.0327230758151327,-0.057453518650585345,-0.04570655789081257
2004-09-30,0.0374733877708215,0.0420018058339886,0.0495044955266978,0.0448419674166027,0.056594267836652,0.0404145606981187,0.07320831081955426,0.036921556438243464
2004-10-31,-0.0709122374720707,-0.0710018031256141,-0.072306370776723,-0.0497781383762407,-0.0558748973159732,-0.0630646321574172,-0.029604160150950243,-0.0866340714994488
2004-11-30,0.0613477345302289,0.0538627735538852,0.0478938604587881,0.0080837330897021,0.0040414718016117,0.0181934412773869,0.017065873646023855,0.07331150924999452
2004-12-31,-0.085662657736559,-0.082522122103734,-0.0782846167977836,-0.0729359897178226,-0.0453371244960875,-0.0582357884902706,-0.06125852422510514,-0.10094341297987086
2005-01-31,-0.0604657648865168,-0.0768595300202215,-0.07373930470421,-0.0660354526402997,-0.0587980796728481,-0.0429637090626382,-0.06431809424422019,-0.07647859580576966
2005-02-28,0.0957017573930998,0.0994559173194549,0.1053525632350638,0.0918742008599398,0.104083181812467,0.083797954355155,0.09813770369331332,0.11752688035062242
2005-03-31,-0.1332312858956498,-0.1361961780142516,-0.1282338563232049,-0.0929385753204309,-0.0781801827122022,-0.1127547567622516,-0.09060381681072904,-0.1471287961424188
2005-04-30,-0.0948152488956646,-0.0918602279716858,-0.0589795916470657,-0.00089161860407,-0.013563818783808,-0.0386986229445147,-0.022318858145330855,-0.11057279871183567
2005-05-31,-0.0177021820911233,-0.0170155766858198,-0.0104220758239785,-0.1015776237616548,-0.1045036338105614,-0.0345786314439995,-0.0856171392357391,-0.007048148633339024
2005-06-30,-0.0192795878765748,-0.0023069828608791,-0.0085555021956142,0.0137623607472376,0.0277649038265748,0.018526034953056,0.014074193951003178,-0.018742750262894403
2005-07-31,-0.0941140012339828,-0.0767736293938152,-0.0916645396775417,0.0005448357818393,0.0373802365270308,-0.0222071218135613,-0.019259561318627605,-0.0933746413089308
2005-08-31,0.1782950188475276,0.1675919799490677,0.1637647137162314,0.0872345354004591,0.0781172300377834,0.0712590122957326,0.0887109612899104,0.20021686723667087
2005-09-30,0.0209674783345967,0.0300001680812851,0.0002805425105856,0.0057797859301653,-0.0169277183492485,-0.0017108302342057,0.029343149636468002,0.007550999096935573
2005-10-31,-0.0728423547661085,-0.0542726948988163,-0.0675431051751579,-0.0488839066983501,-0.0575156614939044,-0.0620636365458092,-0.04310852111476271,-0.07518785077224155
2005-11-30,0.0168528322655665,0.0167102135395742,0.0148101939622409,-0.0180346332964965,0.0168109402681542,0.0005555040491089,-0.00782685544473194,0.030000653149154344
2005-12-31,0.0055470318023558,0.0193618479050383,0.0118355234615534,0.0584652428447767,0.082946253344073,0.0585664971035764,0.04809459282535,0.009087645652151588
2006-01-31,0.0824548063923409,0.090406262506534,0.0870039989076787,0.0974926836841816,0.080552022322996,0.1058892838204645,0.08885526555662215,0.07912667788207339
2006-02-28,0.0177277293068132,0.0178354837418155,0.0516764777275737,0.0279401277794599,0.0522484764573905,0.027708250148043,0.004638016522083621,0.05633468186056545
2006-03-31,0.0104422137302844,0.015596528116111,0.0149310173622545,0.0209864743168672,-0.004395453041462,0.0096358596345442,0.055753153141123724,-0.022244506268868536
2006-04-30,0.0899466805286348,0.0800302289043024,0.1059099027491858,0.1401124160463427,0.1304297766221713,0.0826818409891851,0.1438423897712191,0.019421228510738686
2006-05-31,0.292645472956083,0.2684421508423171,0.286167289800401,0.1707286937711345,0.1047261135250654,0.2176747132314578,0.192229925009344,0.2979187849923608
2006-06-30,0.0380674308462019,0.0776465735936617,0.0766318410946407,0.0411610954477004,0.0081576083071388,0.0210824504146742,0.05028651339819312,0.04537979341439424
2006-07-31,-0.0019295858389331,-0.0290289963106626,-0.0187440749656855,-0.0659944824868019,-0.0619277472395398,-0.064110369091744,-0.05823696488702734,-0.04077681702475078
2006-08-31,0.0196747034377162,0.0325057726592497,0.0217862110920652,0.0349513471723594,0.0427399470836364,0.0231336270338529,0.04843467525598566,0.02309530479756261
2006-09-30,0.0737366544177808,0.057970028321419,0.0452775475195497,0.0621728435822408,0.0733289038603093,0.0219606607669571,0.04046563238694856,0.04907660678322867
2006-10-31,0.007165706933282,-0.011578585498373,0.0098092039609039,0.0078603672775989,0.0884311569184355,0.0725354104148137,0.0037010180268415294,0.005444464123160131
2006-11-30,0.0091466238452433,0.0092422334519515,0.0113750030982611,0.1538246330977255,0.165256211078939,0.1663802013735518,0.08807742101476856,0.02728899292280018
2006-12-31,0.0397014597686524,0.0393194346013558,0.0312245546536649,0.1439420648241449,0.1364826826734502,0.1610642647927556,0.09180775613470438,0.02956063694388722
2007-01-31,0.2180916560901329,0.238072404488981,0.2408746133573014,0.1851155577174368,0.134612964643439,0.2282226683473165,0.22771268257070654,0.24864637837771908
2007-02-28,0.1798485018312201,0.2031558574632928,0.2627527311749904,0.0479264324433288,0.0500068589748858,0.1226356862011881,0.13842379985346942,0.20974033597196629
2007-03-31,0.2090815187730323,0.2077218577293125,0.2208399400287157,0.0761701291137155,0.1109509207410024,0.1201474610618453,0.1193393251217787,0.20254320225589884
2007-04-30,0.3432014029690762,0.3535348104316302,0.4233162540895989,0.2446979245205809,0.2663613736140944,0.3304253206386773,0.33674658560757376,0.33939018878782745
2007-05-31,0.0425765544358667,0.0646327916283915,0.0807068420644665,0.1826448679040422,0.0805923533658128,0.0810141007413229,0.09316559067089769,0.06573288442961389
2007-06-30,-0.1784421313814345,-0.1743904447088229,-0.241401012856769,-0.0318593147004189,-0.0979418909569997,-0.1590424960773743,-0.15766328644688454,-0.16632344558262957
2007-07-31,0.2533162179077417,0.249392569929828,0.263855145398632,0.1366040681884597,0.2123485907501949,0.2489436242081497,0.25164971459567975,0.2424394423122027
2007-08-31,0.0830278196120988,0.1115161053868023,0.097417762105705,0.1583944656167033,0.1809481360415532,0.1362826182759524,0.10793913121733834,0.12443057603152208
2007-09-30,0.0311931568150667,0.0471735053946293,0.0400604281101033,0.0638053756257708,0.100983925651741,0.1025861785060531,0.036511485181675685,0.03759047300157525
2007-10-31,-0.1102044443793776,-0.0918420003488432,-0.1210115259379098,0.1068650066842962,-0.0562592801622304,-0.1079314987554427,-0.07031414545704351,-0.12839058376579893
2007-11-30,-0.0665748175321878,-0.0679406506500684,-0.0476595437552717,-0.1649986786081581,-0.1501785694996735,-0.1339858672265923,-0.14817060342622035,-0.017442409249442403
2007-12-31,0.2021046038534593,0.2190674239484464,0.1925277325402321,0.1292350498870669,0.1811058024472964,0.1791690358188038,0.21576060117389595,0.1990703637587019
2008-01-31,-0.0397610321331802,-0.0707184042420902,-0.0549514666919411,-0.1527334002038984,-0.1082305397200437,-0.1026823113389245,-0.08823839693181479,-0.04533241885172379
2008-02-29,0.0756852630191313,0.1166483393143487,0.1338814204786278,0.0056651012475206,0.0418430318036784,0.0656339897509119,0.07524377299284768,0.09365217752131216
2008-03-31,-0.1766683684451625,-0.1853980306636907,-0.1904035697840632,-0.1938775989873453,-0.2227408815598519,-0.2202108327689605,-0.21155073869546814,-0.17846943396930992
2008-04-30,-0.0514516312334897,-0.0520158033233245,-0.0581356856231564,0.0240507155332829,0.030767891277486,-0.0134614596543277,0.007004921711549317,-0.07322168013794172
2008-05-31,-0.0136910804380889,-0.0075945113420409,-0.0287916706297701,-0.1085313612973216,-0.0638383839578962,-0.068042695024184,-0.03745948265597354,-0.025724824242186806
2008-06-30,-0.2688328317850506,-0.252076132913266,-0.2671466991299224,-0.2021165603182727,-0.20595686391566,-0.2120222923233609,-0.23362889051606106,-0.2579906719675792
2008-07-31,0.1056562711198045,0.1113327940353634,0.0926348279028039,0.0227991927529669,0.0355410531167785,0.0057426879331687,0.07631628901053067,0.09839406586889887
2008-08-31,-0.2514924113264724,-0.2150448375515429,-0.2196701324109737,-0.1397123852854148,-0.1242120288629869,-0.1426364603252349,-0.2532335047222699,-0.2151700365551652
2008-09-30,-0.1003156040797466,-0.0863436572630202,-0.0695536146936882,-0.0839411452180157,-0.0393329436909216,0.0033733385821395,-0.08543083832277842,-0.05182979510383534
2008-10-31,-0.2568299276592203,-0.2614098059072739,-0.2494528718370801,-0.2805049314474327,-0.2371020597746972,-0.2207776049324028,-0.25430673277249805,-0.27468161023876636
2008-11-30,0.2268879373767198,0.2289942883598135,0.1914303402041346,0.0897860873239051,0.0923061307253958,0.0971558017359881,0.1616414229350711,0.22544308251816214
2008-12-31,0.0740912252715462,0.070459811194115,0.0356834029098946,0.0297325840886029,-0.0508868972466762,-0.0404926941669452,0.07408795398959644,0.06013936059182101
2009-01-31,0.1779875997719384,0.1459530852788169,0.1699461663561285,0.0990794384705877,0.1063635976893699,0.0749221369566395,0.1398231043593925,0.19112684713208883
