,SmallGrowth,SmallNeutralBm,SmallValue,BigGrowth,BigNeutralBm,BigValue,SmallRobust,SmallNeutralOp,SmallWeak,BigRobust,BigNeutralOp,BigWeak,SmallConservative,SmallNeutralInv,SmallAggressive,BigConservative,BigNeutralInv,BigAggressive
1996-03-31,0.0063490686458227,-0.0086479860475749,0.0078775922388549,-0.0026701921546827,-0.0021353302971895,0.0149021812256178,-0.020445174309081104,0.009788221520207196,0.001950680740320232,-0.007948006899563431,-0.0002550736969904044,0.00985605208672169,0.004844129251360352,0.001689826807548922,-0.0061962903022874105,0.012674606158610269,-0.003552646430066808,0.005516443156284856
1996-04-30,0.2609610538690372,0.3491638212977239,0.3012417117925894,0.2338655858376872,0.3706939488310534,0.2631145734788311,0.4098764084179507,0.30391659076175026,0.25682443143216305,0.4416283531966738,0.217314714490769,0.23778065422440142,0.31912493148472243,0.31747943702422665,0.3096233375208859,0.2895473139403928,0.2549802242876891,0.32372672551062154
1996-05-31,-0.0903104648312624,-0.0729755654264323,-0.0830334510747261,-0.0698877008939964,-0.020198040743642,0.0606183740788093,0.021583241874327586,-0.07916008517464035,-0.14216719757017893,0.03578880649585914,-0.07779357949250809,-0.05713566695136918,-0.13101683841945144,-0.07172659184790853,-0.042676289740810724,-0.019246270190106718,-0.05678991857653337,0.03421823705718241
1996-06-30,0.0496708634711307,0.1629910857758083,0.1524711496273982,0.2842617415671618,0.3142826891130479,0.2389332484163078,0.2384216470958238,0.10539762417354459,0.1027892547365652,0.33390063250387403,0.24623065809440114,0.1891821463933001,0.12460102718676858,0.12022015627034888,0.15560056654879006,0.2160037994289712,0.27764549640169567,0.35369800779147864
1996-07-31,0.0494512077433844,0.1782125382565103,0.4346419659654417,0.0250396263918966,0.1328889643264548,0.1409959826677942,0.2305269964405512,0.20897240172618248,0.28614141433441476,0.12065638610512819,0.06421355335829526,0.06151505382126299,0.2776060679443155,0.248475064087462,0.1877708949604,0.030631958041069662,0.1480603674062937,0.10085734054829532
1996-08-31,-0.0441966917130534,-0.0209948425775806,0.0042804308955026,2.5727208659231948e-05,-0.0242992642559362,0.023527509909889,0.07342709798621283,-0.016809752285296797,-0.07981684437950642,0.023555942591128254,-0.06179678041276804,0.007513658885666574,-0.027978655927489604,0.0012140483234830413,-0.024796324997504726,-0.024782412313743007,0.025814297846092904,-0.006634847917686537
1996-09-30,0.0161094812457118,0.0329262881716498,0.0482211428984886,0.0848653924627294,0.064994580029037,0.0372006027395639,0.02424973710947742,0.053242142393091996,0.018647704209221017,0.05152026221224504,0.04988044758816601,0.11805524798271128,-0.0006657275716599464,0.03603635992516763,0.06963946450697223,0.028203359759206847,0.08411558715000567,0.07238002933128107
1996-10-31,0.2024424475254462,0.3216658369734895,0.4661513312609335,0.088677405611572,0.0994115055510667,0.3872242863885538,0.2598572124981753,0.3197925697129669,0.5116454401303081,0.1665720998046758,0.19768613921936873,0.2228914260452095,0.42669029716027684,0.3551345314252714,0.30617811474436407,0.2750391513587962,0.17967023769101442,0.11105109896365617
1996-11-30,0.066413069116157,0.1192607625532486,0.1587410759409142,0.0377978304954775,0.0539236070010418,0.0644017310541993,0.09459301231495254,0.1622172578991643,0.10365673265367925,0.04891487571168396,0.06122222686991563,0.04831449555017664,0.14325822759830076,0.1158313055061404,0.13040661367367035,0.037803789804898624,0.09197028361901216,0.01862823721421325
1996-12-31,-0.2023006996152992,-0.2099798139287342,-0.2877763367459436,-0.1499259426744701,-0.129241148759967,-0.2033485237005295,-0.16666256175807748,-0.24585152888791006,-0.2964927300930912,-0.14979846172512035,-0.18576352474228197,-0.1776019037343911,-0.2579678024983454,-0.24094400105833924,-0.23382991787422835,-0.17030020209563068,-0.20842530852973962,-0.09736731678066057
1997-01-31,0.1130190807439028,0.107362571021814,0.1418826919203544,0.0171902630305069,0.092865259070777,0.0799422021586482,0.12454456405178282,0.1281616897835649,0.11258467494225011,0.048171457510185256,0.07063066826862707,0.0972903037898154,0.10490217099606047,0.12740133202255555,0.133389412650448,0.03387712131593568,0.08048761452728681,0.07000685767328885
1997-02-28,0.1169705735259394,0.08482443601542,0.058555514248219,0.0784816836838349,0.0779725087404377,0.0425808778480376,0.041793298964450276,0.0760300542477268,0.11455462614372869,0.04205642203277593,0.08146048983725307,0.11173866868664839,0.09078012529713364,0.06855466365263307,0.08016686937548201,0.07748616069541114,0.06722549140676404,0.05221014848822447
1997-03-31,0.2515357869751013,0.216014846320544,0.187145940127714,0.170528136736582,0.2491519540403313,0.1255775931071416,0.24196183143813932,0.20636909192420472,0.18818879978895642,0.19289390250898264,0.17494657998704155,0.15308131410043546,0.1671338021331794,0.22692753189933734,0.22591011110160997,0.14554684965183728,0.16795926378775405,0.2274758533268355
1997-04-30,0.106495874224366,0.0851325909322828,0.0509996720183985,0.1308798489999594,0.2085946060499262,0.014904817783776,0.09894617407086304,0.09883154695803786,0.014288508352469531,0.14532414100006674,0.0687531541109403,0.10338136784649055,0.014881332459378394,0.0715070610119839,0.1296266730420883,0.049543136798359644,0.10860445248776629,0.1916092272370311
1997-05-31,-0.1132507912330768,-0.1394716457945775,-0.1082529230851636,-0.0542907302064132,-0.0649568808118267,-0.0893207750124667,-0.10051352798361379,-0.15194555465725357,-0.10279990721716381,-0.035324658711210044,-0.11478607009741548,-0.0710283371318815,-0.12765603744053977,-0.123560219019749,-0.1218106670952479,-0.06112298296478458,-0.10513242863584082,-0.030994200433122954
1997-06-30,0.0045300302292328,-0.0243009667351075,-0.0251891348575232,0.0348795043324519,0.0011313826958432,-0.0747855046828054,0.012480826017239766,-0.01536596006269586,-0.03815349338014884,0.04337234033446147,-0.033859509048282055,-0.06996947782809282,-0.03048970941367013,-0.015981845214034895,-0.0066844680228969056,-0.04913812225842806,-0.025929168922475654,0.052160181623639
1997-07-31,-0.0399645779211422,-0.0459584450542347,-0.0419831488543605,-0.0991722445713789,-0.0666491405881096,-0.0361038870326094,-0.06873314198953206,-0.04749546766544599,-0.024059714281246425,-0.0868574568139745,-0.0611280679356927,-0.06615101644595667,-0.028442413595102023,-0.039051478355699,-0.06982358479492579,-0.07288359976186165,-0.06708191143706566,-0.08562520550662034
1997-08-31,0.0094208693201363,0.0459209206284663,0.0972771514698136,-0.0520362750984318,0.0166372764327298,0.1013198909419121,0.02020779244963311,0.05019419217010768,0.07475251728065069,-0.05437544684998219,0.05014544275156174,0.10584883480563057,0.06827595021950583,0.06486857705542115,0.01208540029828642,0.06809317424427719,0.01051258946974043,-0.03984832139005534
1997-09-30,-0.0868245570402262,-0.1083198188740939,-0.1293502171113273,-0.0960091582777147,-0.1280777328833104,-0.1327082966294341,-0.11252909944322798,-0.11968649688681265,-0.09832576225744194,-0.09656031079078764,-0.14278089120428972,-0.12487192820186277,-0.09701341415892939,-0.11551787826695936,-0.11827381272692628,-0.1345591604975156,-0.10838043149148358,-0.10973634570052437
1997-10-31,0.075012997402746,0.0966555465299674,0.0859319791026322,0.1643209895716098,0.117363079500542,0.0604745295042752,0.08500029233297113,0.10072632843806684,0.07653452374667769,0.15208619179345884,0.1146831134431403,0.07027415999986397,0.06767275063010003,0.08990618804877881,0.11500987827817921,0.10990483514211236,0.11880988595094033,0.14241365238328374
1997-11-30,-0.0316985578486879,-0.036401385104963,-0.0454933286688868,-0.0383986722376128,-0.0513039737584327,-0.064940326162451,-0.021637113363871197,-0.0419750277335017,-0.04222700269397539,-0.04298931787674354,-0.03944021247464613,-0.07716457190397275,-0.029664226950999018,-0.039517986646323555,-0.04700692262649209,-0.06224528334015189,-0.04821401406529091,-0.04033643971542078
1997-12-31,0.1008682292399358,0.0571247712682021,0.0687755314620441,0.0051624489224526,0.0341953506522878,-0.0425736101006047,0.0678445790994957,0.06312864837817012,0.08005313438142303,0.034923322933394285,-0.015822536869569137,-0.05267608658342127,0.09704467284167517,0.046054080415083076,0.08107969941692383,-0.042729566966557275,-0.01782667799470483,0.050248666553915466
1998-01-31,0.0514858621498381,0.0327662077997654,0.0531307977459232,0.0019327137364384,0.0230715380511321,0.0125263971387021,0.017306167702512143,0.04600954012967273,0.053500636903116794,0.013353440811344708,0.018358484069714187,-0.008032299490129291,0.05060920611418829,0.05159807867691413,0.017410866618271736,0.012433748616224705,-0.012738172890596533,0.028923648230920973
1998-02-28,-0.0021100641991058,0.0355879733975461,0.026799880051467,-0.0269220410733512,-0.0285660480283949,0.0238087899802224,0.009780459272155761,0.016600724965035507,0.04001024759809302,-0.04469073499162923,0.007758132771619186,0.032680528308235646,0.0292037442578168,0.0222122898173418,0.021001332833683772,0.015834981478536125,-0.007349424017897288,-0.041939546566581165
1998-03-31,0.0384364916845361,0.0951077160632376,0.0596346209083362,0.0016467839936138,0.0313353449995328,0.0215785425313304,0.03706006419272123,0.050811026368351664,0.11083852420693963,0.0018818159466404971,0.03583305713270124,0.029695284255207177,0.10995727502613795,0.06258974961391939,0.03311693933941795,0.03673353671328905,0.012392076598688684,0.008517489379963994
1998-04-30,0.1001872910525856,0.1254463367382052,0.1416192020360462,0.0435661618583582,0.055758025539168,0.0845869376062713,0.13442932916634942,0.11433644267752507,0.13167438292316036,0.04377421134536097,0.0748856258884385,0.06214560775468447,0.1289545479786438,0.11474986537369403,0.1389866350947786,0.060210198788839486,0.06918390155685561,0.04326999504802487
1998-05-31,0.0597191555716265,0.1613011705180929,0.1467560490544976,0.0067204330778638,0.0905781959107749,0.061129609475039,0.08194290584908104,0.1320781170223002,0.16324693775071264,-0.0006373052530150858,0.07212024297411723,0.10925349269076379,0.14090846351399144,0.13525587095973268,0.119890080104335,0.06576837213321007,0.03981138842149745,0.03481501442339585
1998-06-30,-0.0307407330458774,-0.072672802307963,-0.0766947418708824,-0.0698254743917876,-0.0626259332300674,-0.0751347234260531,-0.02636127469117533,-0.06258279795884547,-0.0875045964617589,-0.07195316784554873,-0.04879952245378494,-0.08252625471450425,-0.09877058423133511,-0.055509787324139026,-0.03291597262250334,-0.07912125918411461,-0.07036249596041833,-0.05910050123255173
1998-07-31,-0.0110700041133899,-0.0033062203871612,0.0296929767053975,-0.0336231226080019,-0.0123151934637638,-0.0136553142123144,-5.532086058956942e-05,-0.017093833115754076,0.03870666698167469,-0.028900685888862854,-0.025768774009747974,-0.005545456160989892,0.04057857695976552,-0.010102400458844696,-0.013965866704524932,-0.034831646590586574,-0.0016807999886369052,-0.029706365771963394
1998-08-31,-0.1054527950259377,-0.1088709128619317,-0.0811622574258056,-0.1390523453315403,-0.1360395736498391,-0.1284093118818849,-0.10111440893552937,-0.11155132814513424,-0.08224591898018585,-0.12755831023045838,-0.13995662115701935,-0.14440024610532942,-0.07514510347788028,-0.10871884288852751,-0.11614645456027395,-0.1409423351414868,-0.13288626673710524,-0.13319676818380066
1998-09-30,0.1368571607414384,0.1581404702448685,0.1210056303385829,0.0444727975974839,0.0767073950604959,0.0951678829979678,0.1393218562762779,0.15632557848040363,0.1235999162380268,0.038843239331526114,0.07233411132215362,0.11422658302562883,0.1355368764864433,0.14393594047971114,0.14466062504050625,0.09643833238549182,0.0676454753961655,0.04503510603059224
1998-10-31,0.0435207702883906,0.0321565036565707,-0.0194684577674436,-0.0185762298147961,-0.0318642158442313,-0.0638494116463362,0.044428750639422976,0.02483876145500541,-0.0048850851209100155,-0.023764181936921425,-0.031053654043146528,-0.05634030599843198,0.0009820682276990844,0.019454557083880664,0.03992248729892389,-0.04397473980774591,-0.04232419832528567,-0.019883951790594545
1998-11-30,-0.0045643971871505,-0.0130836168673911,0.0060825247504179,0.0321519690494891,0.0213452488103338,0.0082637367708195,-0.004650030049477061,0.0015809027037290146,-0.014170348505425201,0.0377798601695738,0.022708854179837035,-0.003349227684077083,-0.0071686584571427625,-0.008576678098850099,0.004327869978864696,0.01200801191258205,0.019333969697489906,0.03420576351744087
1998-12-31,-0.1017780706057805,-0.1102943832188886,-0.126004326806947,-0.0699819954267797,-0.1004994412280638,-0.0767088188675813,-0.10668200366454617,-0.10683262007547356,-0.1257811508570572,-0.0754149880667464,-0.08622021039542871,-0.0876662236851582,-0.12564443050393237,-0.11349508346424109,-0.09540886079084432,-0.08063120859476425,-0.07985996225588299,-0.08376145273800806
1999-01-31,-0.007399939175999,0.0071139944432627,0.0134917902867224,-0.0151176053922184,-0.0183630275420094,-0.0182042366913829,-0.00744926451974659,0.010178394545077518,0.007440067108013926,-0.011998357180344033,-0.009594046140903423,-0.03283502163283902,0.003724240709289006,0.0026524695812251142,0.01502351408008007,-0.02364535627974962,-0.012320346441769936,-0.015804710219823326
1999-02-28,-0.0461355809794723,-0.0331636382683752,-0.0389439437500104,-0.0466418979339343,-0.0448828328096516,-0.0493280670469978,-0.03998169251127248,-0.03520913446386387,-0.040222999269976745,-0.046914600137356155,-0.05152337690693398,-0.041772474964559714,-0.03831854014080949,-0.038005211525329874,-0.03684128741051629,-0.05032067222029735,-0.04719064558894104,-0.043535723848467156
1999-03-31,0.0948918445127209,0.1231634503093195,0.1446813643815065,0.0242097883708829,0.084732275576477,0.0943633442688789,0.09450362017865421,0.1006299121355636,0.17110433802864722,0.02561538956186782,0.06479871044577767,0.12160191009276655,0.15782477427476338,0.10911740139453219,0.10286762234911273,0.09073703019910107,0.05995264574969639,0.03857956057990686
1999-04-30,-0.0278083629786509,-0.0574495539389449,-0.019776437128833,-0.0529236982189968,-0.0309220607954417,-0.0046379426611942,-0.05115954010528723,-0.035203124658376606,-0.03779999526470523,-0.04556646620245208,-0.008044094056702589,-0.036318132498773914,-0.04546102437681043,-0.03604882510059537,-0.03493786881375471,-0.019065852609502,-0.04702907630695696,-0.03186128092763951
1999-05-31,0.1214103689470855,0.0696346147347626,0.050874206945594,0.1931919817230076,0.144859648692865,0.0930815831183149,0.07713012417262699,0.08210330019823919,0.08063228502265862,0.17730324733960856,0.1324500170312004,0.08613311930088985,0.07932931576105928,0.07955381203113898,0.08307259415150758,0.1104344973302207,0.1714548280229684,0.1292086490535913
1999-06-30,0.3347162408651087,0.3002568120124045,0.3393086404270082,0.3952693232580244,0.2802559581859403,0.3413950677403461,0.36217116949985395,0.3238075947525554,0.2866934972425499,0.3634017918082153,0.33006927946798226,0.30084604642345747,0.27738822332921687,0.33492186791835477,0.34518177959866336,0.2974659222474161,0.31942286311100365,0.4083115208174868
1999-07-31,-0.0702150323816284,-0.0536695618097934,-0.0492970059952089,-0.0727313907080881,-0.0501917068073989,-0.0746528372485092,-0.06703708796460284,-0.05738474143196293,-0.0516911901555831,-0.07154670970850174,-0.07239378670294305,-0.0500192913985239,-0.06220464190982322,-0.06460813647052455,-0.044675180737896225,-0.05107885864475581,-0.06635980363773342,-0.0813661526544952
1999-08-31,0.0343593830127102,0.0653602365955947,0.0366581494061679,-0.0317389918987612,0.0215534338557124,0.0225128724166749,0.036653564639334446,0.038076812063444265,0.07286625567340099,-0.018786648738717937,0.00011920988520097708,0.05215724639719288,0.0714418348035446,0.04538677699381988,0.031054192134414293,0.04127645887918807,0.013211016137350873,-0.044652218995754556
1999-09-30,-0.0150692042006879,-0.0299157959504283,-0.0303200842325696,-0.0240605522641261,-0.0467929966545407,-0.0360935126370955,-0.024166297329456743,-0.0232159371376357,-0.02957673902709468,-0.03161064908257094,-0.035497245965841806,-0.04341156165125659,-0.03051147071754312,-0.025619502234372704,-0.020259472388967303,-0.04310016764603741,-0.03987445552370483,-0.02190952542273683
1999-10-31,-0.038300152488862,-0.0265922444350767,-0.0447070934978199,-0.0540521087064511,-0.037410612801475,-0.0553356872621785,-0.04356455719727659,-0.032688760848639586,-0.03121423873172602,-0.05231159780038208,-0.047193655018028635,-0.045558487972173545,-0.03353808019029625,-0.03959576968731526,-0.02931040535134588,-0.0441273261842825,-0.047818238731557106,-0.05647936206107407
1999-11-30,-0.0282422394779479,-0.0259648016718347,-0.0198657856244026,-0.0440062042300443,-0.042525187374372,-0.0513626817870638,-0.03215794154191187,-0.026386227531797313,-0.01865380756822521,-0.061719434363860515,-0.03551164588731737,-0.030088708190796565,-0.028441303757381298,-0.02489931921841404,-0.02243238625716859,-0.03514239622783122,-0.05224229159432603,-0.04976250583790731
1999-12-31,-0.0380893598710251,-0.0591756084128751,-0.0786401387222468,-0.0210741680093259,-0.0721468021865976,-0.0588040135683507,-0.04904369530842223,-0.04749891448726562,-0.07731567552137619,-0.03164260433549215,-0.0643367190405052,-0.0711598319333856,-0.06602002008343766,-0.06237546038091624,-0.04272087816338688,-0.08111220470913627,-0.04314231320986206,-0.029329727861763688
2000-01-31,0.2064773857051651,0.1639063066257902,0.1384957716578176,0.1778933092071193,0.1182646633076627,0.1045659125880242,0.19566883706560034,0.17851060337995706,0.14336518930388698,0.15697695432804903,0.164280581866447,0.059844309591059686,0.12449019920072502,0.16237613635067039,0.22642379450721117,0.10395634509762042,0.1371096903744644,0.15744474266214104
2000-02-29,0.1385898952519313,0.1580603840462797,0.1613322579627572,0.1280261276814123,0.1215999194776646,0.0993898969182032,0.13574990751448923,0.16270489236107744,0.14926576483688714,0.09342664747367979,0.13702049483027023,0.13602158996610636,0.15612899939438374,0.1585586061470814,0.14219863009404166,0.17074170953517043,0.09258497209698757,0.0926642558704438
2000-03-31,0.0742744714798413,0.1149721394053515,0.0757042797087279,0.0109760870750277,0.0437824448809893,0.0776734961934995,0.10565167782155438,0.0745184612203258,0.11176968370678786,0.00994487258211274,0.04202717001384282,0.10829651051944911,0.14283733629509654,0.0754239196023403,0.07008093304240215,0.05139385662147222,0.05882577277233891,0.015933228052533943
2000-04-30,0.0073611107113458,0.0185637798750388,0.0090949711631251,-0.0004744005287662,0.0313633931405721,0.0486414746339003,0.010297091156435068,0.01610751658134224,0.009907530762916616,0.017451140918548713,0.013749084422268076,0.05601366683041098,0.02885619260862371,0.007789726022932042,0.004114800134576546,0.05712953794977427,-0.010674728521873011,0.04673655086524753
2000-05-31,0.0482762080093401,0.0440876043495466,0.0609672473068494,-0.0029362886697898,0.0385913584581736,0.0256698956102561,0.03245705086504502,0.056124902436839985,0.052723793281951536,0.022101159386844316,0.02277955996344394,0.009827244882686381,0.0579998925457017,0.04161563902876475,0.05427677615978377,0.016021727636147176,0.021656827024070013,0.020691913840191534
2000-06-30,0.0003464649077151,0.0200587792704998,0.060584797391912,-0.0033896342437998,0.0304591438689048,0.0486573022518288,0.03037243323476746,0.03493359820952269,0.018837460499707914,0.035927468531958384,0.013787977838864984,0.01610438648813739,0.016873571829513434,0.03925113125146762,0.02574344065555767,0.025210763387053303,0.03132269203885496,0.014950898060852591
2000-07-31,0.0421900821738079,0.0500423383658268,0.0731430302084072,0.0107416702515263,0.0480701402390717,0.0714762099543875,0.051132020186141824,0.04153334895092531,0.07497956384602578,0.02863399407877032,0.0564062607757716,0.05146730773873376,0.06690775623377387,0.06350577686960213,0.030727388725990235,0.06494257686905947,0.04182573867055206,0.02272959768084859
2000-08-31,0.0158952724666332,0.0113752231288075,0.0163868518103631,-0.0126144852679492,-0.0067540327206269,-0.0269426243477231,-0.014124194666221723,0.009491941112217628,0.03293350125264105,-0.022326900778179892,-0.017611184840735206,0.00263484636528033,0.029863298812230266,0.009362705617282252,0.0014674221408768062,-0.01607162513858984,-0.018641414290850533,-0.010551098527077807
2000-09-30,-0.0185728158078777,-0.0158646935680528,-0.0541840529729936,-0.0479500293566752,-0.0714167494417095,-0.0648038726689894,-0.03491366540958918,-0.024065886441373974,-0.033088276001077555,-0.0649312050367099,-0.06260129846068552,-0.052766189743210457,-0.021890770678652305,-0.038463158180475965,-0.02563562036673117,-0.06699074591201581,-0.06027022035132723,-0.05743788766928437
2000-10-31,0.0363196923995279,0.0487841860454127,0.0529154388244983,0.0042542391489945,0.0153825383638235,0.0307496234247817,0.034408035500099965,0.050671650683109304,0.04861399566604474,0.010203249091285338,0.019380713069996114,0.02504559901038239,0.04897367974994893,0.04702680869272813,0.04459498162074871,0.021117365901564655,0.020719580426036943,0.007209664697817253
2000-11-30,0.0683262838448275,0.0704413899275069,0.0586029708842217,0.0503147695489869,0.0669668164199108,0.0543611647332857,0.06982224096288658,0.06484062630724896,0.06566206272353337,0.05612778229876936,0.05689407552083536,0.060118163635950905,0.06366672521124328,0.07297374418686742,0.05864051513073121,0.05818248010528215,0.05938723807815127,0.05383777576795534
2000-12-31,0.0153635619381913,0.0091507692796151,0.0020715602223781,-0.014870209969969,0.0029262229702751,-0.0271208241333411,0.017792306824721438,0.01907846874950092,-0.008130633138043186,-0.018304846147997655,-0.015250519475886293,0.0016175501485522492,6.359159878499554e-05,0.012323039111890699,0.013269501960281982,-0.012171077273184783,-0.01125442724152681,-0.01525872874304024
2001-01-31,-0.0333039045692686,-0.0062105528817775,0.0020426529874095,-0.0388451435490548,-0.0082718282088384,0.019301717825334,-0.005253470059954912,-0.004167393504939776,-0.019590164380493436,-0.022586652651971018,0.003947538744756507,-0.004232884109838686,-0.010793357391876035,-0.007827023246153919,-0.013084721577844016,0.005264290754729561,-0.011896614113654724,-0.021313199056651966
2001-02-28,-0.0680990593724146,-0.0595526981015082,-0.053951712175746,-0.0868453581623648,-0.0491696320666896,-0.0404511820914958,-0.048416185722991445,-0.05308951089559488,-0.07300281432741784,-0.05599226918357891,-0.052690642848781444,-0.07120143472437812,-0.0673322918236744,-0.05422041925715548,-0.058343925949131625,-0.05718132663639097,-0.0620761366775876,-0.055018502728389485
2001-03-31,0.0779757175513813,0.0911066951420285,0.088003813227675,0.0793227552906603,0.0628359305535879,0.0639662318461071,0.0706395276139895,0.08754988039516598,0.09393876452762817,0.07128205270490007,0.06978076568681013,0.060623771614867206,0.09314188994150507,0.08202572163677901,0.08643056533607818,0.0643238890694573,0.07007763475057893,0.07033619053153117
2001-04-30,0.0351191913285389,0.013340541357607,-0.0136284862361287,-0.0011609836620566,-0.0150637379897692,-0.0258400874657451,0.017327206585788568,0.0037552970414398423,0.012927079713034528,-0.024597298441413118,-0.014892092091697506,0.006318837208509898,0.016709162198670136,0.012169790103075284,-0.0038365581673969196,-0.011605484908999486,-0.015721650966659673,-0.015331691201386999
2001-05-31,0.0707010385737969,0.0704067322318202,0.0646499151903134,0.0339886731917697,0.0249129113670478,0.0116655137586469,0.05354671391819843,0.06501824936574052,0.08260046658391884,0.014340567463194898,0.014321344925283697,0.05017749064887389,0.07517082057747881,0.06733060510365374,0.06502981986116918,0.030702926521420038,0.022679347791433102,0.01290463616651305
