,Small,Big,Growth,Value
2000-03-31,0.1727318519868435,0.008871915015199239,-0.008992844224279595,0.13076260053724487
2000-04-30,0.01271675232823366,0.03441054705014879,-0.033461237917078224,0.07100149748819473
2000-05-31,0.07658458628278964,0.003005370482832337,-0.010762088918143564,0.060603869000405375
2000-06-30,0.009956852385522463,0.028297233340667027,-0.005781637769673553,0.04207499617850807
2000-07-31,0.06771173271237507,0.04751403896121098,0.018792923481395274,0.10253106112625554
2000-08-31,0.050159246392869505,-0.02846487483926341,0.00563436214871782,-0.03763979416626395
2000-09-30,-0.0010842920195145433,-0.062303509520518,-0.031135707039287364,-0.0725697989452091
2000-10-31,0.06945487662189942,0.00740096159456316,-0.020836169069941568,0.02604823413894297
2000-11-30,0.07746991401571046,0.055141581450705246,0.03986224582266207,0.06510192478915133
2000-12-31,0.004972409911864206,-0.03374904430007353,-0.02116435768574909,-0.015832296635663545
2001-01-31,-0.024415803391058533,-0.008285095589956937,-0.05189896599328092,0.037555001855672066
2001-02-28,-0.08202867222949306,-0.051992587006003066,-0.07155862096874999,-0.03597753117231406
2001-03-31,0.11152206503659912,0.05850513573856997,0.04854185053545712,0.06312924666702924
2001-04-30,0.03432676324989847,-0.019713901578912507,0.025072030047820437,-0.03196663600462357
2001-05-31,0.10596712514353435,0.008959186171604072,0.05758704232416534,0.00821665852222253
2001-06-30,0.008582121988226055,-0.003203620360143322,-0.03950856740383657,0.027989016002774925
2001-07-31,-0.13505359450558752,-0.13190285573858662,-0.11748729254805956,-0.1350144156605122
2001-08-31,-0.004054295147892462,-0.04808837651924003,-0.026275911658828255,-0.055035491806363246
2001-09-30,-0.07303619963468644,-0.03031486965525798,-0.05712838875205695,-0.022359559600244827
2001-10-31,-0.06790470335795717,-0.022849953835019865,-0.052411395743125366,-0.020761238911801705
2001-11-30,0.07668035045277133,0.02633755560850015,0.004185484146090435,0.03831729231506942
2001-12-31,-0.07707702648170356,-0.05472296199536131,-0.058148256657885145,-0.05388342514382394
2002-01-31,-0.15091556216193758,-0.06768427222468287,-0.0884353254854815,-0.08879370138115794
2002-02-28,0.05049120080860692,0.010759051947879072,-0.004536613315944016,0.03269293230418713
2002-03-31,0.10090805214386656,0.041613965398271,0.048310720790461614,0.04617070746226348
2002-04-30,0.0740566045448825,0.04112276928110736,0.028240883411133844,0.052965901564375084
2002-05-31,-0.07546128398463336,-0.08013548915240387,-0.055368242664086464,-0.07854239933583174
2002-06-30,0.10337418352585126,0.16197460800352004,0.05729615035286817,0.1911655021286207
2002-07-31,-0.027707159617358146,-0.0379708259438839,-0.012304331334787144,-0.056257969620967074
2002-08-31,0.021084265664962798,0.006148773270597596,0.006636225693527065,0.011467174531948787
2002-09-30,-0.05423588824475567,-0.047487671294341394,-0.030274294602679053,-0.05826460128917377
2002-10-31,-0.06552552117551347,-0.04220004624579321,-0.03816234055425283,-0.04238941681981201
2002-11-30,-0.08773387547647349,-0.03090238679936541,-0.05652116231881277,-0.03180971758831397
2002-12-31,-0.041096019132288664,-0.04966361613893133,-0.037468870928251685,-0.06388587583649019
2003-01-31,0.13216838400870623,0.1003437411816126,0.04429228910060634,0.14118718529998353
2003-02-28,0.017653921433786746,0.004424294799792117,0.010095051243352637,0.007309573099459898
2003-03-31,-0.043046853690995146,0.021219471577570204,-0.014142577272033052,-0.011288819720912335
2003-04-30,-0.08929496062068165,0.04877003533079094,-0.03721636936810513,0.008066696583397981
2003-05-31,0.02979240043930176,0.0411225125448913,0.022338274342024622,0.051620903999028966
2003-06-30,-0.060902371479249706,-0.05092166618624627,-0.07584707291266024,-0.06085527337378083
2003-07-31,-0.05403276460395623,0.01575104715724529,-0.015180758306188369,-0.0058973674188997904
2003-08-31,-0.0031901561851956917,-0.04654652951143068,-0.024502202081106206,-0.03257206786663458
2003-09-30,-0.058606048647175335,-0.04102502870267899,-0.04762370734717547,-0.03470494061803331
2003-10-31,-0.10701325610454027,0.026770026207832975,-0.06470858147490888,-0.015831428619355048
2003-11-30,0.017196708603957056,0.03746159134162741,-0.03301092289695695,0.054682934700036157
2003-12-31,-0.05838445572299278,0.12490595559239703,-0.014958350351831351,-0.013128584425465162
2004-01-31,0.11883105010264727,0.0411568412620138,0.03936984913823438,0.09347339795370302
2004-02-29,0.12549602593338727,0.036981078462172245,0.04152866027048474,0.102858272079563
2004-03-31,0.059239562603204066,0.04446242091626407,0.01258951308061751,0.03528878742444719
2004-04-30,-0.121722433641821,-0.0913562601260407,-0.1625003173660977,-0.09245527466622905
2004-05-31,0.009556777029289698,-0.02500968792771352,-0.02288685628263576,-0.023749750548160753
2004-06-30,-0.12902614653646216,-0.07807582481249609,-0.12083654116292664,-0.08927859912721858
2004-07-31,-0.05220744725820903,-0.009770651102571137,-0.008751384955942187,-0.023452418098709127
2004-08-31,-0.04652175462144037,-0.017327347261417603,-0.07450811170357241,-0.027574940255807423
2004-09-30,0.03465853530630847,0.045509952115801555,0.05279688050711617,0.03522633694453958
2004-10-31,-0.09019449079842079,-0.06093822237654278,-0.004348153900865848,-0.08269535414757789
2004-11-30,0.08687979277309976,-0.0025392499959920878,-0.004583166296629915,0.04024017082205811
2004-12-31,-0.09187159105355935,-0.03849253783004347,-0.06159895110463098,-0.07415226715141698
2005-01-31,-0.04737135338013532,-0.04723483588669941,-0.031100777653963574,-0.0474002891470251
2005-02-28,0.11098062997302072,0.08701849078892043,0.07219852988194853,0.10588291266932304
2005-03-31,-0.14488650313248375,-0.07200632070598689,-0.033697364004161456,-0.12247677678330948
2005-04-30,-0.12981088733620505,-0.0011257880337137705,0.010542369497325454,-0.05402793136806572
2005-05-31,0.0058275402850476166,-0.10667116372386398,-0.13587330495556738,0.0009295455979227984
2005-06-30,-0.0029708440798947855,0.03441590286336216,0.03766853192092556,0.0016820021277001995
2005-07-31,-0.09064069187596957,0.05062402659005816,-0.01572344463763853,-0.0814624777235734
2005-08-31,0.19726419619361701,0.050117717754117,0.05895049984137857,0.1449332349041883
2005-09-30,0.025169074340616993,-0.023219787320137963,0.012438655664288367,-0.014922512420334377
2005-10-31,-0.07053358937472942,-0.053684896583044095,-0.026037707572662105,-0.08236662251778282
2005-11-30,0.05824696983825328,0.00914744049269256,-0.0318517168827821,0.018527814792312247
2005-12-31,-0.011236824087131114,0.0810369362892791,0.05085738858528943,0.045913795153463166
2006-01-31,0.025331668655239392,0.0723226374828485,0.09024322919611971,0.11058281988784446
2006-02-28,0.05375605031606767,0.055334184269371756,0.031400370530716204,0.0505400916892651
2006-03-31,0.000691903899416868,-0.001915161722961467,0.0690506514690461,0.004863461863307661
2006-04-30,-0.023950495246906067,0.1175311310334568,0.2023576872949988,0.02393951266156935
2006-05-31,0.3063484985714855,0.10591241475662039,0.1765111677301181,0.3017777185463315
2006-06-30,0.07468095771272942,0.014388675094296088,0.015854035752771223,0.03291808289008258
2006-07-31,-0.015553581417196871,-0.08006770557370835,-0.08194519709792536,-0.06370065276259973
2006-08-31,0.04010860017765738,0.04228431714378944,0.02564165820370512,0.017072282604675637
2006-09-30,0.06049903654895816,0.05032380059509589,0.04715290053220689,0.03133949164791994
2006-10-31,-0.004314320307139963,0.050413688881608465,0.0017841605540749317,0.09846349627173279
2006-11-30,-0.009032960834739812,0.20431684461297572,0.15127324157017985,0.14955327565416265
2006-12-31,0.01786759164240337,0.18350745202327334,0.16499046654854932,0.06553079925078009
2007-01-31,0.2421888514184667,0.14566383510991132,0.1775532643490012,0.2369112644441782
2007-02-28,0.2372778960741455,0.023000868423258547,0.005890615226065821,0.2288174422669922
2007-03-31,0.25973222303808674,0.08310496429907022,0.08450393434444914,0.17311531023646154
2007-04-30,0.3265515323323229,0.2248035067338059,0.27414410633057806,0.39609198359116005
2007-05-31,0.08436361459784147,0.14640732934275613,0.07652119844470939,0.08482898810798134
2007-06-30,-0.2248064281937856,-0.04354416494771851,-0.027047781707306928,-0.12902378570747142
2007-07-31,0.3322766974133733,0.17235384478374338,0.1334519544347832,0.2741133030705323
2007-08-31,0.13685577608910693,0.1654804610295484,0.14681339411931127,0.20281209874195572
2007-09-30,0.02586106126967369,0.0812020531962323,0.028071669149081657,0.06248945251691107
2007-10-31,-0.12494184775632389,0.08524057026317977,0.01863199302170271,-0.11224420616486619
2007-11-30,0.017715299639001758,-0.16319896388089294,-0.2059100065179742,-0.05503147405770503
2007-12-31,0.20268938336341358,0.09952983211807309,0.19874870672541545,0.1878887895831034
2008-01-31,-0.04619324901095678,-0.16998569373879124,-0.12175172568222992,-0.03377005433356117
2008-02-29,0.12752619236849116,0.0044569123398696675,0.008369879702939675,0.06914047876903684
2008-03-31,-0.15803898577179865,-0.17851494244548027,-0.216528221887629,-0.20283520491238083
2008-04-30,-0.09382084653160971,0.07813626349044633,0.016985882606224578,0.020381507766313423
2008-05-31,0.014759169095179825,-0.09052515379958892,-0.044698945136240176,-0.041447284165975096
2008-06-30,-0.24592213237128613,-0.1940411034682521,-0.17981090162904623,-0.2752752110037685
2008-07-31,0.14711430299045714,0.015305100546515016,0.032216111108733125,0.06568037124876325
2008-08-31,-0.21399053760581233,-0.10584665227617207,-0.22015922521068165,-0.19202248951106982
2008-09-30,-0.08572888854775407,-0.05493229203619154,-0.0630316766389416,-0.0018852311820803935
2008-10-31,-0.23146090720604973,-0.25473808333715486,-0.25680823142751996,-0.2727654491337069
2008-11-30,0.24682293276956857,0.07689342947484468,0.024503152090174174,0.19348774095204102
2008-12-31,0.12264886975451073,-0.04674640587819112,0.029691727770699394,-0.03457023863959996
2009-01-31,0.15415658659281362,0.07312861592592257,0.029581023029184195,0.16018325868220606
2009-02-28,0.09852165734886942,0.03869713718790191,0.05062223167515323,0.06666574107072876
2009-03-31,0.24958848859281924,0.11841753584254988,0.15228178296203598,0.18787285421456024
2009-04-30,0.08505966657268904,0.040667218113606074,0.018894849513479528,0.04418778711660076
2009-05-31,0.08663558319966413,0.06268229130280334,0.03505125224953454,0.07265188276684298
2009-06-30,0.08671998150027904,0.17063781044125315,0.09172033010301117,0.2026120151017683
2009-07-31,0.13227804553834366,0.15394746571188778,0.09289196846488967,0.2429173043658377
2009-08-31,-0.11800750971025642,-0.23074300604496223,-0.1818699236316096,-0.21990436046687545
2009-09-30,0.05236011445682953,0.052967941495432935,0.07149256824964678,0.04575169873025864
2009-10-31,0.13397301248142335,0.07025599557208828,0.0767360265576984,0.07650704966923882
2009-11-30,0.173694361881088,0.045525144511882276,0.10333132080331486,0.12729439658460162
2009-12-31,0.05560546228314367,0.0343159009530527,-0.01817578758613847,0.04271021088519911
2010-01-31,-0.009409659993579789,-0.10765058738140532,-0.0752801736856078,-0.07508965736034512
2010-02-28,0.0901465455938264,0.008936839300340615,0.021595169828979577,0.023469503511607037
2010-03-31,0.08622856600298956,0.015661274067533038,0.01522310662120363,0.009435847866428038
2010-04-30,-0.06283818730139945,-0.08028766326194015,-0.053277616938998795,-0.0747657718693141
2010-05-31,-0.08593451498299842,-0.08552605831204918,-0.005254582802704966,-0.08151826706242982
2010-06-30,-0.08603924359898885,-0.059694824701261306,-0.09950980569447287,-0.06779141374170694
2010-07-31,0.18250166462080908,0.09506436868605594,0.1096709391961872,0.11587999726387577
2010-08-31,0.11632296538442866,-0.020761402133680718,0.11299153299285836,-0.04164392998724986
2010-09-30,0.01686126100456975,0.0017175951415331348,0.08037928108243175,-0.01835424774983685
2010-10-31,0.07925198914841669,0.1347724882836845,0.06632746628800912,0.10072966698526642
2010-11-30,0.0385381185847149,-0.07012090503019597,-0.0038530831444291147,-0.06611541729089132
2010-12-31,-0.010473303428395364,0.0024721753889398457,-0.04973499791213987,-0.005790364275431115
2011-01-31,-0.04376225930979327,-0.003266535334074061,-0.09499009092963184,0.03051043191606162
2011-02-28,0.1153576442593427,0.023964158363516397,0.07545621091930177,0.008747525846066084
2011-03-31,0.032560109294027084,0.008848751594560555,-0.032435890371752096,0.02930785573995176
2011-04-30,-0.029322868092186427,0.00221503309004234,-0.016142297933303018,0.023420582660681255
2011-05-31,-0.048717282342707335,-0.05096080494520172,-0.03631575604876203,-0.04062321262799362
2011-06-30,0.03891867837581864,0.018885327100395033,0.04472502339070816,0.002076203430621648
2011-07-31,0.011474526036198363,-0.029779830541591057,0.04056659148165731,-0.042276244764734905
2011-08-31,-0.010347914305582129,-0.04960571271759151,-0.022203572000236038,-0.03628788181940923
2011-09-30,-0.10717356995379135,-0.0665021764429291,-0.13645262143886727,-0.054165108319251365
2011-10-31,0.05194961053738578,0.050805802223389485,0.03660707631331839,0.06499614613360927
2011-11-30,-0.02682944962411027,-0.05403119729014061,-0.013712524064626197,-0.04877016781709387
2011-12-31,-0.16600443162405254,-0.027760944693857703,-0.129854191738893,-0.018009947993067654
2012-01-31,0.005659005365570513,0.04800300236988386,-0.029524062520973615,0.055125873916767265
2012-02-29,0.15044659799352522,0.04378146436184127,0.11712282557170095,0.0595703872499842
2012-03-31,-0.07429889705459813,-0.06121840534290468,-0.050246438973615914,-0.057895572368963255
2012-04-30,0.07218382033202597,0.048476357713954865,0.057401901669171806,0.04422229719979076
2012-05-31,0.03717254134715264,-0.015696193491649302,0.050103135981264924,-0.029158610852995537
2012-06-30,-0.04062194730833646,-0.03567395042395882,-0.022758588797334278,-0.02603808210978209
2012-07-31,-0.11154135867112402,-0.0374942282284767,-0.041781139575623016,-0.04413876243106751
2012-08-31,0.05124971615360052,-0.034982925689953426,-0.03504122784884589,-0.007415908235591462
2012-09-30,0.018477587165243392,0.023463204243505675,0.04754439222667517,-0.005101732258914193
2012-10-31,0.00535611608085329,-0.007224654535861852,-0.013284659535284904,0.0196286814007951
2012-11-30,-0.10501873193526556,-0.028558856719552828,-0.11583527515379999,-0.0046307409650108156
2012-12-31,0.1602473446961732,0.1386434434692343,0.11378360677252575,0.14733418001099796
2013-01-31,0.061912107353940815,0.05056030616268936,0.02565886929375316,0.07423349203141516
2013-02-28,0.05692327550075915,-0.01879409636295215,0.036552282699006566,-0.014801887391056368
2013-03-31,-0.03403782498002439,-0.056199272468815065,0.008224258488739311,-0.0478989777183807
2013-04-30,-0.02943006588116437,-0.01911014153799906,-0.017609107191377982,-0.018221773375053596
2013-05-31,0.17131361337349182,0.04461052847672686,0.11093959600766845,0.03885241031754871
2013-06-30,-0.14648375744498165,-0.11368430493034654,-0.09668368593903409,-0.10050785814342822
2013-07-31,0.1219929602681944,0.009864907991501193,0.075531193146537,0.003369265813972566
2013-08-31,0.0936729742747453,0.03608273286117902,0.03469749678593104,0.04319825580348802
2013-09-30,0.07695917678877517,0.03573288499498073,0.08476503640508093,0.02588932190602322
2013-10-31,-0.0008779556729511251,-0.01530506137411014,-0.11822020515403808,0.009338402946462265
2013-11-30,0.13610663900070263,0.02879321345075958,0.06292039762573043,0.017669164407622784
2013-12-31,-0.017323686570354768,-0.04795191987843117,-0.04332008390515074,-0.052217425348754065
2014-01-31,0.04081236557258561,-0.04527385018467356,0.045141586634144915,-0.05311157805925093
2014-02-28,0.06461951827014767,-0.0011413497955664598,-0.02578788175422786,0.010570403005804918
2014-03-31,0.007725351934496416,-0.013357539324489909,-0.08423784001847656,0.01785346769961449
2014-04-30,0.012831241078238742,0.002154069970355943,-0.00781180809653903,-0.0013459755499578563
2014-05-31,0.05820947607907545,0.008300442705225786,0.022378622457644326,0.013043112312943972
2014-06-30,0.076453151266896,0.0171490842711024,0.05061633976317137,0.01920284870547362
2014-07-31,0.08895560665145674,0.08490414967664428,-0.005254839724570082,0.09270086297757163
2014-08-31,0.0903993049115488,-0.00970380826019468,0.0680277850068356,-0.014440070815540329
2014-09-30,0.21446165363860215,0.03670934392630931,0.08726697527168192,0.04192960277841484
2014-10-31,0.010091585986935048,0.023911021727635706,-0.015547738526571764,0.036942911725797334
2014-11-30,0.05601258834795586,0.12141946626523925,0.027495304285324096,0.1261743442094907
2014-12-31,-0.12682141833347804,0.2836034290894569,-0.04987151167219794,0.30094716955839607
2015-01-31,0.10601316159748131,-0.03584134418511098,0.10310625435924248,-0.04876495938216319
2015-02-28,0.09076812593177208,0.022147287463257337,0.11768638341857796,0.001478445671269979
2015-03-31,0.2634747541430036,0.1083819906958925,0.20354388467996354,0.09567523127326116
2015-04-30,0.20117677166432602,0.16529091558893616,0.1415551053231987,0.15672771298425614
2015-05-31,0.3393301041089021,-0.024704726721114123,0.223880932506751,-0.0504400745106629
2015-06-30,-0.07401900910863513,-0.038329918486820325,-0.22787438839115337,0.03371552321184601
2015-07-31,-0.19863192164681776,-0.12628663349501312,-0.17523556845205723,-0.11331739345976188
2015-08-31,-0.09475929661464833,-0.1301757371542952,-0.20704074070785083,-0.1187018903169893
2015-09-30,-0.006197136575182505,-0.038448820998412736,0.006551230675415187,-0.030392864902608396
2015-10-31,0.29054108479157104,0.08757161622025311,0.22515899674752204,0.0748478699971642
2015-11-30,0.18446950765434011,0.004860044516078688,0.0664968409852631,0.01826036824019961
2015-12-31,0.15603921725917935,0.02819752037016765,0.020118720906815435,0.028326754417213218
2016-01-31,-0.31666846175062247,-0.20017099217162104,-0.3212365912985441,-0.17253991659705126
2016-02-29,0.00334490030363388,-0.021274760825720995,-0.044911898529236716,-0.012859537864612247
2016-03-31,0.25871709686969746,0.10921570090132482,0.1963401393721702,0.0945088156863858
2016-04-30,0.05745807457196195,-0.024368002902315333,-0.040839300883650065,-0.010573074864978271
2016-05-31,-0.03699230082468552,0.0035191554490461296,-0.023095081356254932,0.0014175648175658306
2016-06-30,0.06961970578033005,0.004593179918948476,0.05709367601123683,0.0006593467412714382
2016-07-31,0.0006619783754446829,0.031149711391385226,-0.060866636673195806,0.03772486729665725
2016-08-31,0.07864854211684125,0.03786953046331831,0.028584835060903035,0.04756497054541087
2016-09-30,0.05271948692348172,-0.025636908752040166,-0.032824064293229926,-0.02196857487916215
2016-10-31,0.04910982071701153,0.022805707906873085,0.02974837710820699,0.028809266436592207
2016-11-30,0.05007512360239885,0.05275186678914312,0.01591070544168005,0.0627266797189916
2016-12-31,-0.009297334813242908,-0.047552265444883446,-0.07516406482180649,-0.03356053396946579
2017-01-31,-0.041409886783731475,0.0360976608638468,-0.03612046210068276,0.04815996627928887
2017-02-28,0.05031789183712232,0.020848376342142094,0.07090795446708076,0.01454879916003926
2017-03-31,-0.050824490126721744,-9.545278494549336e-05,-0.033706738647126366,-0.0036622359444842267
2017-04-30,-0.09486516184973215,-0.0015003020100815556,-0.06558010954710591,-0.005097976619738542
2017-05-31,-0.08226536264600182,0.028202827896566474,-0.04428567640276382,0.026724796769334924
2017-06-30,0.04709275529392687,0.036632308130128965,0.06395611129629697,0.017380949102340004
2017-07-31,-0.021720940065432348,0.041214025186558256,-0.03974016930138802,0.07667279385069925
2017-08-31,0.055953730921712186,0.02603593678358984,0.03844783767564586,0.021137980904297304
2017-09-30,0.02347965442182587,0.0001819286307911394,0.03780512008010284,-0.009981174412059035
2017-10-31,-0.0279462424040271,0.03765066756755053,0.058861455581268984,0.0014242062826836932
2017-11-30,-0.09119694702484904,-0.006007471626279681,-0.045570843884148005,0.0029844228636839443
2017-12-31,-0.02555869420340695,0.011150215337322855,0.02517485819522247,0.0017089340305276313
2018-01-31,-0.04452497012815693,0.08328204587092003,0.004245786526767326,0.12410511315772976
2018-02-28,-0.06965012410378946,-0.06719327022502197,-0.014665029765766002,-0.0827391558137145
2018-03-31,0.11463226111155844,-0.04311758241411057,0.008052893181462517,-0.051547008710253195
2018-04-30,-0.04245627336380464,-0.028592630495868687,-0.03339672149822903,-0.016564695581549715
2018-05-31,0.00938268569550682,0.007319089031766257,0.05659898065757618,-0.021723505335002224
2018-06-30,-0.11074105076945517,-0.06362464303945281,-0.05895268190655767,-0.06014200674606951
2018-07-31,0.034457058629889126,0.025112679661582593,-0.03379496772361679,0.06747979984095709
2018-08-31,-0.09303845364871222,-0.04198518367263071,-0.07697788256368132,-0.02720716459906347
2018-09-30,0.012932975694678106,0.04461379110996044,0.016081440451934936,0.04357124428194159
2018-10-31,-0.05457478094002155,-0.07404331412878806,-0.16547089856413988,-0.02296023918002832
2018-11-30,0.08659526837887999,-0.013786267448868794,0.03433309592696432,-0.030751553240892848
2018-12-31,-0.028064655246977654,-0.04067746336847933,-0.04009955029230816,-0.033987468474801164
2019-01-31,-0.04419732848796076,0.055679926036345195,0.03524451661820471,0.05532642231767526
2019-02-28,0.2416676633048267,0.11758014301232422,0.18577639195978968,0.084264434417606
2019-03-31,0.11509423824178344,0.03613736022137215,0.10571742759860547,0.0006804038002536927
2019-04-30,-0.023918088970212747,0.011769737638513966,-0.008024501565550679,0.012569203772419213
2019-05-31,0.0011516329282772464,-0.06088055384810798,-0.05173604727414238,-0.0548791968762431
2019-06-30,0.021485279069032526,0.05149246491564652,0.05715716210814992,0.0342178962257631
2019-07-31,-0.009842785045898195,0.00920812705802554,0.009408445544738742,-0.0033465651466744184
2019-08-31,-0.023356396369051846,-0.012138269551354774,0.0890819505353222,-0.052918297311608575
2019-09-30,0.020088442619204727,0.005726045220150189,0.0006049240553647195,0.01754259006311898
2019-10-31,0.008216386132308129,0.022975946882045184,0.04085450808201241,0.02167205162640662
2019-11-30,-0.027780078714431666,-0.012992311701164994,-0.02547668092552713,-0.0168793823202934
2019-12-31,0.0915748913316008,0.06096807140795657,0.048305991198858145,0.034837096265671885
2020-01-31,-0.02649621130405322,-0.01970912809004588,0.037896477770489545,-0.039521071360088644
2020-02-29,-0.030282595191996498,-0.02217642045961976,0.036669701786446574,-0.05315268553175956
2020-03-31,0.026424903331913052,-0.059216435093624176,-0.05029658807960391,-0.031499050624724245
2020-04-30,-0.005967466597771587,0.053468414144894894,0.0995526818417598,0.007786464831045725
2020-05-31,0.040803460285524285,-0.010675754493186584,0.04689705202035288,-0.017203541005522238
2020-06-30,0.0318086187462141,0.07223014101380176,0.15058404551514082,0.006953714095202512
2020-07-31,0.14735877083542492,0.11904149755648019,0.1465050042171776,0.05269525952489196
2020-08-31,0.08556585269045658,0.024998764564104548,0.012249685523547882,0.01593315657861183
2020-09-30,-0.05586538896939497,-0.04215662774356188,-0.061800481169815624,-0.031578160740429295
2020-10-31,0.030239781943536936,0.021912457271200614,0.02861316181065532,0.008757265815245718
2020-11-30,0.042093756234928614,0.05001634862115001,-0.021067683754748434,0.08317581533935847
