,SmallLowOver,SmallMiddleOver,SmallHighOver,BigLowOver,BigMiddleOver,BigHighOver,SmallLowUnder,SmallMiddleUnder,SmallHighUnder,BigLowUnder,BigMiddleUnder,BigHighUnder
2001-11-30,0.04717993501137685,0.06339780020245267,0.07112421392075041,0.014133316776232974,0.036055882032715925,0.05513025329092036,0.06305122496831017,0.06267481802684904,0.05627379615130157,0.029455916115425085,0.04151140677827625,0.03238878717893745
2001-12-31,-0.08957231847671066,-0.07681839246023958,-0.057012752832044766,-0.09362149489790728,-0.057470884962851576,-0.037331935708602604,-0.09869962729401838,-0.07283284390068812,-0.05264761845008281,-0.09139946515191077,-0.06548044187688573,-0.02727653979762401
2002-01-31,-0.1395256728286537,-0.1336091676620339,-0.14449834958828722,-0.09356137102576267,-0.08678884023954037,-0.09535334350714697,-0.157278081937267,-0.1328922135464531,-0.12077043931309617,-0.11744327171943958,-0.09597008690768383,-0.0738539178527916
2002-02-28,0.04766464311951979,0.04112261532628936,0.0366318073750429,0.017468207270130875,0.014999521207049726,0.021711152366179265,0.05319045748839679,0.03858465463769756,0.03152518711792407,0.018445429735690633,0.02199862686669163,0.014340698196118051
2002-03-31,0.09329583055806134,0.09397821322156408,0.08144637608217531,0.057499238086278215,0.0641595935534005,0.05125700727667448,0.09882982531922302,0.08608861837413473,0.08482622624556724,0.06528954284868038,0.054797236937046634,0.056404389948472966
2002-04-30,0.050364471397914334,0.06485003387626675,0.056586626749539626,0.041983747303938834,0.04734343472129021,0.03662211465340759,0.057271488295872475,0.05837780198682552,0.05933400492555019,0.03477673292848449,0.04474774840761597,0.04188668246235716
2002-05-31,-0.0785553113303149,-0.0865865507318605,-0.09401467077196457,-0.07864073393872395,-0.0818944470234877,-0.09113499216148502,-0.08458353691843445,-0.08857435880284192,-0.0836771948482199,-0.08310658872727805,-0.08291846138763026,-0.08875202896184642
2002-06-30,0.08620119074992405,0.11730107540468038,0.1357326651332973,0.11275676512241128,0.1355145841061649,0.169482944368764,0.11773115200455919,0.11260323969807384,0.10234413287835054,0.13773998167088908,0.15050760938907914,0.1360491900812264
2002-07-31,-0.04765225081022828,-0.031865299166500605,-0.02324522726133571,-0.04918720141031507,-0.038672079486102295,-0.03150320324372702,-0.040943991895006304,-0.03222367336354215,-0.024046742848495506,-0.04684622962098994,-0.04456281674261464,-0.03152707221110296
2002-08-31,0.0071124655662244685,0.008207622321913188,0.021135771860126162,0.007176720692976701,0.004529372717696267,0.008107531806889057,0.0021037878292680112,0.014819507934296983,0.019285255589136296,-0.0009103642719050509,0.005728580708062925,0.011451155502293586
2002-09-30,-0.05188888269910752,-0.058003665968131224,-0.05961606266763453,-0.044429135601173786,-0.048979201544362194,-0.05544567451172788,-0.058835595177096245,-0.055719665764738524,-0.05409334315695735,-0.05724845097898845,-0.04892680282625517,-0.04807308267434218
2002-10-31,-0.06390219621859805,-0.06106654117413368,-0.06016611323258725,-0.04141916785782673,-0.04669408421265597,-0.0484654450075106,-0.06564024146721614,-0.060841642473995594,-0.05651430492824472,-0.05077036992395956,-0.04119482941302066,-0.047783232713457524
2002-11-30,-0.09242609700981164,-0.08630489337201508,-0.0820802554260911,-0.05123741292452255,-0.04688588404138805,-0.04479478919551427,-0.09081929579497561,-0.08708420293715435,-0.07913130797032175,-0.06683109568140455,-0.04978654397137272,-0.03887767066802772
2002-12-31,-0.047613264252266974,-0.05128862594298844,-0.058759253670047196,-0.05836316295477195,-0.03864503367683114,-0.055772913846266814,-0.055365047597770056,-0.056398175273632,-0.04063603413345507,-0.06583979777845894,-0.0559373494381602,-0.03932274138394365
2003-01-31,0.09730205931295788,0.1162275961262893,0.1124578104826297,0.04322352683298614,0.08418750031728961,0.12347122429728663,0.12200281857539297,0.10530910576752239,0.09436363548252502,0.10498929353735242,0.07923483497913386,0.0963852557884266
2003-02-28,0.010518195603155256,0.020296151715451627,0.024830396099188246,-0.0018609355521916893,0.01315193704551798,0.00753648173040089,0.019334246237324937,0.017298044188365003,0.01832864492968156,0.00657336470137504,0.005763552409729922,0.008187312840154615
2003-03-31,-0.03780693085219278,-0.03573305893635337,-0.028586749184660643,-0.0061941952820426804,0.004622635551329912,0.005558727099324701,-0.040219023685714284,-0.0346201713818739,-0.025587966040467314,-0.022229441686964835,-0.009706746585235626,0.01991340954931209
2003-04-30,-0.0571447613114372,-0.06775888551681364,-0.05901693793472229,0.045884671733943394,0.009413992370639557,-0.013401369404078878,-0.08207400651819219,-0.05326732516290533,-0.04409286989842298,-7.949994148437334e-05,0.005478207614114217,0.033673856699258486
2003-05-31,0.026032934819760767,0.027179059206718925,0.04535919261346577,0.04774708515631598,0.03896300262762398,0.04617816671650221,0.03396904136968426,0.039728853544147125,0.02292646336019377,0.044330447989543,0.05190320635694756,0.03744151982979349
2003-06-30,-0.09796110385089085,-0.06910820350993963,-0.05484822412707335,-0.08062063015182008,-0.04533285273848342,-0.04394595590287009,-0.07554774419173738,-0.06789748882919822,-0.06491006226636276,-0.08946989367668157,-0.07077024239046747,-0.04067392122365132
2003-07-31,-0.048244045892162135,-0.04136618519485491,-0.038089318586920884,-0.0007920985945549797,0.0029706087547594073,0.0026897172191684415,-0.047736337117893934,-0.039041800198763466,-0.03851967014166202,-0.00863199033854567,-0.00013413757054880904,0.006886418685157825
2003-08-31,-0.01776238683943887,-0.017474969413192043,-0.016617346439667835,-0.04653042558865661,-0.038521722363468736,-0.03130268642680856,-0.01834469983067266,-0.020668957643620534,-0.01030839623964841,-0.04327416709566878,-0.03874130169724266,-0.037470667429214344
2003-09-30,-0.06010961433768025,-0.04603101280562816,-0.03963076419443967,-0.04109816815111267,-0.0466167845308485,-0.04116236506398763,-0.05554502427742747,-0.04543065079543129,-0.04369014950073591,-0.05397090801169446,-0.05013428631903183,-0.036092773985108795
2003-10-31,-0.092003032940151,-0.0848014765141144,-0.06408614212169506,-0.0693913618407338,-0.009121166969174754,0.032561952133876026,-0.09675560032034802,-0.07532761271150679,-0.06245103988719658,-0.053260155603236825,-0.037565463248645625,0.026452405597814144
2003-11-30,0.02284914314207942,0.02094893435687739,0.03541356932731676,0.04593004077366891,0.02450751348103508,0.021326183851047453,0.03418068001324426,0.02768144497927283,0.011390821703356924,0.028123770930073455,0.019096731321077698,0.03941374000877618
2003-12-31,-0.06566148016572737,-0.027439548008296066,0.004985668979562208,0.04648972828219411,0.10763469985610152,0.07401964434811914,-0.04405918154119437,-0.0284806635927225,-0.011958106474200703,0.010592409835125771,0.06333143018516929,0.10987447373319026
2004-01-31,0.09001930212726794,0.101336512473992,0.12114197641479407,0.029142490434976187,0.07962900382403859,0.07891339326861102,0.1069806618017255,0.10342426223686019,0.10690550133815369,0.06563857306463383,0.059941845529146276,0.0474153542912803
2004-02-29,0.09803205964684936,0.1079080324006465,0.10103935562782995,0.03864462219417386,0.06667436847332575,0.05757025938968807,0.10460766580323289,0.10799653160312173,0.08880677747028654,0.054734176503012044,0.06253288905911725,0.048653469050063736
2004-03-31,0.04704396822807144,0.04830512643624596,0.05658542657905774,0.021494393776825937,0.03602792279063216,0.05215690358877034,0.05312536720686434,0.0498394963311839,0.042519209704366956,0.026749606134202075,0.02839343382452686,0.04956253859489723
2004-04-30,-0.12152013795675798,-0.10187746988511048,-0.08599187811316522,-0.08514256292933142,-0.08098840586747114,-0.10923827751032689,-0.1244104922866145,-0.09498034479297546,-0.07163165507123836,-0.12489712229321792,-0.09424905256806948,-0.08302164708921689
2004-05-31,-0.009202637245695255,-0.01340954885264134,0.0007656588123166053,-0.01861902548747607,-0.02808427178249362,-0.01894597550263255,-0.009878470206707402,-0.006176042408910676,-0.00937236378377826,-0.013217518577049003,-0.01753540146703403,-0.026664295743689115
2004-06-30,-0.1617765732592955,-0.11783846172953216,-0.11349337658141712,-0.11409658273302448,-0.08491846050001461,-0.09653674199615059,-0.14703826826193922,-0.12325264643309974,-0.11610483035011598,-0.12245503506549937,-0.11905059715541433,-0.0784648453518797
2004-07-31,-0.05342857032849413,-0.027119199645406433,-0.02737665687450752,-0.007795986025688539,0.0035528731231766475,0.0010498673619654397,-0.052626329442989284,-0.030960200756484424,-0.008661268563143532,0.003078802610198217,-0.0013381578390500026,-0.0016760408527685122
2004-08-31,-0.06797267194229628,-0.04351248072585212,-0.025985683014353222,-0.055215243924417456,-0.03159003299768093,-0.005703813200190533,-0.05167019576209053,-0.04069193860640208,-0.03309367127370144,-0.04536867196590044,-0.05491281232908085,-0.016617762734388086
2004-09-30,0.039607006431543024,0.05199461455490573,0.039921585492845635,0.06594873930867151,0.04904890485158342,0.038516515866540146,0.03492813778440418,0.0469459648514472,0.05593937516449099,0.028478867067535107,0.05403603502822807,0.05423038809793934
2004-10-31,-0.0812828271401308,-0.07391651497599849,-0.06394398830160963,-0.03593307591743988,-0.0570319570701161,-0.06151360816882678,-0.0949550377234436,-0.06583221692031527,-0.04093495816803283,-0.04656313488821584,-0.07109312086678721,-0.047404213421210595
2004-11-30,0.03921717353472243,0.05622868882831744,0.07620358686975681,-0.009625758044311539,0.0206227284803997,0.012555839337616836,0.06769276726927731,0.05516981832320367,0.05063664156413883,0.017917125667938683,0.014769641078452356,0.0021195340336304103
2004-12-31,-0.11246203767743812,-0.07853808768386661,-0.061555281759978264,-0.0860451055729492,-0.06701555806396997,-0.037289767719139943,-0.10186502762368399,-0.081862493763455,-0.061639453697369895,-0.08236263398121879,-0.0790096387815129,-0.036407544615128073
2005-01-31,-0.077316589144248,-0.06877489716496321,-0.07216234170336489,-0.0569041876973887,-0.03867867867862007,-0.08453728130452332,-0.07293119226923583,-0.07066441651769007,-0.07368353036019537,-0.06065829982325077,-0.06521831630243335,-0.05226139627191917
2005-02-28,0.10070240219324544,0.10612168016491408,0.11221356186729192,0.09639003068861052,0.08880488189117264,0.1062595083855431,0.10679620656903399,0.10488965637672076,0.10892669075161976,0.10311007735974886,0.08949588501248829,0.09370386545953857
2005-03-31,-0.14373606588419185,-0.14666429407843695,-0.12697507191673207,-0.10658780975766668,-0.07506556421502963,-0.09142305107249993,-0.14865079565590822,-0.13542835344912263,-0.13105027896950494,-0.12403102310657899,-0.1034753091149514,-0.06881806271068802
2005-04-30,-0.11242525775226686,-0.0992181371161922,-0.07674658689595293,0.023137908476038138,-0.033390763260064626,-0.031546376721958924,-0.11280706841887445,-0.09754506633338667,-0.05730978351985616,-0.0510360098141549,-0.01598470550255482,-0.0052182462371065386
2005-05-31,-0.025097325028604955,-0.016217098208354264,-0.007239322815422944,-0.11744602608476373,-0.08255545412446075,-0.07910501172914153,-0.009583933646025056,-0.012147993663309431,-0.03143450320878416,-0.03713791987128234,-0.08008497182234253,-0.11074295010916702
2005-06-30,-0.013121146568852882,-0.004143131883647344,0.0013066276128601562,0.011099134302634095,0.019491006693069357,0.025832570135084776,-0.015516870702021346,0.000410968270834422,-0.0011030752918904652,0.011142238039183239,0.01706277212889651,0.02553524081158809
2005-07-31,-0.0666110808421343,-0.09326532776725094,-0.09018683226604285,0.05802591517543565,-0.016993018486956668,-0.041340027892900366,-0.10254102437899637,-0.08255686804982276,-0.05305998891025965,-0.05497787688024014,-0.015535272420444945,0.04416481651684756
2005-08-31,0.1529216763280652,0.18391511170477615,0.184812855348776,0.074332667155802,0.07988979359872883,0.08050681490252343,0.1916349195968814,0.17163421304734316,0.15750573562884362,0.10942472698236028,0.09498444245988935,0.06009266915667233
2005-09-30,0.012993529638611667,0.028142307782914155,0.013751012101417937,0.007490144921852515,0.0006915859126730428,-0.013229223471594387,0.0051481619638185094,0.022404772146616736,0.03998350185451005,0.0060264998233448,-0.00755388593933104,-0.007964237268372032
2005-10-31,-0.08309447932047187,-0.05523796662659175,-0.05148880521412602,-0.050159571222992305,-0.05418347502013299,-0.05749225677751246,-0.08122835927061245,-0.056236015825055996,-0.0374460078782799,-0.09747028614470554,-0.059837889836609426,-0.046899257041081
2005-11-30,0.002813786562037901,0.024871414711564288,0.043201450609047676,-0.011225003749797069,0.011108500149548561,0.0028851953336535008,0.0245879904606936,0.020856032163441007,0.033077385990381014,0.016948533616862438,0.011227781870665421,-0.0007266673686080471
2005-12-31,-0.013154418698361425,0.012679705064912561,0.026217563377304964,0.06447457911032473,0.08508683385160265,0.052127353713323776,0.002160059921859636,0.008398472911306687,0.019956141723294074,0.031455206906878086,0.08691853583719644,0.0657913779634205
2006-01-31,0.07131561529460773,0.07053918519882552,0.08550056983671506,0.09956695787242165,0.08248186655746337,0.06943528006539434,0.06787270710588134,0.07981881972052407,0.08163863986373321,0.08952957780926352,0.08290926236788088,0.09079650867014277
2006-02-28,-0.01337872603769319,0.029140266847490937,0.058086696970224505,0.022532637623501106,0.05573927778167587,0.03394094701096173,0.050199324861044614,0.025781165457932076,0.008521414803531524,0.04943114157647277,0.03774979965702996,0.040945224102313604
2006-03-31,0.008113791658066694,-0.004884395294664667,-0.0013154814552430727,0.04603001818876895,-0.010610731748356916,-0.012942809238081665,-0.005181781046547096,-0.009170229626757842,0.021395473881274496,-0.017967155862341988,0.01840293986514774,0.012881799767701096
2006-04-30,0.08280182306137784,0.048317551606886555,0.06069946870481946,0.1395979973096455,0.13831797638940002,0.032197263017345046,0.03999250725143355,0.06576199521300996,0.08584748930415431,0.05072224317264751,0.07919880764680332,0.16270548403521334
2006-05-31,0.2476539986214441,0.2679956597602855,0.31862675308086286,0.15990978277577073,0.11715920542556324,0.23211349396506886,0.3143940580453688,0.2648986065825121,0.24486296161754395,0.20599061089073034,0.1589927068413941,0.1172261137711419
2006-06-30,0.033078772643242216,0.07527160879359318,0.10368158372131275,0.009647761810894107,0.04009121936560578,0.01866142117215719,0.06482224981104112,0.07579567467578419,0.07452789550192107,0.018176360760347787,0.02849737772962002,0.020080496745389143
2006-07-31,-0.052000187901831696,-0.03377936871872489,-0.009029139443352485,-0.06915823231765694,-0.07579012374212668,-0.06900556481667153,-0.03874523188162915,-0.03163003184618007,-0.023916236139006286,-0.08282054847463138,-0.07520928996483511,-0.06455689363971939
2006-08-31,0.0344925740144697,0.031466297072116234,0.03690671451985805,0.04751445159873424,0.034730267331429365,0.042503877814020985,0.02426976992168406,0.03614150146832951,0.044648762433063593,0.017848796611561468,0.0466904607990124,0.044055802811230116
2006-09-30,0.03937783579710441,0.055879647657448794,0.05678544354011095,0.03446493497623182,0.05170005970018399,0.04684504662973277,0.03910794636649184,0.0580093094828793,0.05719782497227133,0.04111587600099886,0.04908896328867596,0.04528821932436666
2006-10-31,-0.02162118001937119,0.004652942328171816,0.008821217258126568,-0.00413364011857531,0.036595440315398076,0.057164271182021276,-0.021257666374014272,0.002242219191724182,0.026795265156369208,-0.00971234483583594,0.03961330054685086,0.03422862614480282
2006-11-30,0.004496248290111193,0.01658211236837115,0.00889071343523229,0.18801628489827182,0.16667239047271898,0.08877662272467424,0.006466885610948436,0.008839222721047868,0.020878681708446978,0.10632332303175884,0.1123772251718822,0.20238587738348834
2006-12-31,0.027632645801891842,0.047734153537579926,0.030030870563442225,0.1695098124868899,0.1098588254541808,0.05486265701331017,0.017602981931449824,0.044783302478103026,0.05197727060054924,0.0746316943754255,0.16360720180093735,0.16325445932983262
2007-01-31,0.23834753145317888,0.25280585034035696,0.2702491948687833,0.14183511824161887,0.21003773832146289,0.24122281608640428,0.24837261576049263,0.2684925532693958,0.24849601626613071,0.20137493582956756,0.16279925736569778,0.17142244356476177
2007-02-28,0.19392060728674898,0.21582267095549867,0.24356500812727755,0.06670339456048935,0.037947985415205165,0.16805069529979044,0.23056425224021204,0.21453085735491562,0.2132646787642718,0.1990535504998341,0.10298437578576514,0.027257974756181858
2007-03-31,0.2006678051221833,0.1948655873338918,0.20093479454579422,0.0808281964017672,0.10460097794033119,0.09999254925144951,0.20620331806574344,0.21341900702051042,0.15082367636390792,0.16483432079060134,0.10598514874550924,0.08238795994814785
2007-04-30,0.338096146454699,0.3735280840228754,0.35136572925872667,0.33252172137407876,0.32688376525888097,0.22185466066649906,0.3446890809731762,0.359077934122378,0.3728247913714964,0.3340697743618406,0.28332868790215415,0.24617629983126843
2007-05-31,0.05662586662248259,0.05353919111010974,0.09089905777146123,0.07939027635729934,0.11807608691727278,0.16911748953696892,0.06339848087643074,0.07063840766284613,0.05898247774473231,0.11690119169795521,0.10477505883217364,0.1549350888696992
2007-06-30,-0.18941832461806718,-0.2070230906146402,-0.19534697652704935,-0.08529893473720018,-0.08515064582099019,-0.04107187467967721,-0.21920937137632945,-0.20008464432278483,-0.16228874748016164,-0.12752781441228545,-0.06997537513816798,-0.0589936106284904
2007-07-31,0.22525100140671706,0.2765863189388762,0.333233122655058,0.206959044274458,0.18482580753478328,0.16303646303395736,0.2758252957802785,0.28329169559281553,0.294527796804392,0.20517888715785393,0.1944732901702071,0.17071341590685263
2007-08-31,0.06265666092310718,0.10963224306344999,0.1303954184184135,0.14442073284044277,0.17750228270467527,0.13846370249712958,0.10358434324154797,0.1077591617596898,0.08361440058796799,0.1301195255095291,0.16209023508827913,0.15460074479007435
2007-09-30,0.03147193434467588,0.03993987287597256,0.04248406702034879,0.06849026857325069,0.04086380789961508,0.1391521913931606,0.033513107286331945,0.0401643079706786,0.04496858525425251,0.028726468055590537,0.046924759047697995,0.10727232351674054
2007-10-31,-0.12953583038641092,-0.12809191524900687,-0.11259980651678025,-0.06934547566411531,0.07826270000960589,0.09348867397924199,-0.13344569861011102,-0.12515790066626375,-0.09719542513245438,0.07303768640722641,-0.005846805640532415,0.04980526452523781
2007-11-30,-0.0718867495262987,-0.046467695350114635,-0.01805486836632897,-0.16656375814008373,-0.13417734467780285,-0.07894053993057326,-0.036183504121089505,-0.04386612348920882,-0.04134458995984036,-0.15528673153755546,-0.13468711558296487,-0.15972096934393576
2007-12-31,0.2046741271628174,0.21310805819919976,0.20925770690212575,0.15450785969031067,0.10670405619713397,0.12148640136511246,0.19556400285312936,0.20954510484249012,0.2328403508074488,0.07590635529669876,0.10364120844008151,0.15959832522271467
2008-01-31,-0.08105801892694964,-0.07205398384797157,-0.030646730258374277,-0.09513360102424395,-0.15326257648802544,-0.16507478828479505,-0.05608676542463564,-0.06207045378222065,-0.06703280177447135,-0.15275163949688775,-0.1471738783235862,-0.14365390424601143
2008-02-29,0.13048509662982255,0.1081581872580284,0.11353338622774922,0.016425707518144428,0.013240409404629006,0.0208423687068795,0.12006242942346868,0.12069959845547351,0.10043885189161639,0.02180992803233206,0.02040156925385439,0.012709590343362054
2008-03-31,-0.18418244148900376,-0.19912924799964327,-0.1665940584404928,-0.224349675029195,-0.20302684035567464,-0.16489366861621513,-0.1804763244783778,-0.18177147815312567,-0.1978084118966511,-0.12313712385304532,-0.18231348854133966,-0.23538473555854666
2008-04-30,-0.08111474981859101,-0.07589340801668698,-0.05659103591339543,-0.010312673226502533,0.11020099068795441,0.026955256912130743,-0.08810774131428956,-0.07638553512016377,-0.029884669239966133,0.03634249186085259,0.0702746807505259,0.06855460045609862
2008-05-31,-0.02944068217809337,-0.022080278140931275,-0.003625603885956452,-0.10371289682287022,-0.0684048219004737,-0.06913191308802691,-0.02141916451089443,-0.018316932491290072,-0.005760288667158608,-0.09074343831847986,-0.08987549312187348,-0.05603754110926917
2008-06-30,-0.26451034974067766,-0.26594995311190817,-0.25058797321878756,-0.2064952860225322,-0.22251372357711274,-0.19259808836379355,-0.27731905713914407,-0.2530792083920367,-0.24751684384594086,-0.24681140928586853,-0.19714484733302784,-0.20403645138975812
2008-07-31,0.09376374047963743,0.12005787132837664,0.12119339144863184,0.02350808072156263,0.033178756128988685,0.021019018691737834,0.10027615875666629,0.12084721800363174,0.11930222807610402,0.04117629587324134,0.022408765195850222,0.02667351423606945
2008-08-31,-0.2412067335275886,-0.2310357002628307,-0.20869951703532674,-0.14778728622350623,-0.1493073667443915,-0.11690122072088271,-0.23350121570009275,-0.2241969582797747,-0.22794986464581657,-0.1781062373244553,-0.09030488648621016,-0.18025263244177903
2008-09-30,-0.1064886460508393,-0.07383366267534464,-0.06629406609100819,-0.05682797461895617,-0.054177372540869406,-0.05480540228801101,-0.08637389316987598,-0.07605802029187458,-0.08293615793672238,-0.04314347567201404,-0.060493877817639485,-0.04979207541060071
2008-10-31,-0.2834396546838567,-0.25030068126665483,-0.23541470009227405,-0.2781312123242903,-0.24914349755651566,-0.25727175023632454,-0.2638289253704702,-0.26263672631844615,-0.227776180462817,-0.25549101365316595,-0.25094205722919827,-0.2698134731024384
2008-11-30,0.20901769945722548,0.23972228640299287,0.22471103323799424,0.04374890685415411,0.09083260964192075,0.20061542174264746,0.2646628907258892,0.21067254057561136,0.2071911726582738,0.11872757996656347,0.08021164323586616,0.07482085184388021
2008-12-31,0.054014694329526325,0.07015578139841039,0.0978814165527706,-0.008073004684843843,-0.01725910233765915,-0.041800661138822415,0.06634881893321243,0.059075389900184794,0.10014949175560695,-0.04735457469697213,-0.03854107211290503,-0.018689237072748943
2009-01-31,0.13487198413116053,0.17807249250401402,0.18941732544258305,0.15682715022988636,0.11092855906163313,0.06825778077922995,0.1649042990328522,0.16647106981706727,0.17347472669731445,0.15185129787045581,0.0961715406330026,0.05669375480667904
2009-02-28,0.0653352536359797,0.08440656374786104,0.13674750090625531,0.025743086116368996,0.04112109687110288,0.048429032779607306,0.10916883694079371,0.08904228114017454,0.0880363159394526,0.07318798564079643,0.04718776645333378,0.03116013279004015
2009-03-31,0.21802047488343423,0.24033864995528953,0.2363460206171042,0.22548791612873176,0.17568606178074342,0.11003731378548331,0.24161985731454183,0.23095477010150267,0.22632578754258192,0.16401504978364323,0.1345868171861957,0.11438304507708996
2009-04-30,0.06433667632318096,0.07867807528775761,0.09526017612990345,0.04211007664061994,0.03600912996047145,0.04404566066947102,0.07145893124173619,0.07981609140165458,0.08594168032027683,0.026025760546673826,0.04709804407173257,0.05081946705567453
2009-05-31,0.06906605084625883,0.09074692518399541,0.096305902938713,0.03887850276229465,0.05171087400027008,0.06767609958982534,0.10726340105721643,0.09391154075307084,0.05765512694281649,0.04895657265363518,0.09531906326898087,0.02499037516234126
2009-06-30,0.04521740709219002,0.05258124364422656,0.06374290863059073,0.10257833927153581,0.1096606440060448,0.18937745807121176,0.06804090047460076,0.050411981480424695,0.0445608011401617,0.21661019810466842,0.11536816988003928,0.05970565088929414
