,SmallProfit,SmallNeutralProfit,SmallUnprofit,BigProfit,BigNeutralProfit,BigUnprofit,SmallGrowth,SmallNeutralBm,SmallValue,BigGrowth,BigNeutralBm,BigValue,SmallUp,SmallNeutralMom,SmallDown,BigUp,BigNeutralMom,BigDown
2001-03-31,-0.0009177437655116805,0.017246828925374436,0.015952053723487403,-2.4139805699818773e-05,-0.002124120269795804,-0.0005250009827383328,0.005735857514638454,0.016665224382050647,0.010851783235927837,0.005672657975198447,-0.007757401481736759,0.0004326151061277983,0.06116609940400419,0.05888162016555154,0.044235880979214715,0.005514977574413882,0.014320222715960007,0.04265143307641939
2001-04-30,0.00809950982851726,0.00726674159045082,0.01920606480404463,-0.013520225513491746,-0.013840278554219099,0.004401179225727692,0.03581170530939115,0.01547878870436925,-0.011134015551295895,-0.0018770772793348378,-0.011199576187306381,-0.012620995529430967,0.05896980769679394,0.04575712097848372,0.06518902294270879,0.007727738134887696,0.011772290995143875,0.030270036328007066
2001-05-31,0.05337409827855777,0.05153761188663841,0.09434399960599027,0.006956278054189635,0.01511796275304289,0.011293231020870431,0.09609824430210367,0.06582977507325882,0.025512917112668676,0.034624602810249705,0.008288193015653311,-0.0014114436421849286,0.06570680604939327,0.08643730176988185,0.0387332221189296,0.004810012839114197,0.003323297068544173,0.02643253289362102
2001-06-30,0.006664628316240595,0.006222289052449037,-0.0022595718210338678,0.0011580863520208595,-0.010607440084202224,-0.010971747316253944,-0.0019499744516771056,0.003966671069144834,0.009351664547952332,-0.01681695086426427,-0.010503516661876988,0.004640864726987548,0.061201207493499776,0.03311537887009086,0.06149710196888725,-0.0023923603255585624,0.02020382180645086,0.03464840289720805
2001-07-31,-0.0030432565971910686,-0.003562785060537199,0.0008584141202452322,-0.005079249745454817,-0.0010023400285695816,0.012689698650572678,0.0019792100533879697,0.0005445316787906496,-0.01172658995252196,0.006021249212451396,0.004374536757076886,-0.004751119997856601,0.041987088521673765,0.05374254186523908,0.007476546385446925,0.03592901215601385,0.016712591010986655,0.020956004010722173
2001-08-31,-0.0027271340603851613,0.006458156195823683,0.012385598544953025,0.0016582306371843991,-0.011607526443642935,-0.0036266960748527755,0.01486212239068685,0.005908345680735616,-0.004447222504684101,-0.00694191879844086,-0.00020098728205431016,-0.007057281676025817,0.09331691581086332,0.016939289415883296,0.05577434875550247,0.02438525608548292,0.02548039153873094,0.008195639617315509
2001-09-30,-0.001637935676687463,-0.010206750220507876,-0.032952050064550265,0.01450824921976257,0.017307730320575976,-0.020473833142665154,-0.017828507263413007,-0.01689368205147801,-0.011966338269242538,-0.005060268711222449,0.006242436059260337,0.01245863563693872,0.029996922508807256,0.0211155832010399,0.03766743321508215,0.023101168904026137,0.04049731283854263,0.04273391340456434
2001-10-31,-0.017552532180159286,-0.02161693666166542,-0.002488579540028346,-0.0029145923141224994,0.0072038532540879,0.02114098211588522,-0.020966783744021833,-0.020271559508328596,0.004991697023860597,-0.0018011353369836725,0.0035786660062500086,0.015889512635069547,0.01649583512503927,0.03885759760506047,0.021998030938878754,0.024978197654142553,0.035945976702309146,0.03216773229067349
2001-11-30,0.012762074230400211,0.009054023522324872,0.009937389627376447,-0.006494841104901616,-0.0005676998800833166,-9.37085148852157e-05,0.0035045529924819796,0.0165267559130855,0.008260019009710184,-0.016372272934625842,-0.004946145308989847,0.007953937974314096,0.021402627389428774,0.07034546574663203,0.0751233751000242,-0.004286699474577493,0.03033127730385643,0.0399361224580681
2001-12-31,0.004592984992062066,-0.0016928659072501517,-0.03677452493774924,0.01603102625038555,-0.006057772971798547,-0.012055661681850904,-0.01615894636517068,-0.01165098944077092,-0.007502962193779439,-0.0055098491902894065,0.005330384648098319,-0.0005566688753316784,0.02570237829624622,0.030207665776013526,0.02177117006020013,0.03512307648783852,0.02643296345836088,0.016311362601589163
2002-01-31,-0.007931062128927358,-0.028686776982709605,-0.03963134728454343,0.01796801533829062,-0.005731538311698925,-0.00891161778115046,-0.03039237102236425,-0.022230519661671555,-0.031567085495789904,0.016199056976778703,0.0007431165030684639,-0.004446434659164278,0.02571652410712999,-0.0013201663997518542,0.03575250093670834,0.02860863471312336,0.021132364698100536,0.024550534415922698
2002-02-28,0.002746720943380465,0.006830351576153859,0.01615672263751944,-0.004596689896729567,-0.0040183504806043935,-0.0002495151094342729,0.005671335358456986,0.010038975326231547,0.010640907130250454,-0.01130994519819295,-0.004058159076122725,0.002327639437923912,0.02684580908388612,0.03342810676966801,0.12850569270832568,0.005081644899347815,0.0060824904867566865,0.030461252265835626
2002-03-31,0.006147065067956481,0.0204683476134655,0.029984517528371057,-0.007882787026803117,0.005985628910965213,0.012022402910085273,0.027102219146476703,0.020363001900806088,0.01073329894980124,-0.01571753518834229,0.013013070245890157,0.002779359143887161,0.03469963367374174,0.04372678284277565,0.12307500885091405,0.000388895835205183,0.01966753443585101,0.048563559824140734
2002-04-30,0.014515907322188992,0.010238355980692448,0.02275380701551355,-0.006038876792544778,0.007113863805035869,-0.0010356295193727494,0.003563656845853469,0.020084118937298667,0.022654631231661337,-0.011365477753207398,-0.0003313352576503892,0.006742418662826211,0.023140493869113765,0.044828378707837846,0.0928665802291031,0.010535504876500346,0.01769705297391777,0.03214620489230957
2002-05-31,-0.009440655316826252,0.021573483118510595,0.08617965347551526,0.019665532915752904,0.01086893121660193,0.01603458416581205,0.053965741531253775,0.01865658704209361,0.030095212351714418,0.0176351049429615,0.02140497952206033,0.00727805312994767,0.020874909423164167,0.009781886959486341,0.07253286880515253,0.0068788775328332274,0.015389664793537872,0.03391355376321248
2002-06-30,-0.016983988873539357,-0.01986468645578765,-0.011777880486272818,-0.009162340197563679,-0.001681090179090683,0.008848863280239705,-0.035582083736110715,-0.010743688632247395,0.0005216383737347563,-0.031006793033844016,-0.0017250214142450204,0.02009924079659431,-0.013462268573448899,-0.010704457695479896,0.07015544911371574,-0.013190203486025731,0.023260165150007506,0.04150853209232874
2002-07-31,0.006908042548746662,0.0068014944061127736,-0.006216324860599087,0.0013102142322976018,0.0020431343552009817,0.004437770906302374,0.010669922398957477,-0.00254567021125518,0.000808649956554941,0.018714992496456473,-0.00288405689784188,-0.0030802553094070317,0.025858348619965943,0.031937964866562085,0.047579515620316926,0.03048150111406911,-0.005252416646614577,0.029880678501115643
2002-08-31,0.012827521225647898,0.005946022413577889,-0.0031296107715678145,-9.364306141623757e-06,-0.0022566489911600707,-0.0030556558437985215,0.008309709394241471,0.004840307877161942,0.00014448065893146733,6.938649036603017e-05,-0.0033223728741732517,-0.0014027792283474172,0.00690070956387645,0.025856140922679183,0.06831168548068889,0.010432145595326459,0.014249764426112588,0.007176070377221677
2002-09-30,-6.0917010075600686e-05,-0.0002603276306395452,-0.012277188190251365,0.007367529377075632,0.0011077921414579528,-0.0019758852067812693,-0.0012673395469373627,-0.0031932530194552777,-0.009590112137661255,0.013546014219229408,0.003243715284806825,-0.006392428866475175,0.006528030037285193,0.01747368875740052,0.05954614497625221,0.02026705392326522,0.009337633357845432,-0.00020479223834168891
2002-10-31,-0.0044623540952710705,-0.0010155433267643454,-0.021598802418166807,0.0024064507724679274,0.006864618608830586,0.003965448896700696,-0.007016901421830868,-0.011529106702575453,-0.006419123770260549,0.012010451912485731,0.0018601121338190918,0.001996479810351559,0.0022497779470496138,0.01546948430881634,0.05134915955988428,0.012926123215925678,0.018137331156649728,0.007531856979999363
2002-11-30,-0.017932274580653162,-0.023207234569393664,-0.02024081443544068,0.012220245972199395,0.004353947017141646,-0.005623192115789988,-0.021667711869308603,-0.02063395371390686,-0.020304338180541448,0.003581913620674282,0.0041578941540652,0.004674427667651804,0.00825106583616897,-0.013947913515334087,0.04897691627595102,0.013230131512740773,0.022857837455627417,0.018507529223248165
2002-12-31,0.006078898170271518,-0.0005173629329803253,-0.0018497401684072212,0.014374444589365432,0.006068636193746313,-0.014497752479341264,0.015367503561370954,-0.003933156650098968,-0.011448493933497228,0.009873800772254082,0.008047968378452452,-0.005870974059089318,0.030528239779998412,-0.0012180884012508164,0.06483416514456519,0.02225532453083323,-0.0004650085167278162,0.0020057646776552307
2003-01-31,0.0027992635296696378,-0.00034275891032253814,0.017681242557690657,-0.02741384684316972,0.00036207634898355323,0.005723403044161968,0.0010287234581742855,0.008637229357152387,0.009280118631336043,-0.02500585830539004,-0.011748365899072244,0.008562243709656636,0.002305871026404116,0.019488815438513996,0.10521801746198367,-0.002686159713335856,0.005891664103482519,0.024425102937520204
2003-02-28,0.004773143130974322,0.005155906650000652,0.0068009808856308585,-0.0014502355942680456,0.0005815918315499324,0.003611013682893738,0.00587592511629853,0.004625992618638275,0.0070330944900545145,-3.2700080412007004e-05,-0.0002992017758383092,0.0022528324949597778,0.026246591351571258,0.040797340858874875,0.05188229322878901,0.0020230907687048827,0.02088598404412978,0.006312362629951274
2003-03-31,-0.010022956136366723,-0.013604725013301011,-0.021776686474621276,0.0034992947835210675,0.003906458429014048,-0.003800124287953288,-0.01878098156647079,-0.01636300195616991,-0.008353005417982118,-0.0018065000258915553,-0.004576058514062731,0.009920287272558337,0.009087398322443097,0.017635998087989657,0.024676635009687864,0.011831369355329802,0.038301427173295766,-0.0012504246501976457
2003-04-30,-0.005678740680185923,-0.03728325453869097,-0.0628221890824685,0.021681418279997144,0.004505344826496893,-0.005384070870975033,-0.05820334467697996,-0.036838390035414115,-0.00849983476418359,-0.02227035390534904,0.006112494524878942,0.0284793208257601,-0.027803234304494606,-0.005338291508283466,0.0028967897459661884,0.033316552675981326,0.015593357960809628,-0.003628235355742526
2003-05-31,-0.012435821160030947,0.00024011340546037374,0.060379770259126886,0.01736708196976866,0.009461051913402851,0.010608321594834713,0.013209051371882108,0.0075221766864077555,0.0407518408424159,-0.0033802296858395087,0.03133531188038696,0.00928795687765116,-0.020823667997954987,0.015025140816711469,0.03878058115809324,0.010760274750345689,0.020320639598419232,0.01163775132961975
2003-06-30,-0.004747784712912151,-0.002454114482909331,-0.004395510432515071,-0.000308079323461552,0.0036131964353360857,-0.010659610854482082,0.007479742257789024,-0.003100321625105429,-0.015885395042020245,0.0010454102683419286,-0.004339053648024671,-0.00010092813685091961,0.0051626784565941275,0.03078207569230873,0.026229184084046064,0.013305552190507886,-0.0017843515477556915,-0.007596211739591796
2003-07-31,-0.02191415600567892,-0.017707138864946126,-0.018293289541439495,0.011487519553086578,0.006481046463376217,0.0025878923760287442,-0.01745800712205603,-0.021930788853987138,-0.015579915740958072,-0.007515192850782837,0.013872819438708772,0.012438164607552205,0.015003472018403796,0.0057344703338686465,0.00027251767889358014,0.03314424079594125,0.00038691445829375226,-0.0036818236643847424
2003-08-31,0.018535270533378778,0.007311737836955823,-0.0023792162007898465,0.0004932511858575239,-0.007255120932705861,-0.003327971300614241,0.014039860099928969,0.002170746608885832,0.005687444306438749,0.005935778930131086,-0.007785654259967911,-0.004665864613709103,0.030997823456539342,0.033385031425370526,0.03924221041510223,0.00517038357630728,0.005000819896402664,0.03542025063925025
2003-09-30,-0.01191034426199955,-0.009221007848307261,0.0024985543049702574,-0.0007381707738401966,-0.0008461818660698839,-0.005469226755490664,-0.014559154173070743,-0.004319878809940003,0.0006375223906729399,-0.007267874791557771,0.0019861045040063807,-0.0011780738402683566,0.03091808229093873,0.01968853667263626,0.0199782226158276,0.011349392754089083,0.004429524109543781,0.009907628640366095
2003-10-31,-0.029282519908032767,-0.02988410505543737,-0.047441526919951627,0.017082445108677957,0.0019075458277451052,-0.0011935844003575502,-0.05409623630534621,-0.03234151404618835,-0.023264745709297485,-0.01826115489092206,0.009354517840170162,0.02187229323998796,-0.0001337648890998855,-0.009289828320587667,-0.015498384200224313,0.035513764028702655,-0.012706471886527182,-0.05554645315759843
2003-11-30,0.002492539431402818,-0.0005104331930817496,0.003961958812008337,-0.0014224541845748728,0.0011284351846048146,0.01595778659832847,-0.017984766566862986,0.007272594978238622,0.012517348357121927,-0.010190656310951507,0.0038921067090174066,0.009357104891812629,-0.01563088604122176,0.0450155094007032,0.04198468241101949,0.006590356137101461,0.023112317415063144,0.030928306726229593
2003-12-31,-0.027035647911075378,-0.03677222873148234,-0.05782334877462714,0.009411747545430726,0.00852973527057288,-0.018418354695179717,-0.05664799346957916,-0.03699034805051482,-0.03532987560857381,-0.020064708473487403,0.0015058292604992474,0.015045454243240108,-0.032173539791160444,-0.0023627537482190375,-0.03186793171898816,0.030325972636984222,-0.013253406062952111,-0.006745846626544316
2004-01-31,0.013761194819630118,0.008795726087420963,0.00721881314255679,-0.003047813510913433,-0.00457424259508743,-0.001169001196989039,0.01303440690109059,0.0018259265841362726,0.01784851087588235,-0.023446148059282024,0.005110974387229739,0.0016603743693193174,0.02444548226661114,0.02905281535382076,0.0647826315261868,0.007151637474762662,0.0159209173787207,-0.05196070459206592
2004-02-29,0.016048948616237402,0.02672068033246,0.03548620629145738,-0.01778520128199823,0.007216179615572971,0.011129159268404853,0.02681012413549344,0.032274224490318915,0.019823069017558703,-0.013812462372460588,-0.0006537542543486596,6.123237297650519e-05,0.0037128292741994695,0.03764276171042735,0.0767343967900731,-0.0012663279276523554,0.01619783067508096,0.05123589517324434
2004-03-31,0.007414053021657541,0.01335289456431532,0.013903653308156239,1.819078768794391e-05,0.015030840666558687,-0.01361913002391335,0.008165244201326027,0.01911280194469933,0.005534095769193392,-0.025811043898757435,0.006102130351651303,0.012402478678062323,-0.0017225538997470702,0.03192890692732231,0.04880058119633679,0.011352629444593143,0.0017077713246527182,0.017295739055457116
2004-04-30,0.0071500824414685304,0.011198652225694827,-0.03152499278049403,0.012645787768175598,-0.011351904976140803,-0.0163332194235577,-0.01555634076017065,0.005153834045351635,-0.009187848934106735,-0.05111309707518885,0.01611948450672207,0.0085636758177845,0.034020103379842626,0.022631489754691758,0.011257593859489656,0.0205838179506308,-0.02282707824194008,-0.028183652374600632
2004-05-31,0.01045934200611498,0.022844087945220304,0.04412339692030298,0.011900615272397275,0.0036800017807401275,0.004288880687835839,0.0220965979409411,0.03263902093645843,0.024533987246973643,0.01598609583482946,0.005097107783987642,0.001043011832599472,0.002100242370410177,0.027584397325894683,0.037540417715653085,0.011519778564589744,0.00017072806474471847,0.0033524995255431733
2004-06-30,0.013318946678527954,-0.012520466493261662,-0.02956219161668483,0.008514117335212568,-0.007371409026086573,-0.009462140071077929,-0.015729886167040963,-0.016978014122259855,-0.007098845864235481,0.0004896362912978347,0.003670817041146579,-0.008779697871326597,0.016249860096673396,-0.008337270392080764,0.006653249006007611,0.01191680661551242,-0.002430068223954085,-0.011726044658561974
2004-07-31,-0.01053245759335919,-0.02002348624044714,-0.031135044218217334,0.004358888488015911,0.01818164396797295,0.003406736666812016,-0.030242766121333697,-0.02066496009768426,-0.016816890124151995,0.005593464641854284,0.010998356321216152,0.004262725017664337,0.004027133748710554,-0.018386300715616755,-0.007521952944712362,0.028013079916910044,-0.0036210577229189855,-0.007771280929447122
2004-08-31,0.010164779979000116,-0.0021199196158485645,0.00796148115293982,0.009863939225246643,-0.012070761836400878,0.0015912992443858354,-0.009984639209107748,0.008838578457353474,0.009462892395585731,-0.011986077730127054,0.00801607379728475,0.010210271243539681,0.011574593734683836,0.019404862552384383,0.01751991866929381,0.013805009069668417,0.0029131258206303023,0.0015885879043446849
2004-09-30,-0.01072758018887443,-0.01259353775262384,-0.013954039799025209,0.003969651300601784,0.005317373402754955,0.0023326903514961916,-0.015487503856743245,-0.015454952713435888,-0.007213658692105773,0.006409312772335696,0.007684480184466436,-0.011528704289018199,-0.0016801517222491125,-0.007544494442081273,0.003390185046873162,0.021844259539870903,-0.002243366093483634,-0.026404454516738896
2004-10-31,0.012946154892526485,-0.013898775406253838,-0.03937166056081587,0.0041641202888753615,-0.0007245217189348896,-0.004107509399178033,-0.018181505305277068,-0.01555740203757705,-0.017292408534315018,0.006626042320260872,-0.0003482914674310944,-0.004658374259064901,0.014452829568174952,-0.011655806361972276,-0.016079372260017988,0.019821553869093567,-0.008945257894134251,-0.012739788723094225
2004-11-30,0.012616663791044092,0.022002395104003813,0.04679427679931658,-0.013137211384290914,-0.0010164029097576854,0.006682761184437114,0.03397228947706221,0.03025061703833498,0.02226616629418232,-0.006924224453192407,-0.0061267770788984155,-0.0036243037009588974,-0.001667937078840498,0.04221376377785324,0.05935964637055058,0.0028167758081572014,-0.001043729115540848,0.014390003579422883
2004-12-31,0.015309876957385837,-0.00935023812616187,-0.01940742639914017,0.0028183581906437993,-0.00029908974171388714,-0.00930479877164836,-0.012239309592310454,-0.006189005376254442,-0.0048530033578511045,-0.00833197157411636,0.0045284290022429285,-0.00034107751951617526,0.014031593011871513,0.0017234856873995508,-0.013791079134293005,0.0312541467023737,-0.012409003920877737,-0.024861663849995774
2005-01-31,-0.0015508460850839345,0.010784880157025833,0.012761877008689027,0.013892561513344948,-0.0032167913305768403,-0.0020670991534454952,0.008760586234154877,0.021658278624568705,-0.005758471045188562,-0.005783092010163915,0.013031188357969015,0.006670065036200379,-0.014017403978122567,0.02050962862673056,0.024322645899737427,0.047520435173731945,0.00201734835218903,-0.008546345538285371
2005-02-28,-0.0022556867144116755,0.0027653329617538525,0.004662403323582698,-0.0013622497677328038,0.0031887283618567963,0.01398743847865691,-0.0012188278948642717,-0.0007048293839927444,0.008422005512040753,0.0036497802976931393,0.004480184146143706,-0.004293133056233023,0.00934300991905923,0.02364646616932453,0.0499832787479797,0.010897259611324817,0.015251957529575977,0.01354120649049717
2005-03-31,-0.01641633612269955,-0.0171492720574139,-0.03202030149556967,0.019343011385841713,-0.0004172194081420999,0.0029331141829858076,-0.02296513885610041,-0.025717131139981197,-0.017474633982951127,0.011112376517805611,0.013168660915811259,0.0013683003179929543,0.0017159971104718785,-0.005562409644718769,-0.007502497900949923,0.055705923480325215,-0.01869219998484417,-0.03835273628027569
2005-04-30,-0.01663275284635979,-0.02504062434528065,-0.07631235885165355,0.023923300092659527,0.013071532971202116,0.0009562281348938217,-0.056905704218411124,-0.048438652128358184,-0.019018843416082953,0.016312276468904763,0.016575089575771917,0.01614885433980806,0.018913681040656494,-0.03613483122909078,-0.04803779464278002,0.04033517664840658,0.012706299648622243,-0.013095119688432022
2005-05-31,0.05416780472622684,0.06973623986792421,0.09721420425442262,0.004869256653578402,0.010770306592937207,0.01898996276740328,0.06119599385344432,0.08100228029209111,0.08189011998895657,0.009649352500137098,0.0019772430253985895,0.027533381887677066,0.060741936186824885,0.070832621644076,0.09059919412263362,-0.003224496155245671,0.01830328256167979,0.052772799224819034
2005-06-30,-0.013226415355341414,-0.021779104916568093,-0.02149672793048496,0.008792153643000677,0.010732055224405679,-0.004855721927224943,-0.03308560712882036,-0.014116317972466708,-0.017508040270368563,0.0016941463819017955,0.0119613089737165,0.0035045836323346347,0.015446783069636538,0.013089343898085914,-0.015770487382078202,0.034730505515501386,-0.00870404478237019,-0.021165352392813475
2005-07-31,-0.046428836178907695,-0.057099413523375775,-0.05516914275717255,0.019403010312285973,0.007436961460164371,-0.0016827828778975817,-0.06782834357192924,-0.043276053298658135,-0.05827433616703637,0.016612534577990834,0.013677892144050352,-0.0017664728296961085,-0.006720056295605015,-0.030749070164315273,-0.055403394146363194,0.030525525289995414,0.0017213650213201426,-0.018469477764026965
2005-08-31,0.03392959239914717,0.046925204567684675,0.052008788501376246,-0.016456288472799674,0.011346275563625552,0.0051376554722866175,0.05443926435161539,0.04479640247788619,0.041113968906498766,-0.0008498288302035695,-0.0021406531664164286,-0.018137735780657582,0.04427515687218908,0.060638529554017495,0.10050829415664042,-0.024548880108883675,0.013278760746817886,0.025479281476117555
2005-09-30,0.01047946104729558,0.002540654865285319,-0.003061806368346409,-0.0016736902825698063,0.007467874478457315,0.004508856468974587,0.0008375711999801805,0.014191134894297797,-0.013596724364459134,0.0036192194357986818,0.001482783752045469,0.0011550236021173887,0.043073376916733075,0.02625159753855777,0.0031843982659442993,0.0121922559760832,0.006431221401954845,0.01716007101542183
2005-10-31,0.0012271447091667387,-0.007868635701088977,-0.012530944931638532,-0.00020426454537258998,0.0034908895253285,-0.002725779617462676,-0.021837810403016245,0.00013651346664045327,-0.007559924180954081,0.005386584059563271,-0.0012115705896312834,-0.005774487105603354,0.05257359619305979,0.014088111183685692,-0.01148309207443532,0.020859012828049472,-0.009707545951177954,-0.0007302650954301715
2005-11-30,0.02018543046281951,0.011264966701058032,0.01739067209863232,-0.0060859793039133026,-0.004650328337231113,0.0047788503609584865,0.015358688949344002,0.017869811825632853,0.012133376405443208,-0.01554965077578252,0.004096949444327924,-0.0019166481661344603,0.0402443112868891,0.040709859679802785,0.0414754563613684,0.0030076782955412718,0.008861419874858667,0.031948178575799346
2005-12-31,-0.018845628506089285,-0.033749404876646905,-0.03448787992095759,0.012787251755602913,0.004233659164269321,0.0063124865049088985,-0.03796123976094368,-0.025926438613485425,-0.03220177460369111,0.007528170597597805,0.010467272906699243,0.006595964477891014,-0.0024672590007164263,-0.027778337524590024,-0.04095339814070387,0.023632089243030396,0.00553387077083678,-0.003963047855235935
2006-01-31,-0.0007639671152188665,-0.01672995942185118,-0.015626147117097422,0.006370377718696085,0.010364689920197234,0.00797713512515097,-0.018577719016188543,-0.008177548129823853,-0.014846300032771098,-0.0017113347809730728,0.01223498948825652,0.015168223491226485,-0.018276313444304804,-0.00026377185042514295,-0.02547177471611728,0.005415618748341178,0.028910467329795964,0.01666970597093842
2006-02-28,-0.0073377665790151925,0.001054542395934721,0.010490650466415508,0.009553262059398326,-0.0006269840504656843,0.002330961241943319,-0.0035537075711578048,-0.005205231091961249,0.018596658798462284,0.01044508570568703,0.002778128802748858,0.000747459483767754,-0.028680010952125135,0.01495595404062211,0.03422847433638543,0.013780297800176644,0.028687107914185273,0.026523454954432646
2006-03-31,0.010629135675483958,-0.016573237708042865,-0.02576515884394992,0.00549254086987605,9.940253702822588e-06,0.0005003290589986609,-0.017216864083283934,-0.010590911352244103,-0.015870411112355987,0.006397510052952304,0.0018568886053440536,0.00014303419961603225,0.003904252978870648,-0.004474157157546954,-0.031796398242399104,0.01925477648827134,0.027645070660272886,-0.01543004153062022
