,LowPERF,HighPERF,LowMGMT,HighMGMT,Small,Big
2005-11-30,0.003166788123199593,0.034773167393488125,0.002525445126573933,0.007206072496867444,0.05824696983825195,0.009147440492692338
2005-12-31,0.09368780203378746,-0.0003069406747643333,0.05367640957253439,0.05134962227949158,-0.011236824087131447,0.08103693628927933
2006-01-31,0.06459773037446959,0.06784483408674813,0.07638688600272836,0.084325836923417,0.025331668655239836,0.07232263748284828
2006-02-28,0.054995276406786475,0.08426438429582106,0.013035079381075398,0.04287217651786235,0.053756050316067006,0.05533418426937198
2006-03-31,0.004001662658268623,-0.0329147084711241,0.017099114275288763,0.010471095710047562,0.0006919038994170901,-0.001915161722961689
2006-04-30,0.15758757917658128,-0.0514859010220613,0.07299333237839889,0.07888747885216052,-0.023950495246906733,0.11753113103345658
2006-05-31,0.10282476193981349,0.30932585228101006,0.22581457082359457,0.15158490220677034,0.3063484985714846,0.10591241475662039
2006-06-30,0.015072414349550423,0.03997987786266588,0.07055008428552823,0.02115513026199478,0.07468095771272942,0.014388675094296088
2006-07-31,-0.0744573800963163,-0.04254426077227502,-0.06765786117515926,-0.08036130131019414,-0.015553581417196982,-0.08006770557370824
2006-08-31,0.0248381452962263,0.07289658600446614,0.05360497431361644,0.04452377285905107,0.04010860017765672,0.042284317143788996
2006-09-30,0.028657731984412127,0.11806195412852549,0.037071185618421376,0.03047122039902872,0.06049903654895816,0.05032380059509589
2006-10-31,0.022297774935980064,0.08154999714274869,0.018378389894647462,0.027610265654161914,-0.004314320307140851,0.050413688881608465
2006-11-30,0.2089445412496831,0.10954247319099508,0.07695329816560359,0.1651329774433532,-0.0090329608347397,0.20431684461297617
2006-12-31,0.15510670894708123,0.03601232485866501,0.16091990116114685,0.16936311625517675,0.01786759164240337,0.18350745202327357
2007-01-31,0.1552747720532761,0.2387782773417162,0.15468885530785514,0.1990201647927543,0.24218885141846735,0.14566383510991132
2007-02-28,-0.007152992991148688,0.2669673790149676,0.17847468777121622,0.09988606758195195,0.23727789607414485,0.023000868423258547
2007-03-31,0.0744027472854587,0.20378128226030245,0.12092825639703264,0.1134543234108154,0.2597322230380863,0.08310496429907022
2007-04-30,0.21753506644366927,0.3079283820227976,0.23787615429429576,0.27776336249809086,0.32655153233232337,0.22480350673380678
2007-05-31,0.18340035710247138,0.07232433361164148,0.09866537137670717,0.16947817818112387,0.08436361459784125,0.14640732934275502
2007-06-30,-0.05055270538161294,-0.13063451199828602,-0.11021758518617308,-0.04961513654597427,-0.22480642819378582,-0.04354416494771829
2007-07-31,0.1453091475781092,0.23150206543204743,0.16015653810748076,0.23320004277115247,0.33227669741337396,0.1723538447837436
2007-08-31,0.15137857762797524,0.12202731217155205,0.18372758222378982,0.161728094301693,0.13685577608910693,0.16548046102954816
2007-09-30,0.13669767632766683,-0.0010299541482834407,0.08265041220569147,0.06380994336231338,0.02586106126967369,0.08120205319623208
2007-10-31,0.098240870685385,0.138622377813169,-0.07078447899809703,0.012130663517220919,-0.12494184775632389,0.08524057026318066
2007-11-30,-0.19153522138996493,-0.09244048356373102,-0.09693175959201861,-0.22873265125569575,0.017715299639001314,-0.16319896388089306
2007-12-31,0.16566848908510834,0.030004615803584933,0.07181837601537211,0.13249404064776504,0.2026893833634127,0.09952983211807309
2008-01-31,-0.16415434812950314,-0.18210805293187138,-0.16752143186625656,-0.09555113448409658,-0.04619324901095667,-0.16998569373879202
2008-02-29,0.009490868979818323,0.020228591128027773,-0.005804511469447382,0.031893807909836314,0.12752619236849094,0.0044569123398694455
2008-03-31,-0.23655257086904313,-0.10201361229846195,-0.14911530480202184,-0.20383094563587834,-0.15803898577179876,-0.17851494244548072
2008-04-30,0.07179148448502781,0.060650598744730555,0.034898633967346715,-0.007364747870905908,-0.09382084653160971,0.07813626349044611
2008-05-31,-0.04828046608292402,-0.07562620418009913,-0.11067952355383648,-0.08807534982668586,0.01475916909517938,-0.09052515379958903
2008-06-30,-0.19542226106251714,-0.22311450652930342,-0.2016864245148079,-0.26446984908171034,-0.2459221323712858,-0.19404110346825265
2008-07-31,0.011369163427603413,0.04498533827670892,0.034636541955650246,0.014368054601477942,0.14711430299045758,0.015305100546515682
2008-08-31,-0.21163768558723983,-0.07527554423998062,-0.0839320718687383,-0.23367597259481354,-0.21399053760581266,-0.10584665227617229
2008-09-30,-0.05834465848968151,-0.10800579504889063,-0.07450464087748487,-0.04352522019954008,-0.08572888854775407,-0.05493229203619132
2008-10-31,-0.2853436763184146,-0.26181913358632825,-0.21570421052812494,-0.2984553396613282,-0.23146090720604962,-0.2547380833371551
2008-11-30,0.09252329193651954,0.157262611797927,0.06317874516803945,0.20832002326666266,0.24682293276956835,0.07689342947484401
2008-12-31,-0.04352071791862244,0.033953643122137,0.023049585511110582,0.017205011165538187,0.12264886975451073,-0.04674640587819123
2009-01-31,0.031817543605353604,0.14587810120862432,0.08856149460811058,0.17028556591775756,0.15415658659281384,0.07312861592592257
2009-02-28,0.04609831222850791,0.058364433021696804,0.05118836140349492,0.06739318139136219,0.09852165734887075,0.03869713718790191
2009-03-31,0.08175306498095702,0.25836215711772414,0.14298015153813304,0.23652225981317176,0.249588488592819,0.11841753584254922
2009-04-30,0.06443524419130076,0.03148500786014741,0.03792820247072193,0.06501590661979817,0.08505966657268837,0.040667218113606296
2009-05-31,0.03267064188669,0.0632295504788214,0.01895057536218725,0.02481440858545403,0.08663558319966391,0.06268229130280356
2009-06-30,0.09084801483570648,0.24902625214840302,0.12415903307926723,0.08169148860291964,0.08671998150027904,0.1706378104412536
2009-07-31,0.13622833978027193,0.10759061071712983,0.20786499097732514,0.13341023228052085,0.13227804553834344,0.15394746571188667
2009-08-31,-0.16921592713071265,-0.2376247650749902,-0.21813882781156857,-0.1966310738222118,-0.11800750971025709,-0.23074300604496267
2009-09-30,0.06651643669848628,0.06377638044212919,0.06472881130882224,0.03893319075553037,0.05236011445682842,0.05296794149543338
2009-10-31,0.11131877861147643,0.0653911107904912,0.09303742264948789,0.08147745175791554,0.13397301248142357,0.07025599557208873
2009-11-30,0.1277849790330725,0.030250425586636487,0.07154928005291761,0.11589448767265975,0.17369436188108822,0.04552514451188161
2009-12-31,0.015326056053851733,0.05103469795915405,0.0496515939102824,-0.0036597665149039615,0.05560546228314389,0.03431590095305359
2010-01-31,-0.08353749838640223,-0.0943554264775065,-0.10788919735327485,-0.0372488073864935,-0.009409659993580122,-0.10765058738140476
2010-02-28,0.02083447767749047,0.013508235990203454,0.021063503360253533,0.03885923820863546,0.09014654559382618,0.008936839300340838
2010-03-31,0.007714624797278802,0.025040280179522867,0.030111000229472884,0.01731014386896823,0.08622856600298978,0.015661274067532815
2010-04-30,-0.013050936605164987,-0.08278215054871318,-0.08108650294326925,-0.07482090824740129,-0.06283818730139945,-0.08028766326194059
2010-05-31,-0.025180118326505907,-0.06032996143608749,-0.09085645101912376,-0.09461663562508604,-0.08593451498299831,-0.08552605831205051
2010-06-30,-0.08414125552364915,-0.0650250155254114,-0.03872648918821153,-0.09116655151036401,-0.08603924359898885,-0.059694824701261306
2010-07-31,0.12196855784567284,0.09404948452675277,0.060678457391943885,0.15228908507212036,0.18250166462080908,0.09506436868605661
2010-08-31,0.11668276474463468,-0.04609125359894817,-0.029717756457749767,0.06651269248277214,0.11632296538442932,-0.02076140213368094
2010-09-30,0.05312271707275262,-0.016428894044280606,-0.01169245349552872,0.017617375161541604,0.016861261004569972,0.0017175951415333568
2010-10-31,0.0613558381832755,0.10660949545018639,0.1052927426351773,0.16278596203460505,0.07925198914841669,0.1347724882836845
2010-11-30,0.07448022411754573,-0.06868786353702827,-0.056365924905007136,-0.03382224172872439,0.038538118584714676,-0.07012090503019697
2010-12-31,-0.03512196672573531,-0.009312970148628086,-0.037589691665261604,0.01749445698851737,-0.01047330342839492,0.0024721753889398457
2011-01-31,-0.08305392396741418,0.010707630547010627,-0.008809369440427761,-0.07089327596675166,-0.04376225930979316,-0.003266535334073728
2011-02-28,0.06927137624121116,0.014483655770506587,0.054414484454360146,0.07365592160396073,0.11535764425934247,0.023964158363516397
2011-03-31,-0.02616896120678769,0.04177491830252311,-0.01401109018078317,-0.026572517596857637,0.03256010929402686,0.008848751594560111
2011-04-30,-0.01437293902117831,0.025218564088296258,-0.014556479944643597,-0.03872370962308069,-0.029322868092186538,0.002215033090042562
2011-05-31,-0.04840025148711158,-0.039929998711589976,-0.057432981058022636,-0.076848563082906,-0.04871728234270667,-0.05096080494520161
2011-06-30,0.06286391878644038,-0.02613139885055793,0.016293482393985315,0.043400278379077006,0.038918678375818416,0.01888532710039592
2011-07-31,0.011183566248918364,-0.02679182786548051,-0.028220131675483984,0.021573931895380705,0.011474526036199029,-0.029779830541590946
2011-08-31,-0.034830808541864045,-0.028351375899856812,-0.04899750698566907,-0.058014978462972766,-0.010347914305581685,-0.04960571271759151
2011-09-30,-0.10913815500253032,-0.0678186322995249,-0.07053583642553862,-0.13574370897542776,-0.10717356995379124,-0.06650217644292866
2011-10-31,0.03005546230193823,0.05795967472339614,0.07368209516566782,0.036466096801673675,0.05194961053738578,0.05080580222338904
2011-11-30,-0.034301763180835,-0.06924577768203688,-0.04654658958819702,-0.0456814390552186,-0.02682944962411049,-0.05403119729014039
2011-12-31,-0.040596951425777794,-0.11941026590703752,-0.022992085351973057,-0.13094349953746887,-0.1660044316240522,-0.02776094469385848
2012-01-31,0.028741038702788657,0.0433040797639026,0.04056343922061445,-0.0060122731401397456,0.005659005365570291,0.04800300236988386
2012-02-29,0.05451304424099446,0.12754920138717152,0.036293123583229336,0.1233374113584631,0.15044659799352544,0.04378146436184083
2012-03-31,-0.06483318679370076,-0.10199508047569295,-0.04840682916030836,-0.0953897483622208,-0.07429889705459813,-0.06121840534290468
2012-04-30,0.04715729060594542,0.10131498047489673,0.04234127483925554,0.05647652732092068,0.07218382033202597,0.04847635771395509
2012-05-31,0.02142052578215292,0.003567556072204825,-0.024316146875860922,0.048044110101375326,0.03717254134715242,-0.015696193491647636
2012-06-30,-0.033168747342428695,-0.09899564151924811,-0.016420836712268794,-0.0561153579004825,-0.04062194730833624,-0.03567395042395838
2012-07-31,-0.032931058807844305,-0.10336311291742484,-0.0428407299150505,-0.07994486898143527,-0.11154135867112336,-0.03749422822847637
2012-08-31,-0.04874283248637279,-0.02354860716430973,-0.011850449575420141,-0.013028119941981942,0.051249716153599856,-0.03498292568995354
2012-09-30,0.03874759046438969,0.015473798191806276,-0.004923193299974149,0.039827922213865996,0.018477587165242726,0.02346320424350612
2012-10-31,-0.010081390098491516,0.007865804241093954,0.001413821019892847,-0.01799493154868448,0.00535611608085329,-0.007224654535861963
2012-11-30,-0.10426281103951662,-0.08075720322101188,-0.0057793104456504985,-0.1097788401535541,-0.10501873193526556,-0.02855885671955294
2012-12-31,0.12275179759334098,0.15239727186623786,0.12324233243419869,0.16904726201183795,0.1602473446961732,0.13864344346923452
2013-01-31,0.015391145688243624,0.05074406689809807,0.07073118311864701,0.081540240261331,0.06191210735394126,0.05056030616268936
2013-02-28,0.041855968756968176,0.007951627866850108,-0.033790982171446826,0.04282566493152107,0.056923275500759374,-0.018794096362952484
2013-03-31,0.009226450923016216,-0.07311481999929603,-0.05326040642196861,0.0019122295291313929,-0.03403782498002372,-0.056199272468815065
2013-04-30,-0.005732365333499079,-0.04205771216618304,-0.01657060321095649,-0.01052510261790418,-0.02943006588116459,-0.01911014153799917
2013-05-31,0.11157106209482381,0.12300017142389552,0.048742896415950865,0.13504345150889785,0.17131361337349205,0.044610528476725975
2013-06-30,-0.07348851896885289,-0.1961912268320054,-0.13646000314700224,-0.1388658162527182,-0.14648375744498154,-0.11368430493034576
2013-07-31,0.07850559297439208,0.01081216563703813,0.01653908762252554,0.031743926633886144,0.12199296026819417,0.00986490799150097
2013-08-31,0.0383587992207286,0.1202487240588146,0.058668272337235816,0.05945848685421384,0.09367297427474464,0.03608273286117902
2013-09-30,0.11981638980412335,0.03406791433401768,0.03811876980163631,0.043954023125020614,0.07695917678877495,0.035732884994980285
2013-10-31,-0.09450203671075985,-0.022339233448885665,-0.0035938991305976,-0.03245673692634865,-0.0008779556729519022,-0.015305061374110251
2013-11-30,0.06962248853535802,0.0379880031686457,0.043463879064804534,0.07121505307410336,0.1361066390007022,0.028793213450758914
2013-12-31,-0.01841327723346531,-0.05948363421469671,-0.04785258040919893,-0.035292223017627466,-0.017323686570354213,-0.047951919878430393
2014-01-31,0.046629857996799196,-0.048771498991817985,-0.023772636229673072,0.019162163838661206,0.040812365572585385,-0.04527385018467334
2014-02-28,-0.03251297028671629,-0.00014980880970905108,0.01987849459826796,0.010343267121453392,0.06461951827014767,-0.0011413497955664598
2014-03-31,-0.0696455785288469,0.016417887232216266,-0.0028096604128843294,-0.06377621158687263,0.007725351934495972,-0.013357539324490353
2014-04-30,-0.007194264827027674,-0.0008240467224039927,0.00474450715830077,-0.004741301109688401,0.01283124107823852,0.002154069970356165
2014-05-31,0.010465025852437027,0.012940532172929675,0.018052230381358392,0.011000258984241063,0.05820947607907456,0.008300442705225786
2014-06-30,0.03702146100640635,0.01741809970930963,0.019466256038039198,0.029900231612471018,0.07645315126689511,0.017149084271102844
2014-07-31,0.039495628962760154,0.12426223096458577,0.09643671746726601,0.03794945915619241,0.08895560665145719,0.08490414967664361
2014-08-31,0.029355518077279985,-0.022141599524119093,-0.014731351941660087,0.05638500919859091,0.09039930491154813,-0.00970380826019479
2014-09-30,0.07296642408174958,0.040281655838337205,0.05523726036294763,0.09461047295338187,0.21446165363860237,0.036709343926309534
2014-10-31,-0.009355630009982296,0.03743900444990733,0.02695323380372794,-0.004037502093766965,0.01009158598693527,0.023911021727635262
2014-11-30,0.0288829547837699,0.13338598331640927,0.124470336759545,0.0208532082589592,0.05601258834795675,0.1214194662652397
2014-12-31,-0.023698438691986512,0.2653637043305179,0.2976059140408971,-0.02882047829965584,-0.1268214183334777,0.2836034290894558
2015-01-31,0.08504382198570593,-0.0565203144617652,-0.03325167318785094,0.08582584624176604,0.1060131615974822,-0.03584134418511087
2015-02-28,0.07143903408884089,0.057638994357356754,0.023991159062082934,0.10879815929994407,0.09076812593177208,0.022147287463257115
2015-03-31,0.15252584228674593,0.20989456855632982,0.1207730730712222,0.20968993391329382,0.2634747541430036,0.10838199069589294
2015-04-30,0.14151233612311298,0.20887171814999617,0.17786191882727964,0.1292971300862107,0.20117677166432557,0.16529091558893616
2015-05-31,0.1680180428932605,0.0335046399452541,0.010363058251781077,0.22072498737490887,0.33933010410890185,-0.024704726721113457
2015-06-30,-0.13911429004973974,-0.0037107216709074686,-0.0016151711610971065,-0.1629900146636195,-0.0740190091086359,-0.03832991848681966
2015-07-31,-0.12205078248390566,-0.09715944349269545,-0.13089698185886833,-0.1254847555758707,-0.1986319216468182,-0.1262866334950129
2015-08-31,-0.15215031388859823,-0.1165361277997099,-0.10010219499541873,-0.18000061900854158,-0.09475929661464855,-0.1301757371542952
2015-09-30,0.00038446436945727136,-0.05567350119092107,-0.020140964781734105,-0.021491575956686715,-0.006197136575182727,-0.038448820998412736
2015-10-31,0.1613567604378563,0.18648470552560115,0.09801570546388283,0.219128425019389,0.29054108479157015,0.08757161622025311
2015-11-30,0.04443247768773673,0.08685852183067677,0.02281876334774613,0.06406604991474385,0.1844695076543399,0.0048600445160782435
2015-12-31,0.04557357898357739,0.05639866435385832,0.043137579804167325,0.04881076993353006,0.15603921725917913,0.02819752037016765
2016-01-31,-0.254972885193132,-0.17720796803817973,-0.20947791999579968,-0.28917066546616965,-0.3166684617506229,-0.20017099217162126
2016-02-29,-0.02152878524193147,-0.012730695315624319,-0.02134230264838466,-0.023430050389911306,0.003344900303634102,-0.021274760825720995
2016-03-31,0.18721538166452523,0.10348141680402367,0.11951505055631606,0.19738042550306778,0.2587170968696981,0.10921570090132504
2016-04-30,-0.02219976759477682,-0.013603026820532271,-0.007925113094372715,-0.027772778518086905,0.057458074571961726,-0.024368002902315555
2016-05-31,0.00797154938490019,-0.030474331887129447,0.008839646616124686,-0.0015797646844171176,-0.03699230082468574,0.0035191554490459076
2016-06-30,0.057617688705209336,0.004891358479453878,0.013636772777911643,0.054263769270981976,0.06961970578032939,0.004593179918948032
2016-07-31,0.0341562694358839,0.008619439170396648,0.030567480555334647,-0.03654739826442566,0.0006619783754444608,0.031149711391385226
2016-08-31,0.006818729060805273,0.050925834619717,0.03792870982143781,0.03864811371994792,0.07864854211684147,0.03786953046331898
2016-09-30,-0.02180629893414776,-0.019282509599910513,-0.01863288501653626,-0.021703166574329913,0.052719486923482384,-0.025636908752040277
2016-10-31,0.02625401127167093,0.016620753666230614,0.0241674055852914,0.025471966699872395,0.049109820717010866,0.02280570790687353
2016-11-30,0.01711321031627433,0.05118903894327809,0.04388573594311085,0.011839568302104198,0.05007512360239752,0.0527518667891429
2016-12-31,-0.04204251608763032,-0.04736105306141203,-0.0375266387451757,-0.07531545263320594,-0.009297334813243352,-0.04755226544488356
2017-01-31,0.004591460024677252,-0.012352873131665554,0.031074881942709798,-0.04044973696438936,-0.041409886783731364,0.03609766086384658
2017-02-28,0.04417379574012359,0.029391260916141304,0.01743413399235938,0.06113847174701448,0.050317891837122763,0.02084837634214165
2017-03-31,0.035487159718807115,-0.03686777545411968,0.007733836962342089,-0.026477538256318933,-0.0508244901267213,-9.545278494560439e-05
2017-04-30,-0.006455265100677843,-0.04245382554086241,-0.01080710107644689,-0.03892746332231678,-0.09486516184973193,-0.0015003020100814446
2017-05-31,0.008706200345403703,-0.04230457988401182,0.0397548158951031,-0.056965006363312476,-0.08226536264600215,0.02820282789656625
2017-06-30,0.07769456112221995,0.020859201289314733,0.022492398437762295,0.044471019838274506,0.047092755293926425,0.036632308130128965
2017-07-31,-0.018051637166088152,0.021283457219547275,0.05044054390000774,0.0015268669920864841,-0.021720940065431793,0.04121402518655848
2017-08-31,0.0212484646164659,0.03518647496850358,0.029310249631920193,0.0362131427439647,0.055953730921711964,0.02603593678358962
2017-09-30,0.04585982554945911,0.016674522241556744,-0.007392516760830858,0.029431501462182208,0.02347965442182609,0.0001819286307911394
2017-10-31,0.07746772648894229,-0.03439188137245297,0.036289113653159566,-0.005627370854743408,-0.02794624240402732,0.03765066756755009
2017-11-30,-0.03223295788098868,-0.05518545534622332,-0.004441743308193913,-0.05953948473518933,-0.09119694702484893,-0.00600747162627957
2017-12-31,0.045188953993485326,-0.0379155966148218,0.014544002293509717,-0.0029795767406790574,-0.025558694203406618,0.0111502153373233
2018-01-31,0.032805175147891275,-0.0024098511816675883,0.12109593292470322,-0.034958463148672236,-0.044524970128156705,0.08328204587092092
2018-02-28,-0.02459538023974983,-0.06593324304119652,-0.08709294907304221,-0.014634412205501657,-0.06965012410378979,-0.0671932702250223
2018-03-31,-0.0008596191137139053,0.03204326454531903,-0.05162895639531384,0.03786504468903895,0.11463226111155889,-0.043117582414111566
2018-04-30,-0.022968842338664808,-0.05912682221579724,-0.014635779322626385,-0.04558469276256627,-0.04245627336380475,-0.02859263049586902
2018-05-31,0.07613916182483726,-0.03340099649154815,-0.004473751141360283,-0.006249530838928874,0.009382685695506154,0.007319089031766035
2018-06-30,-0.05206273583632848,-0.11460675186910829,-0.06470954501804238,-0.10005176784564818,-0.11074105076945462,-0.06362464303945303
2018-07-31,-0.02261459859545123,0.03195299673279428,0.056351775797512715,-0.015172039197297815,0.03445705862988935,0.025112679661583037
2018-08-31,-0.08481592135370664,-0.06320521171383797,-0.027986732093935873,-0.08568908324188818,-0.09303845364871188,-0.041985183672631265
2018-09-30,0.01761989204385661,0.01821836959424994,0.05194077361618277,-0.01646037554716462,0.012932975694677884,0.04461379110996
2018-10-31,-0.15277887575832516,-0.059613921226752575,-0.0411317623840779,-0.12156307680013301,-0.05457478094002155,-0.07404331412878751
2018-11-30,0.022859478763560093,0.06560888007847154,-0.027770448066219533,0.034662269956658553,0.08659526837887976,-0.013786267448868905
2018-12-31,-0.03158337681945533,-0.07543405053417873,-0.0413317234707532,-0.050382947005523815,-0.0280646552469781,-0.04067746336848033
2019-01-31,0.05172740895578576,-0.0417348619570701,0.058719121953349385,-0.0191583681106422,-0.04419732848796065,0.05567992603634564
2019-02-28,0.13654459146378506,0.3098225822288305,0.08468224942603353,0.20835171865741242,0.24166766330482825,0.11758014301232511
2019-03-31,0.12683359450317822,0.08113909407198405,0.01776368020640673,0.08794323438458451,0.11509423824178411,0.03613736022137215
2019-04-30,0.010708332303836166,-0.04406411844846314,0.025605024059938808,-0.042838746101464986,-0.02391808897021186,0.011769737638514632
2019-05-31,-0.05727072995166671,-0.07739117758874225,-0.06388696097900926,-0.06610167227158359,0.0011516329282774684,-0.060880553848107644
2019-06-30,0.07936154212936586,0.0011713225435383556,0.05960456871654585,0.026622737548644526,0.021485279069032526,0.051492464915646075
2019-07-31,-0.004127354085815993,-0.035742948760411175,0.001367741938660627,0.0021072705247897616,-0.009842785045898417,0.009208127058025317
2019-08-31,0.05532830402012556,-0.018191535407267256,-0.03101324223154278,0.02126365398098584,-0.023356396369051624,-0.012138269551354552
2019-09-30,0.0027410629031847655,0.005662388355705428,0.011193571174985983,0.023716423033439904,0.02008844261920517,0.005726045220150633
2019-10-31,0.031020067934251605,0.018840536897426707,0.0167530354448715,0.010482370732158408,0.008216386132307685,0.022975946882044518
2019-11-30,-0.021680846787747288,-0.018711032200873223,-0.02386733649803441,-0.018424766347114097,-0.027780078714431555,-0.012992311701165105
2019-12-31,0.06110039711317472,0.06162360641439313,0.06914107327226571,0.0999695176583546,0.09157489133160013,0.060968071407957014
2020-01-31,0.01008565953100593,-0.0444433768034892,-0.017706962304760765,0.03649188973237871,-0.026496211304052886,-0.01970912809004599
2020-02-29,0.021252163064206853,-0.034977147689893684,-0.04171139253652367,0.025258134234177998,-0.030282595191997053,-0.022176420459619317
2020-03-31,-0.0389279339587526,-0.02882210071722313,-0.04778202168463708,-0.07927271962048987,0.026424903331913496,-0.05921643509362373
2020-04-30,0.10245912995772599,-0.022835327474576617,0.01990008384258668,0.08280749452323,-0.005967466597771476,0.053468414144894894
2020-05-31,0.03882790574217898,-0.009689496558788813,-0.008764131042764078,0.005560446022712773,0.040803460285524285,-0.010675754493186806
2020-06-30,0.14109539144819627,0.01912436039440024,0.051903679307834016,0.11834333014375309,0.03180861874621432,0.07223014101380199
