,Small,Big,Robust,Weak,Conservative,Aggressive
2007-07-31,0.33227669741337373,0.1723538447837425,0.15088796465263132,0.2829584923014441,0.238284394140011,0.2533956042427745
2007-08-31,0.13685577608910693,0.1654804610295475,0.15212117155884486,0.21425021217504536,0.0988452511492679,0.15122902336538147
2007-09-30,0.025861061269673247,0.08120205319623253,0.06613454348630143,0.009561634718244338,0.07396082296774287,0.040802249075541086
2007-10-31,-0.12494184775632344,0.08524057026318044,0.02888274080533626,-0.08907307688820743,-0.13250572295477414,0.029009701783286657
2007-11-30,0.017715299639001758,-0.1631989638808925,-0.19288941990989505,-0.12907042483666542,-0.09288973593205019,-0.21681145123030976
2007-12-31,0.20268938336341336,0.09952983211807331,0.19275483753026879,0.16542272564121907,0.17974546924678503,0.11952792332465734
2008-01-31,-0.04619324901095656,-0.1699856937387917,-0.1319584153436325,-0.0949196696440322,-0.12067999331053403,-0.1190333969059777
2008-02-29,0.12752619236849072,0.0044569123398698895,0.01506572921620486,0.06539629863673935,0.06917827830796264,-0.008745393427705972
2008-03-31,-0.15803898577179842,-0.17851494244548094,-0.2164754533961466,-0.19602005360578778,-0.1957807295332462,-0.2117584536655842
2008-04-30,-0.09382084653161005,0.07813626349044589,0.07759367622029512,-0.10130860504216821,-0.07137442636271618,0.0827174454678632
2008-05-31,0.014759169095179159,-0.09052515379958914,-0.0957181745486817,-0.022390178033014463,-0.0591239324714351,-0.10308765836317813
2008-06-30,-0.24592213237128557,-0.19404110346825165,-0.21680231011954498,-0.2541007776568023,-0.2609249614465783,-0.2248391937553389
2008-07-31,0.14711430299045758,0.015305100546515016,0.023979163994820585,0.05824071577156209,0.07431612532651388,0.018885176370571966
2008-08-31,-0.21399053760581255,-0.10584665227617218,-0.18204902449677862,-0.22669334674448294,-0.22777260458057158,-0.20652706620592842
2008-09-30,-0.08572888854775385,-0.05493229203619154,-0.11987983019302062,-0.007704433320242399,-0.03944211222749816,0.001495746676150933
2008-10-31,-0.2314609072060495,-0.2547380833371553,-0.3127047315782143,-0.24340253775455634,-0.2801312297426283,-0.2658972571695043
2008-11-30,0.24682293276956813,0.07689342947484534,0.07305335933312707,0.1589832286986137,0.15190953874215385,0.1357686249687473
2008-12-31,0.12264886975451095,-0.04674640587819057,0.04653338983551536,0.02618846765505989,-0.011046174778021944,0.04417837502974309
2009-01-31,0.15415658659281384,0.07312861592592323,0.1368405745877772,0.07363339315959871,0.16592445811045042,0.16380044795387327
2009-02-28,0.0985216573488703,0.03869713718790169,0.028728017093894387,0.08465987502464634,0.053741563024496175,0.05388647202768038
2009-03-31,0.24958848859281924,0.11841753584254944,0.18065737853610053,0.18983457958204664,0.2234054860546606,0.2254955546018973
2009-04-30,0.08505966657268882,0.04066721811360563,0.05398791113737289,0.021934919424797528,0.00435539141186303,0.08326511075672527
2009-05-31,0.08663558319966391,0.06268229130280245,0.04830493359264798,0.07193883747782093,0.0775377026576074,0.06470472402871286
2009-06-30,0.08671998150027904,0.1706378104412527,0.2243221370991244,0.09158577931602019,0.07359345823173902,0.08960750738546386
2009-07-31,0.13227804553834321,0.1539474657118871,0.12116479457887386,0.35785311173020595,0.24450772245536956,0.168497584992632
2009-08-31,-0.1180075097102562,-0.2307430060449629,-0.21995768882573152,-0.2694690232710073,-0.2331651464288933,-0.22771498436645643
2009-09-30,0.052360114456829976,0.05296794149543271,0.07423989621406801,-0.0038747730423438487,0.013500275803336459,0.07129101930531268
2009-10-31,0.1339730124814238,0.07025599557208762,0.07876093784048366,0.07748134484189562,0.10130661086914383,0.0910339895272998
2009-11-30,0.17369436188108778,0.0455251445118825,0.08537424728574616,0.12435854481528708,0.14256930306674165,0.06998004556290649
2009-12-31,0.05560546228314367,0.03431590095305315,0.014459452305841891,-0.004528202592821828,-0.0049120336269933285,0.008854699451585901
2010-01-31,-0.009409659993579678,-0.10765058738140532,-0.0970942000817181,-0.04755801163403961,-0.05323127727383181,-0.08120396339785763
2010-02-28,0.09014654559382662,0.008936839300340838,0.03746083779232223,0.04763122508302664,0.05131063638025646,0.03616672820404809
2010-03-31,0.08622856600299023,0.015661274067532815,0.006871361051030922,0.021466012299827142,0.021473512786268856,0.015837332822697725
2010-04-30,-0.06283818730139967,-0.08028766326194048,-0.07938118499214764,-0.08505535525099839,-0.09812331867618318,-0.07584746252790187
2010-05-31,-0.08593451498299876,-0.08552605831204929,-0.0705614101799048,-0.11558240701580391,-0.09871808399782978,-0.09571150465216494
2010-06-30,-0.08603924359898818,-0.05969482470126097,-0.061156598573199106,-0.1243736164308945,-0.11232031037280976,-0.0693469087673626
2010-07-31,0.18250166462080974,0.09506436868605705,0.1119753082506929,0.1546029637426538,0.17846948302354915,0.1516668337234166
2010-08-31,0.11632296538442888,-0.02076140213368005,0.001393199592227834,0.0815235294844614,0.07313088839891257,0.05379975872756626
2010-09-30,0.016861261004570194,0.0017175951415338009,0.033661630126595954,0.03106893712547021,0.01520801896840207,0.00820325817808465
2010-10-31,0.07925198914841713,0.1347724882836845,0.17478373777804523,0.13105834360007407,0.08761706572858752,0.19665399943842354
2010-11-30,0.038538118584714454,-0.07012090503019697,-0.03958618829571803,-0.07497868076578174,-0.030549612204809118,-0.06354583799165159
2010-12-31,-0.010473303428395253,0.002472175388940512,-0.0018910434544614496,-0.027735455722299407,-0.040019281599949164,0.02457133830555369
2011-01-31,-0.04376225930979294,-0.003266535334073062,-0.025943908398431748,-0.014962424847702716,-0.01829374002295281,-0.0650961889578563
2011-02-28,0.11535764425934314,0.023964158363516175,0.05249837762456444,0.07378476046075422,0.09652264838567315,0.08502949219756961
2011-03-31,0.03256010929402664,0.008848751594561,-0.005255640145286011,0.007453005362554999,-0.009438786885003325,-0.009377716408893955
2011-04-30,-0.02932286809218665,0.002215033090042562,-0.007727268302279433,-0.03177421739625219,-0.017102385438475642,-0.02154108924946596
2011-05-31,-0.048717282342706114,-0.050960804945202165,-0.051650602203369256,-0.07158535135044308,-0.07080868294694376,-0.0659191688049876
2011-06-30,0.038918678375818416,0.0188853271003957,0.03817634619735233,0.012409875691230088,0.027943270976146017,0.0686338748077433
2011-07-31,0.011474526036198363,-0.029779830541591057,-0.01971482882457709,-0.013207304245119178,-0.026902732833234744,0.010121782150149583
2011-08-31,-0.01034791430558335,-0.04960571271759162,-0.02635326491310419,-0.054149797597307314,-0.06222705312659149,-0.036249811947626887
2011-09-30,-0.10717356995379157,-0.0665021764429291,-0.0863118234008412,-0.11324587810412456,-0.08560534001032949,-0.13272457220187928
2011-10-31,0.05194961053738667,0.05080580222338926,0.04267802930042697,0.04451376057884482,0.053422478596951706,0.024047318994417477
2011-11-30,-0.02682944962411027,-0.054031197290140276,-0.04936774364440677,-0.07188722540638359,-0.0756696528010734,-0.06545844769468334
2011-12-31,-0.1660044316240532,-0.02776094469385848,-0.04396000449813586,-0.1637716241574798,-0.12225858122968136,-0.11664697975942862
2012-01-31,0.005659005365570069,0.04800300236988431,0.039290489893405,0.028038742186406562,0.059597119239674035,0.038218791062938795
2012-02-29,0.15044659799352522,0.04378146436184149,0.05688820385310245,0.13033644524235588,0.0933776453092574,0.10991109012819855
2012-03-31,-0.07429889705459758,-0.06121840534290501,-0.04797557654865259,-0.0822893377729319,-0.053158907622877005,-0.07808037525793587
2012-04-30,0.07218382033202597,0.04847635771395531,0.052788045938170436,0.0800065930714493,0.10509546391950741,0.06779187162097933
2012-05-31,0.03717254134715242,-0.01569619349164819,0.016482056042891102,0.0002188221369954224,0.03204858360329865,0.04138061752338218
2012-06-30,-0.04062194730833635,-0.03567395042395938,-0.03300815315220007,-0.09588263787879969,-0.1004278331689995,-0.03787888293014363
2012-07-31,-0.11154135867112325,-0.037494228228476256,-0.03879060369963738,-0.10920943298398378,-0.08393967756592058,-0.054170499252167104
2012-08-31,0.05124971615359897,-0.03498292568995276,-0.022308253006356638,-0.022267319864068713,-0.026508631386635062,-0.04178421457801573
2012-09-30,0.018477587165243392,0.023463204243506564,0.017521577677609868,0.007198570590727149,0.03535549378343439,0.04729206722413659
2012-10-31,0.005356116080853512,-0.007224654535862296,0.0030674882515022706,-0.0019986658039302663,-0.020765914119278306,-0.032567657135475714
2012-11-30,-0.10501873193526579,-0.02855885671955316,-0.0287100810259594,-0.06419407615751527,-0.12858507486191462,-0.08757697540042908
2012-12-31,0.1602473446961732,0.13864344346923518,0.13078389128063983,0.16702323096754212,0.18940320013847622,0.16614170091255298
2013-01-31,0.06191210735394104,0.05056030616268914,0.062139559523569865,0.00962044334892087,0.05995404950739602,0.06151004859204945
2013-02-28,0.05692327550075893,-0.018794096362952484,-0.019195513462053615,-0.0183195535205678,0.01203989442133424,0.030947647243973808
2013-03-31,-0.03403782498002372,-0.056199272468814954,-0.04005333647631981,-0.07654008984785265,-0.0685348644386432,-0.03878927351151029
2013-04-30,-0.02943006588116448,-0.01911014153799906,-0.008537783369720664,-0.02602800284674378,-0.03610656071299889,-0.0027420332894640964
2013-05-31,0.17131361337349205,0.04461052847672664,0.08429562486164799,0.12485710736180411,0.09578355978002318,0.12675511811353135
2013-06-30,-0.14648375744498165,-0.11368430493034565,-0.08422128123802775,-0.19641799562520224,-0.17639462227219327,-0.14476598045255296
2013-07-31,0.12199296026819417,0.009864907991500749,-0.006700743833274014,0.034568649675078555,0.04448085411534919,0.043615106339777165
2013-08-31,0.09367297427474486,0.03608273286117858,0.0330805657606934,0.10190131592472707,0.08414483155133068,0.060635152956507676
2013-09-30,0.07695917678877495,0.03573288499498051,0.02804869297940571,0.06326711487396319,0.05035251204920521,0.056865942240559075
2013-10-31,-0.0008779556729520133,-0.015305061374110362,-0.01908780058163373,-0.032042939834891704,-0.03441125116334898,-0.054143967472715326
2013-11-30,0.13610663900070308,0.02879321345075847,0.014561671967938006,0.06627658882112808,0.05429006534406233,0.07509256061688663
2013-12-31,-0.017323686570354324,-0.047951919878430505,-0.04128413384239338,-0.058733198213021365,-0.04932207442046477,-0.03693275795434825
2014-01-31,0.04081236557258583,-0.045273850184674336,-0.03705088984748439,-0.026819396974169685,-0.017567884013669266,0.013465919062222609
2014-02-28,0.06461951827014767,-0.0011413497955660157,-0.0077653895211157176,0.05665469860986394,0.033107898684529014,-0.014832773019154089
2014-03-31,0.007725351934495972,-0.013357539324489687,0.0007267075459069794,-0.03013834337357979,-0.030811397078506664,-0.05166746565288016
2014-04-30,0.012831241078238742,0.002154069970355943,-0.0010507546322777728,-0.018074785148513905,-0.008285868393311357,-0.007863717558043493
2014-05-31,0.05820947607907501,0.008300442705225786,0.009524549371479285,0.02649388705707878,0.022495616186963385,0.010803799747536535
2014-06-30,0.07645315126689556,0.017149084271102844,0.018015019152872735,0.021639284261570912,0.025110477612746207,0.02725547654081062
2014-07-31,0.08895560665145696,0.08490414967664428,0.09091908122404035,0.08266935872147574,0.09814304264432261,0.044702861356729295
2014-08-31,0.09039930491154813,-0.009703808260194458,-0.01760530550261097,0.07184045672313988,0.043817422648170457,0.03624508327179665
2014-09-30,0.21446165363860215,0.03670934392630931,0.032453230128872024,0.1453033103388437,0.1115647016206689,0.08200198500872591
2014-10-31,0.010091585986934826,0.023911021727635262,0.020728987105501195,0.005741945151672034,0.016229758149358897,0.007366628052040136
2014-11-30,0.05601258834795653,0.1214194662652397,0.0918455972267962,0.0667177626744817,0.06911832183797939,0.14628334911619278
2014-12-31,-0.12682141833347782,0.2836034290894558,0.22943720831041525,-0.018137086182264173,0.02163568778304148,0.10909672649946289
2015-01-31,0.10601316159748198,-0.03584134418511087,-0.03734994268295877,0.07020926920268078,0.030663550770437142,0.0024180296249391997
2015-02-28,0.09076812593177208,0.022147287463256893,0.016303175096652467,0.05144821232195973,0.04943309826404896,0.10719018483263065
2015-03-31,0.26347475414300336,0.10838199069589316,0.11974520872663441,0.21006852396943998,0.2115731695908758,0.18791130507210752
2015-04-30,0.20117677166432602,0.16529091558893683,0.13980410166563773,0.18898808170865244,0.21493994939408356,0.12392316016655136
2015-05-31,0.3393301041089014,-0.024704726721114012,0.029360899626153403,0.19827807977527767,0.13370704222837437,0.09652867412270671
2015-06-30,-0.07401900910863579,-0.03832991848681977,-0.016973836873799608,-0.07596964834523101,-0.05658987533856019,-0.13703257643012057
2015-07-31,-0.19863192164681787,-0.12628663349501335,-0.11458627576522018,-0.21811843748709503,-0.22781674706898658,-0.16267227641241555
2015-08-31,-0.09475929661464766,-0.1301757371542951,-0.13329887148870068,-0.1273889097073695,-0.10710794035543492,-0.2087357050076567
2015-09-30,-0.006197136575182727,-0.03844882099841318,-0.027421007067365166,-0.06078865414505341,-0.062202058841282604,-0.016921636573404397
2015-10-31,0.29054108479157037,0.08757161622025378,0.1460579376931641,0.18171343893359526,0.20943164175341544,0.20460319531151372
2015-11-30,0.18446950765433923,0.0048600445160782435,0.03493717119784745,0.047227424015086505,0.051173347805730574,0.07798090070332275
2015-12-31,0.1560392172591789,0.028197520370167872,0.04699088272418006,0.02812164321970223,0.04233777482701884,0.040303093578389015
2016-01-31,-0.31666846175062224,-0.20017099217162104,-0.22085467117514412,-0.30198784779797483,-0.29471982857639734,-0.2761137121866595
2016-02-29,0.0033449003036334357,-0.021274760825721217,-0.01572217794782771,-0.0035203474904046406,-0.007546978662639425,-0.041203118436318076
2016-03-31,0.2587170968696979,0.10921570090132549,0.16308833467886874,0.13863474603409776,0.1759882381449791,0.20258014336279162
2016-04-30,0.05745807457196195,-0.02436800290231511,-0.024683187086232627,-0.007445241045765716,-0.01504704746882446,-0.04073130442576178
2016-05-31,-0.0369923008246853,0.0035191554490461296,0.003838743107316578,-0.022839152396154083,-0.025779337979146333,-0.0037012569206453794
2016-06-30,0.06961970578032872,0.004593179918948032,0.020173054096405352,0.004273864254203286,0.012540270202658022,0.03867643438609214
2016-07-31,0.0006619783754449049,0.031149711391384782,0.04288091475068301,-0.0041044810135297816,0.010278585204095414,-0.026214943656866052
2016-08-31,0.07864854211684214,0.037869530463318535,0.020824268385282174,0.05116781539000259,0.03864107257583149,0.0325693161434959
2016-09-30,0.052719486923482606,-0.02563690875204072,-0.014067094761665344,-0.009310600226656418,-0.030146239889074722,-0.018793627409206093
2016-10-31,0.049109820717011754,0.02280570790687353,0.01940035457706535,0.03763098432163248,0.04175444271921536,0.01812139597950546
2016-11-30,0.05007512360239885,0.05275186678914334,0.03222718177948303,0.037617759851973354,0.05814522388349119,0.013058738889521582
2016-12-31,-0.00929733481324313,-0.047552265444884,-0.05003350958413122,-0.039530158790960335,-0.060657905009411706,-0.08182843007318696
2017-01-31,-0.041409886783731586,0.0360976608638468,0.007645324046267055,-0.03450450147925277,0.0003880461553944503,-0.030453448425780905
2017-02-28,0.05031789183712343,0.020848376342142316,0.03574362141048848,0.042606361960076056,0.027651555457271826,0.0341458887104269
2017-03-31,-0.050824490126721744,-9.54527849461595e-05,0.032312297999819384,-0.044479581650076705,-0.04016127011466286,-0.012908189834825667
2017-04-30,-0.09486516184973237,-0.0015003020100814446,0.0028826405113888676,-0.066730296286454,-0.06411290422258464,-0.04034518161140399
2017-05-31,-0.08226536264600215,0.028202827896566474,-0.0069797198407177685,-0.053248332355577466,-0.042447920754181134,-0.05307599752449266
2017-06-30,0.04709275529392687,0.0366323081301283,0.06678322646412349,0.027169331518730244,0.03228902985713855,0.047339000552235166
2017-07-31,-0.021720940065432126,0.041214025186558256,0.04072069860360128,-0.021609032704199338,0.017792546574715074,0.003382369698476273
2017-08-31,0.055953730921711964,0.026035936783589175,0.025513248477944783,0.03563441684734259,0.0371501344366898,0.035642913109636964
2017-09-30,0.023479654421826313,0.00018192863079136146,0.027468651490908602,0.031200623880484946,-0.0032990964169062886,0.026856911326454735
2017-10-31,-0.02794624240402732,0.03765066756754987,0.08140575779609738,-0.05022696046345221,-0.036975006142705547,0.013277406216325227
2017-11-30,-0.09119694702484882,-0.006007471626279237,-0.015269750097722246,-0.07760938735089895,-0.04460885049337626,-0.06729064561504194
2017-12-31,-0.025558694203407284,0.011150215337323521,0.030522106989856912,-0.028564133553216298,-0.026585923984973392,-0.008688422630969028
2018-01-31,-0.04452497012815604,0.08328204587092025,0.04193446501440068,-0.04924744289671701,-0.0025704409228813896,-0.026776979405979895
2018-02-28,-0.06965012410378923,-0.06719327022502208,-0.03143328969034598,-0.051003451127082045,-0.06119554592456078,-0.008524658233902693
2018-03-31,0.114632261111558,-0.04311758241411057,-0.02107555738769562,0.05205232000010196,-0.031620292212336754,0.04001845977642238
2018-04-30,-0.04245627336380431,-0.028592630495868465,-0.036110840016381096,-0.042771307647536116,-0.038941045158748855,-0.04507300148431115
2018-05-31,0.009382685695506376,0.007319089031766035,0.03812544512853688,-0.020039792587887906,-0.0340044637649215,-0.0219537659307516
2018-06-30,-0.11074105076945506,-0.0636246430394527,-0.053113044083078265,-0.12907437209792516,-0.09714009664971579,-0.0896590717003809
2018-07-31,0.034457058629889126,0.02511267966158237,0.0019852527033392686,0.008514989723376276,0.02861313426099632,-0.020337388249743737
2018-08-31,-0.093038453648712,-0.041985183672630266,-0.07451238628129586,-0.050347077424114706,-0.05631083996771924,-0.09027874519410617
2018-09-30,0.01293297569467744,0.04461379110996044,0.026691636630594262,0.015124206043607202,0.005722654018906592,0.0011579208078993375
2018-10-31,-0.05457478094002177,-0.07404331412878828,-0.13145037510128088,-0.0791634428372846,-0.09401412260162689,-0.12411442372155257
2018-11-30,0.08659526837888043,-0.01378626744886935,0.026088969989574107,0.07686562299937338,0.05226523347544276,0.037100729852203695
2018-12-31,-0.0280646552469771,-0.04067746336848044,-0.024698988955652812,-0.06303779693677503,-0.04949176798529631,-0.045476069971358446
2019-01-31,-0.04419732848796021,0.05567992603634564,0.06245315396201656,-0.06938143502060568,-0.02244412262072859,-0.00710461894676262
2019-02-28,0.24166766330482803,0.11758014301232445,0.1393202113977614,0.31039854377442744,0.26252459301492603,0.21435799268619649
2019-03-31,0.11509423824178455,0.036137360221371706,0.10574512306233785,0.11779179091778258,0.09801578219865714,0.08897992366608776
2019-04-30,-0.023918088970212525,0.011769737638513966,0.021720649410680748,-0.02189511265632016,-0.03534824745558052,-0.04827271609474937
2019-05-31,0.0011516329282781346,-0.060880553848107644,-0.05932147444959701,-0.05584603968051283,-0.069109567087283,-0.06897384014775221
2019-06-30,0.02148527906903208,0.051492464915646075,0.07305494766069165,-0.030365791501983597,-0.013210714843669091,0.034728162337723356
2019-07-31,-0.00984278504589775,0.00920812705802665,0.002254066502018981,0.026391525623092882,-0.017212885692298285,0.00611765370913786
2019-08-31,-0.023356396369051513,-0.012138269551355219,0.025028761654388942,0.020201910115120292,-0.012391304680215653,0.010324916358930292
2019-09-30,0.020088442619204283,0.005726045220150411,0.002156805571823517,0.008465825396388293,-0.001072661287549681,0.018778931666901366
2019-10-31,0.008216386132307685,0.02297594688204474,0.02308748010989925,-0.010846227294107003,-0.007279899120225641,0.020348796931705104
2019-11-30,-0.027780078714431222,-0.01299231170116466,-0.020628026152926582,-0.016712205078838638,-0.03195134043586623,-0.000822063797564887
2019-12-31,0.09157489133160057,0.06096807140795679,0.06196090223125972,0.06653375566405262,0.07512814112550092,0.09189795888924612
2020-01-31,-0.026496211304052775,-0.019709128090046435,0.0005991833056688822,-0.022967997793529094,-0.018430880660763704,0.05611967221025904
2020-02-29,-0.030282595191996164,-0.022176420459620427,0.0016313032716068765,0.026576284653234916,0.004946619910206618,0.04065275515038236
2020-03-31,0.02642490333191372,-0.059216435093623954,-0.04848829941888477,-0.08629650980260772,-0.07181430427143498,-0.07157758911781209
2020-04-30,-0.005967466597771809,0.053468414144895116,0.08101491196925692,0.004622812612085525,0.016873769809456984,0.08043915266893364
2020-05-31,0.04080346028552451,-0.010675754493186251,0.01925680506832972,0.010259246123878851,0.004926618610923583,0.0034494022723232654
2020-06-30,0.0318086187462141,0.07223014101380176,0.09951464197572601,0.03592524158699617,0.056352317406245245,0.1316505302761064
2020-07-31,0.14735877083542515,0.11904149755648175,0.1565026430247527,0.10204501250250853,0.1658886037100582,0.15362738285616895
2020-08-31,0.08556585269045591,0.024998764564105214,0.044716117205691575,0.025147338821648768,0.04047797115399554,0.005537521463315542
2020-09-30,-0.05586538896939519,-0.04215662774356199,-0.051427007825435744,-0.06169384544212053,-0.05755216681266273,-0.06355247888890425
2020-10-31,0.030239781943538047,0.021912457271199948,0.014380351498115118,-0.01191877040980538,-0.017189063875857946,-0.001186149736528086
2020-11-30,0.04209375623492928,0.050016348621149564,0.009039758228305272,0.05479762859756798,0.021074272104447456,0.0021311260995580117
2020-12-31,-0.07993788520844747,0.04099092437138241,0.10880359408909812,-0.0343439711503446,-0.0306136558079948,0.09235249299628046
2021-01-31,-0.10061911035439375,0.030993497995577934,0.06147128814841363,-0.06949860080739168,-0.05751436887170358,0.0400058967689676
2021-02-28,0.058136534602202916,-0.0077471840365683775,-0.02261121935968713,-0.00525028141436279,0.018727583325901298,-0.03457353187033152
2021-03-31,0.04120962644566184,-0.04056332771883053,-0.05531671202878741,0.004788222924029251,-0.022418389318161647,-0.06543971592671627
2021-04-30,-0.0028400331397721024,0.0136128785215055,0.04439709316589191,0.0069580285956185595,0.01310250656849532,0.07570454535914561
2021-05-31,0.08691481137349144,0.0439971031920785,0.04074597397332713,0.06717425932084176,0.0685120491822735,0.053927304330462666
2021-06-30,0.05264707252729073,-0.001030777743066591,-0.0019155719442817132,-0.018728963005634203,0.04264242339804647,0.06100954471033049
2021-07-31,-0.005485840662939556,-0.06115491950910912,-0.09459990299658572,-0.05152961773764164,-0.04116087821006209,-0.0255131058217144
2021-08-31,0.08953451123979583,0.01457571363051513,0.007063854319522944,0.05948430647170366,0.08174639900104785,-0.03410629218710948
2021-09-30,-0.002463225998648566,0.006267092151686082,-0.0014889058775898745,-0.011173704790256367,-0.032527486725840604,-0.007880780694829559
2021-10-31,-0.031033499545841225,0.007402393204162472,-0.01862937509601681,-0.0032244666660931065,-0.04661028488398533,0.03781546596524343
2021-11-30,0.12519244559181164,-0.015887631421583004,-0.009285251214520174,0.019778961286358143,0.07146647126129135,0.027905080478260347
2021-12-31,0.07759513371180216,0.009980153040295647,0.015388386090406048,0.07147218147766488,0.03904253962407811,-0.03387064805239637
2022-01-31,-0.0353180884534855,-0.0731254453456126,-0.10465890215605,-0.08241383802308833,-0.09720625877001421,-0.10167588313102927
