,SmallRobustCon,SmallRobustNeu,SmallRobustAgg,SmallNeuCon,SmallNeuNeu,SmallNeuAgg,SmallWeakCon,SmallWeakNeu,SmallWeakAgg,BigRobustCon,BigRobustNeu,BigRobustAgg,BigNeuCon,BigNeuNeu,BigNeuAgg,BigWeakCon,BigWeakNeu,BigWeakAgg
2005-07-31,-0.04153075312230581,-0.04601517401273747,-0.06720092958958335,-0.07854972746405875,-0.09078943178522714,-0.08877487675268281,-0.10800640595738364,-0.09876285401423823,-0.09830220138830359,0.03165195867754589,0.06915060808012519,0.022006811056594966,-0.009217391773162609,-0.035424913590712315,-0.030604333557621266,-0.09518305112603875,-0.09206171756107717,-0.05763702217775157
2005-08-31,0.13917049102754375,0.12060929726650826,0.1490888535322532,0.1580896553170168,0.16860985748792223,0.15164309268802145,0.20750209676619824,0.19914447510445998,0.20395837630843583,0.09150481219313544,0.0655770021794273,0.04787304285976823,0.06567242766721271,0.11589999752433022,0.11162940423873269,0.16741619509734562,0.22749235902660025,0.06849437881606302
2005-09-30,0.024274831991482726,0.03395239728039767,0.06763911384717525,0.026808660048665445,0.010359044422898478,0.03575827270391674,-0.007492511202211394,-0.005288241369915014,0.01887466714158359,0.04143927195257979,-0.02124471696660113,0.01299516658236688,-0.0131599612611355,-0.004177146418609001,-0.005849696803913007,-0.0058877190233693755,-0.011262258453653029,0.016450706186664332
2005-10-31,-0.05769335007467302,-0.05934829945849407,-0.04712879024030259,-0.07304446724342217,-0.05062169145804185,-0.05665052623364808,-0.07126726431037678,-0.07978090074207767,-0.0866212704222451,-0.06541271464079901,-0.060904184527174055,-0.0419816119472991,-0.045525966563292886,-0.06458360147220443,-0.08314928789595843,-0.07083108355306689,-0.05682868838070598,-0.05697982067387608
2005-11-30,0.00996205688443963,0.0037825575401313483,0.02018636302136878,0.015132394394101745,0.02268840393870053,0.013384403410396262,0.028905895372780988,0.03777257330458972,0.021537290164288514,-0.03821285454647683,0.006029493496638727,-0.004281580608524904,0.020055735251681694,0.023287044981062266,-0.009248563920182251,0.024341648916680114,0.038354905320880706,0.026971953623340816
2005-12-31,0.028477551520661892,0.03264925250225237,0.04007625668101,0.010376082306519763,0.00492190487631361,0.025136849939729977,-0.0017085102552127918,-0.006431013068486369,0.015882663260628815,0.05612153772710826,0.08030886836086526,0.08054681503617211,0.050171630781974175,0.06047376772480462,0.06541138380984002,0.03300870084306329,0.010010301509490116,0.012812068788258024
2006-01-31,0.11794739387951658,0.1063336222302691,0.09813698337039511,0.08993039901659938,0.09193823621438924,0.0803650158111946,0.06446896440545546,0.0676998911100466,0.06205078990165913,0.10535644653517484,0.06603209199580662,0.09378719763732235,0.07386394054031098,0.13080926981538665,0.09739532748111901,0.06437757151929002,0.0704307290943087,0.12470998893125285
2006-02-28,0.018370184709784798,-0.0029364847023116702,-0.009473551576053119,0.023630242212090424,0.032817276565402675,0.007738787583558171,0.060005389105867835,0.06789138883042511,0.058533674546957126,0.03620953146443129,0.04322483535960164,0.052637452306226074,0.0010627070247919423,0.03832291273436628,0.00687572469755815,0.09541100173301142,0.06284047692126182,0.09729127614384603
2006-03-31,0.05999802940862908,0.018192709936226903,0.03748794688713186,-6.535817131259058e-05,0.021950572786678446,0.021235846690036864,-0.0146458326619886,-0.025660589699275427,-0.007244754438453627,0.04545237045053141,-0.024985145300677303,0.03537292940498671,-0.006846012039716243,0.0308974354950855,0.03608365273397274,-0.010689847440928046,-0.014528631938525272,-0.025595120442095
2006-04-30,0.11562393264188642,0.11306626872774861,0.14061725702182581,0.06474609361361972,0.0847830532432019,0.09787943511537622,0.03604224285616553,0.027840176557730523,0.06176931588340073,0.09889963506681387,0.13993429124960644,0.09286612598047483,0.07595437426660512,0.057455889994634246,0.038086622199254405,0.06079019965465826,0.0635054339700758,0.00585889890132929
2006-05-31,0.2817230592716957,0.21907038572279136,0.20031718135697374,0.24728017379198008,0.2651028572720142,0.2449638062399797,0.35526773673088874,0.3323232770140898,0.2970887075569999,0.15874638943584896,0.11203911666408795,0.1310452690194961,0.2762201656112018,0.1875791627065373,0.19084808044137902,0.16340913720755612,0.2082865865864849,0.1978296055301092
2006-06-30,0.08248547296828512,0.08716736085714527,0.11702067047952713,0.057251866833700094,0.09164972544669969,0.07539426965177998,0.03673469918260275,0.053986685544970436,0.07185378578105328,0.06376496891241845,0.01924854505318807,0.027664583143720556,0.02186900807240022,0.03165313964458916,-0.0062560303425701624,0.012681972353035809,0.0534242260649449,0.02493242071757762
2006-07-31,-0.049992307592745755,-0.017791639980716978,-0.02298263604798012,-0.04576949770945249,-0.061357945561223426,-0.046084682624278894,-0.005930944273884298,-0.0036699900424903564,-0.0009372254151508441,-0.07610671590626927,-0.06748722282224118,-0.07380052689150318,-0.07058376736133243,-0.05455186042765059,-0.06489170434144964,-0.05573763979703794,-0.07760762270127264,-0.08583972775163462
2006-08-31,0.022266765601759886,0.018258336252873653,0.03920562309054065,0.05085976975827444,0.02888791319555506,0.04600969097011953,0.02835391736634363,0.030155209866855825,0.020409637836695582,0.055520227172001446,0.0380494764900543,0.0440712677887074,0.04009648589381065,0.0408178625061999,0.041661342345229446,0.03443610171562406,0.04857720044640046,0.03997228111649176
2006-09-30,0.03457131609747233,0.0739153519970146,0.061565013168294325,0.06809066807699882,0.048872926505411085,0.02704424212016332,0.06430951947431462,0.053071947574467426,0.04690325589808353,-0.001984580156431992,0.039903359506137326,0.05527636219304477,0.057819935564937364,0.03369212191787185,0.04239261650238313,0.04517014229189953,0.0789792457384495,0.058742673061423556
2006-10-31,0.021434307442659728,0.01373333731558879,0.017581835177263194,-0.014100114359667515,0.013199609535357038,0.008037403072058913,-0.01651689997921768,-0.02952036743864206,-0.009106625238375243,0.0412659587252433,0.031730802230020894,0.07119362603363588,0.02635568919334208,0.00036148808489544493,0.040399591423728065,-0.08818476428982447,-0.027043696934075045,-0.03076478998970411
2006-11-30,0.02629442615499844,0.04126842374258821,0.02207661343606726,0.002005493008644832,0.003338460815316857,0.020692572084831884,-0.0015132761918131843,0.009381882024055876,0.02602740292642891,0.15513706822346096,0.18983469709702838,0.20048876442999752,0.09051551065608576,0.11791057354039003,0.07400614572837716,0.05281109681564211,0.05421567175272046,0.0835753778066397
2006-12-31,0.04569218801003205,0.025589385250952335,0.06543930852178659,0.03326818503409146,0.040324515070850664,0.046299990269538016,0.017805040044581055,0.044808220680542465,0.019362108029234326,0.07877492015423049,0.1349732238565864,0.17628908576226432,0.20776813920382575,0.09781617388195385,0.096617252778334,0.06289240413475117,0.03713985553329113,0.01020792442291718
2007-01-31,0.2559446589963934,0.23068042999599947,0.2676996367594813,0.26587381562382406,0.2570335739046343,0.2201865937748002,0.28297680036065254,0.2662368197774523,0.22763282751320402,0.26118509622245534,0.13729793576300175,0.18574586497052525,0.15561230634375467,0.19157996779424646,0.2023132981504585,0.2106464296965349,0.3017336348819961,0.16923297365831602
2007-02-28,0.2194917213320855,0.20324428883182755,0.18065198403276228,0.22820184929994403,0.18556160222739582,0.1964857643236282,0.22825265791309146,0.26693235665713333,0.27595357732331016,0.09141991915263636,0.012912648052227027,0.05686585537313604,0.17320559181105222,0.12142965158617058,0.13160058431385568,0.20157785554606078,0.21384889499189974,0.23384347978187314
2007-03-31,0.18508450631334483,0.1675268663951075,0.15340940494280253,0.22718820305594067,0.18261692983224487,0.18389417301755162,0.2138887287150788,0.23067714652313542,0.1908084670135306,0.08645350506840033,0.08767740152217529,0.08985293116059023,0.130209094450904,0.08839926433618661,0.14375455854858576,0.13892050587979732,0.15559123243594963,0.2331416502844479
2007-04-30,0.3746925074249723,0.4342280280281361,0.27914757372723575,0.3844336696016395,0.355461894998659,0.34988835456064615,0.40017699540605434,0.3707115187453316,0.3546550693300041,0.28379134050995525,0.20392853113097398,0.22226760888802755,0.2550802110590624,0.35876217036870006,0.3105880116119224,0.3997382300678871,0.35811534694723135,0.28381510598783466
2007-05-31,0.07116038249768675,0.07496889009087626,0.09395276880470438,0.07222827765955908,0.051470200711504877,0.06630207571568092,0.07325835154137761,0.04479399281053431,0.07124566622768236,0.04373079014341075,0.18731650345005524,0.12290598085440263,0.06058965642134928,0.08803815682910554,0.11484433076132206,0.09557895120206594,0.1256414713708196,0.11067209397364364
2007-06-30,-0.18593658260866375,-0.1228131798384694,-0.09990952681516174,-0.19808906587159947,-0.20294430725629165,-0.14163950967170313,-0.2761320199560162,-0.24551014091748358,-0.2083963694012091,-0.07858351405824848,-0.08519465647060454,0.015574795665303176,-0.15609245084943024,-0.13077645103795865,-0.11928743090799365,-0.2871617223694167,-0.18839145155419168,-0.10810799648154334
2007-07-31,0.28279109820557835,0.23823167570755843,0.2818027205182878,0.2811847360572184,0.2593727526997338,0.23901115871264245,0.29589581492208605,0.31495262739562513,0.3081789249891709,0.1842035293688502,0.14061905184089873,0.20623788747622762,0.231893614047453,0.18603894743350313,0.24371160972692252,0.27980588827102926,0.2685091581295338,0.22380083849774102
2007-08-31,0.05729379339124718,0.0628534335713744,0.1336361654275222,0.08846388381672043,0.10092386067247405,0.11949218345633028,0.11124247481411387,0.11587685161150207,0.14658653734122762,0.14293050139830799,0.1345911879476429,0.20668597111998532,0.12249278087969406,0.1323195900509393,0.1536176447942823,0.12140954322277708,0.17756021513287124,0.08254548353779079
2007-09-30,0.09628859706454973,0.08111579639997113,0.08158040996426608,0.044163357904552614,0.0071665456747240786,0.047368358551098,0.022110577248771746,0.033365750706757735,0.008987702230429662,0.11287520066531531,0.12493414613670994,0.05920381432987032,0.06174474013438869,0.043332559605402166,0.06577358884687623,0.09706001691151633,0.13185078546511275,-0.014282366274072533
2007-10-31,-0.14122134243693962,-0.07545168679830883,-0.09363014214880039,-0.12438264544455935,-0.12624549290888876,-0.12026563268348378,-0.11628630386442929,-0.14160477317507092,-0.06071167984797088,-0.0881549485403994,0.12045727962613273,0.03191445911177948,-0.13207550709236127,-0.10593332684418622,-0.10526805457899813,-0.13931126570931718,-0.056535330133160255,-0.09177361859121036
2007-11-30,-0.07608489520764605,-0.04312010486703477,-0.09200578897824563,-0.04447864081631081,-0.04374644000814365,-0.06407912060349663,-0.031345228005245196,-0.03186584026881911,-0.0496804745534718,-0.10341441241760252,-0.1437663150427747,-0.18133488826760547,-0.09009265220842211,-0.12006641082068925,-0.12263288302349673,-0.07395690419385847,-0.10915572141319008,-0.16422396490207858
2007-12-31,0.2388173254775472,0.20703044418535055,0.2274691715211119,0.21706828113762566,0.2064015370921486,0.19628459213259686,0.1981475948214415,0.19293852405272394,0.23468530479859329,0.20238438939870895,0.16798930250312427,0.14979582193512941,0.19459142709349364,0.20392669146902942,0.16224757027910508,0.16753448132607618,0.17930576004705934,0.1331466601433342
2008-01-31,-0.09459819727360375,-0.05938177330423022,-0.06917861815530824,-0.049945880887779404,-0.056783501402603354,-0.06418760369258447,-0.06320052193408987,-0.03770575522078068,-0.0737069813200909,-0.043140587374282946,-0.1702911739179931,-0.11890678295076396,-0.10056921655279816,-0.08540366393483656,-0.11507734751443499,-0.07693077151820138,-0.08052674684704209,-0.06284686185281196
2008-02-29,0.0994782366093856,0.08428198137125498,0.0697595618245872,0.13897890332959073,0.1231803460349179,0.11625996365820668,0.1310293770929174,0.12510335554935703,0.08339720139962736,0.05000543295844029,0.01616824905934333,0.03080559237487046,0.05791325636394706,0.06898050859834748,0.052376662242651584,0.0647741390273997,0.033146006270846406,0.018527560514468355
2008-03-31,-0.19346631723994556,-0.20081076089138183,-0.17915095602673825,-0.1701902758353312,-0.19191825723975398,-0.19645036941129645,-0.19434350784869492,-0.18242288554218422,-0.15541985795379798,-0.213171905329697,-0.23464925732752384,-0.19943415080753035,-0.22351224495218458,-0.22832862082750882,-0.2006686620626078,-0.19807439535793314,-0.20205590534047402,-0.16572799553265882
2008-04-30,0.01611998164772066,-0.037614734820687445,-0.025433354303673106,-0.04474263125341549,-0.076166207382381,-0.042161908173773965,-0.09387723020265071,-0.08593357780112731,-0.07374218767670204,0.055505827366580496,0.03102680521315304,0.06736098485101549,-0.023184032353597228,0.00962710157847635,0.0035765223403023683,-0.0653675858154219,-0.08673622845601936,-0.07491765887236101
2008-05-31,-0.02004664623112762,-0.012509246328856527,-0.029644200146148436,-0.023177558372435958,-0.03175370016013379,-0.015296238343916024,-0.007520047989261314,-0.0017888429833926578,-0.0057769945897356845,-0.07531271989139221,-0.09249366914632262,-0.10676149974434301,-0.019129549479072527,-0.04966817488536546,-0.07821443610555068,-0.033025709462872865,0.018868585831349982,-0.06967066200100058
2008-06-30,-0.20845163526953814,-0.2204413346687275,-0.2661088301017157,-0.2518490709839838,-0.2660735371806864,-0.2655004797475733,-0.2776663786807082,-0.28088180347390423,-0.2665124752392445,-0.2626506832442441,-0.1692150988896879,-0.22629415100888017,-0.22018083047950943,-0.22484052823132195,-0.21860040265523795,-0.2776611756418631,-0.24108319203854844,-0.20765081763819337
2008-07-31,0.0941811174187015,0.1032276823623095,0.09868079427895471,0.11000357354755774,0.12782012622818573,0.09472254215073983,0.11415368417925209,0.12043246966787269,0.0909151959508181,0.06741272153364042,0.021713488463888986,-0.0009807681638238641,0.03787865360191156,0.08169224948325393,0.021886862907588123,0.11188586197355499,0.02050158006502656,0.029096309787321584
2008-08-31,-0.23767368511840192,-0.19867420733432894,-0.2621083135595452,-0.24446670782615598,-0.21390846375413664,-0.21328446467929296,-0.22640562784538976,-0.22346066877779236,-0.23131932034029723,-0.24428058645459372,-0.11842756092546114,-0.13528531216991746,-0.2294250131608362,-0.08369384511734046,-0.21124775330233858,-0.2578804868029658,-0.19379570924751455,-0.23925146776757378
2008-09-30,-0.09004080899356626,-0.07332541630215106,-0.13238174222847854,-0.08725991402401789,-0.06014755756868795,-0.06818352430578478,-0.07809970526837307,-0.0987848956841294,-0.09658641531388701,-0.052753049055076384,-0.05945072239691518,-0.062296832549525116,0.005563091714392732,-0.029263777243811018,-0.061681049817132405,-0.07971650505383887,0.04813321334663878,-0.04428501826924158
2008-10-31,-0.25217497695101,-0.23577010751325433,-0.2758969930620935,-0.24773291262810115,-0.24867619422626785,-0.26012424136149204,-0.25378681144513615,-0.2717957841579438,-0.27937385417882,-0.26183465909366144,-0.22068512848937005,-0.30051879250296254,-0.16796056685200633,-0.25171473370371256,-0.26866886781973376,-0.26543852195878725,-0.3332853806147864,-0.25182902356973325
2008-11-30,0.19234452417604597,0.22097927612042456,0.27648266225199714,0.22182054693221476,0.2101923991679182,0.21736000342796613,0.2295887843457618,0.22789614342930808,0.2362165297382679,0.13389995644516972,0.09605581587422574,0.13395526860662677,0.15083412372883198,0.11184107827736023,0.06992730791776647,0.21461790932827318,0.19578511949537236,0.10792539136647394
2008-12-31,0.062420845430140925,0.06416156265779471,0.15999050447853924,0.061829482332557584,0.07137769981785835,0.06181904941073957,0.04051588543136564,0.06716626704157669,0.05661933455401691,-0.012861549992995935,-0.046554130568765895,0.01832094560827402,0.06891275660354945,-0.008114126484435213,-0.014055970696693287,0.0325241291556253,0.02397769753954737,0.06540876885696711
2009-01-31,0.1954390721332715,0.20655419155166155,0.1450211993585968,0.15579541197478797,0.16850521666229068,0.19483253000615375,0.14900172210806062,0.16247719797158267,0.17125754262272985,0.06223682717737011,0.07899672995992502,0.17368350081862016,0.13301068667000293,0.11369250139868448,0.20485900276541913,0.12907036962962737,0.0742261302037579,0.09363368292153407
2009-02-28,0.11669243633205983,0.05762222112315474,0.04415208372559887,0.09991021875077633,0.07760408907939498,0.06259786158954839,0.10334880435513871,0.10975413223887798,0.13217087607377453,0.0344713990150598,0.041018112430311504,0.036417523605140056,0.10551869534944691,0.0690989746271351,0.06495793045626641,0.11277644852822277,0.11297095324300654,0.08462772583196165
2009-03-31,0.19463169974575933,0.22289786297526115,0.24977697661810772,0.24104791185097474,0.2407436688395923,0.23217532649645545,0.22134799882995182,0.21921942969586405,0.23783600153880347,0.13896423471018626,0.1031992067841867,0.2061118374253048,0.17812071705458088,0.16270257183111325,0.23063664491096247,0.23324955815288684,0.23116743115628102,0.2080447667557117
2009-04-30,0.038123104227725246,0.12055636292492933,0.0962461775605481,0.07303462466789212,0.09915870189700349,0.08645294727431208,0.051040677102108134,0.07947013395039959,0.06093327647902158,0.10134700306891142,0.05886620044059088,0.04589297584246421,0.0482594590856793,0.02802141757381449,0.0006802503413401162,0.08562398240022318,0.022218733742194186,0.015357276944674148
2009-05-31,0.08637129984317027,0.044152092884446326,0.03947581987589821,0.08775857222681327,0.09036398782622457,0.07977080320025287,0.12404522330377366,0.08792632748369367,0.10839820231347508,0.06433066397652332,0.07886868123613744,0.045510390905460385,0.07784317144552122,0.03932407873053756,0.027190866380780276,0.06496901382899178,0.08587764968693579,0.033679685235127765
2009-06-30,0.0424710753641202,0.044980186455152005,0.046608734468822854,0.07137527296390145,0.03719955008662312,0.018064480492152812,0.06878326204129226,0.05989576805054364,0.055497717887952325,0.10862790785771215,0.16222787106642778,0.18168263028730092,0.07907633969786398,0.12022162042086637,0.101787903335254,0.05211079636482463,0.14461479279691858,0.08993572528796245
2009-07-31,0.16037602228922077,0.14952795889974801,0.13245372415413104,0.13400345865731644,0.12284677356069218,0.13011285987728094,0.16399820825468137,0.1386214509923307,0.1679572645700802,0.1931774815331202,0.12012712755710431,0.15506474621992083,0.21063565517961047,0.19998232890032264,0.14557070044412557,0.2639055482089263,0.2770543334084312,0.3561563668874217
2009-08-31,-0.1255421423856905,-0.12243238939795309,-0.11834607156057109,-0.1495455028231948,-0.14673186932172777,-0.15901875960902923,-0.16329936416042845,-0.1559375224533498,-0.19277834836168195,-0.23131929832615716,-0.19880925071589595,-0.22758067741441157,-0.1915691028991785,-0.20785470399702666,-0.20251109774189846,-0.2176807523604517,-0.25696912916439574,-0.21673461848429088
2009-09-30,0.05419272246765017,0.05461275747604555,0.05987355608318623,0.0458045645208387,0.04573241417266449,0.044752235116999106,0.027183355715346247,0.01102878957324216,0.020645142601887878,0.0335030884783587,0.04759979587847907,0.08369441567833569,0.04268660896048826,0.055267194879359494,0.01749716034948756,-0.013398855256917419,0.00697709182128281,-0.0051419864442877605
2009-10-31,0.15284198708459495,0.13986421987601472,0.12731128386109436,0.13644360867547678,0.14460170557358243,0.09859494398333468,0.11549207737498635,0.11440815910781366,0.11124895449400429,0.12347048823441176,0.06072995822884164,0.08498993600543714,0.11616785741334024,0.08639952377228721,0.08354543445683782,0.11600862657900368,0.07705174983210172,0.07661514448147178
2009-11-30,0.23493128517329653,0.16894482393966337,0.14444929545157348,0.14935801979048313,0.152161179322839,0.17321882068387273,0.15598642973105536,0.15872465515754675,0.16458099150993966,0.10642683737605552,0.03890499415904447,0.05204609179405373,0.11695813857131965,0.09149706297270521,0.07885493347500061,0.1415912248307567,0.12791767710829882,0.11188146972874113
2009-12-31,0.042097182812504075,0.040639470207146866,0.039049400774754384,0.02485772276346565,0.047420790396773826,0.04070610288897769,0.01980778632394009,0.03941045260375797,0.024979943641961544,0.022410790524765023,0.04849277903837956,0.03726758826996779,0.021990513064295003,0.014929909095409588,-0.021030043433926116,0.018028670888125653,-0.019057542841345643,-0.014603239812907565
2010-01-31,-0.007956358354789472,-0.024673905761179782,-0.0032856126625776527,-0.023143821068482007,-0.011662836350594064,-0.013130516383530688,-0.026907819975243608,-0.0369551521472643,-0.025496308942930535,-0.0816147702094514,-0.09699175228259072,-0.100858560662479,-0.07709809012921653,-0.07591647793141842,-0.0706688575533636,-0.03526370163936532,-0.05297851331494441,-0.07925810630737806
2010-02-28,0.0707765872363908,0.055165391980561695,0.05906549873036049,0.07086353953405666,0.07332498963130418,0.06682256701702327,0.08496823979486723,0.09136177845998716,0.07850208953301041,0.02811017955510997,0.005459003055892975,0.016584461571932385,0.04134183078716691,0.019848660209483393,0.02264171441225482,0.06626583367656447,0.02927808676774757,0.03780187550941516
